time,t1,t2,t3,t4,t5,overallUtil,overallEvilUtil
100000,0.13359281437125808,0.1299201596806385,0.06197604790419155,0.04215568862275477,0.02512974051896201,0.1963872255489022,0
200000,0.2453722334004029,0.2270020120724345,0.1132595573440642,0.1063782696177063,0.06523138832997988,0.3363682092555332,0
300000,0.3444827586206907,0.30758620689655153,0.16058823529411698,0.14975659229208943,0.09795131845841779,0.4602028397565923,0
400000,0.3443548387096783,0.3055040322580642,0.15905241935483833,0.15268145161290367,0.10493951612903218,0.4581653225806452,0
500000,0.34000000000000086,0.3050101010101007,0.1573333333333329,0.14864646464646517,0.10200000000000004,0.4552828282828283,0
600000,0.3364646464646474,0.3050101010101012,0.1572525252525251,0.14759595959595972,0.10197979797979796,0.4529393939393939,0
700000,0.33779116465863557,0.301325301204819,0.15787148594377456,0.14827309236947828,0.1035943775100401,0.4501305220883534,0
800000,0.3354819277108437,0.29955823293172656,0.1563052208835336,0.14827309236947825,0.10285140562248993,0.44693775100401606,0
900000,0.3320359281437138,0.29700598802395195,0.15391217564870233,0.1448902195608784,0.10093812375249495,0.4450299401197605,0
1000000,0.32947263681592126,0.296039800995025,0.15182089552238762,0.1434427860696519,0.09886567164179098,0.4446467661691542,0
1100000,0.331704885343969,0.2965902293120641,0.15407776669989995,0.14801595214356955,0.1027517447657028,0.44528414755732804,0
1200000,0.32646061814556426,0.29535393818544337,0.1517248255234296,0.14360917248255275,0.10057826520438681,0.4420638085742772,0
1300000,0.3252357071213643,0.2939618856569709,0.15067201604814415,0.1432698094282851,0.09795386158475416,0.43984954864593784,0
1400000,0.32086432160804107,0.2930854271356787,0.1501105527638188,0.14092462311557835,0.09511557788944716,0.43824120603015077,0
1500000,0.3209809809809819,0.29261261261261245,0.15023023023023,0.14378378378378434,0.09863863863863861,0.43555555555555553,0
1600000,0.3210210210210219,0.29119119119119113,0.15067067067067041,0.14234234234234266,0.09951951951951947,0.4363063063063063,0
1700000,0.3200000000000009,0.29040959040959013,0.15054945054945026,0.1425574425574428,0.10019980019980018,0.43592407592407595,0
1800000,0.3205373134328368,0.29020895522388046,0.15263681592039782,0.14382089552238836,0.10175124378109454,0.4343283582089552,0
1900000,0.3207952286282309,0.2900198807157057,0.15170974155069564,0.14320079522862839,0.10176938369781306,0.4351590457256461,0
2000000,0.321287128712872,0.29069306930693034,0.15207920792079183,0.14681188118811908,0.10326732673267312,0.4342970297029703,0
2100000,0.3159642147117302,0.28858846918489056,0.15182902584493016,0.14528827037773384,0.10276341948310133,0.4306461232604374,0
2200000,0.31555555555555614,0.2857142857142854,0.15087301587301555,0.1445039682539686,0.10359126984126983,0.4301785714285714,0
2300000,0.3127865612648231,0.28470355731225316,0.14875494071146228,0.14055335968379473,0.10045454545454546,0.4284090909090909,0
2400000,0.31506958250497097,0.28330019880715696,0.15027833001988072,0.1427435387673958,0.10192842942345921,0.42807157057654077,0
2500000,0.31306930693069407,0.28009900990099007,0.1475247524752472,0.13926732673267372,0.10087128712871289,0.42506930693069306,0
2600000,0.3154075546719695,0.278489065606362,0.14626242544731585,0.14252485089463246,0.10192842942345923,0.4237176938369781,0
2700000,0.31142857142857205,0.2768055555555556,0.14498015873015857,0.13932539682539735,0.1004166666666666,0.42100198412698414,0
2800000,0.31072636815920524,0.2776716417910448,0.14602985074626834,0.13940298507462706,0.09998009950248747,0.422726368159204,0
2900000,0.3102097902097916,0.2772827172827173,0.14481518481518466,0.13644355644355677,0.09756243756243756,0.42171828171828174,0
3000000,0.31196410767696975,0.2769092721834498,0.14675972083748728,0.1407178464606184,0.09938185443668986,0.4190727816550349,0
3100000,0.3037762237762242,0.2750649350649351,0.14365634365634336,0.1330869130869131,0.09256743256743255,0.4156343656343656,0
3200000,0.30355644355644407,0.27196803196803193,0.14139860139860122,0.13282717282717274,0.09174825174825171,0.4123076923076923,0
3300000,0.30566566566566655,0.2727527527527525,0.14348348348348333,0.13675675675675694,0.09605605605605601,0.4127927927927928,0
3400000,0.3054254254254265,0.27051051051051017,0.14352352352352332,0.13773773773773765,0.09703703703703695,0.41105105105105105,0
3500000,0.3046953046953054,0.26987012987013,0.14265734265734242,0.1372227772227774,0.09828171828171825,0.41042957042957046,0
