time,MSG_EMPTY,MSG_STORE,MSG_INIT_FIND,MSG_FIND,MSG_RESPONSE,MSG_REGISTER,MSG_INIT_REGISTER,MSG_TICKET_REQUEST,MSG_TICKET_RESPONSE,MSG_TOPIC_QUERY,MSG_REGISTER_RESPONSE,MSG_TOPIC_QUERY_REPLY,regToGoodNodes,regToEvilNodes
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,NaN
100000,0,0,0,112047,112047,19714,0,25498,25465,524,19658,524,45.12175648702595,NaN
200000,0,0,0,112757,112757,14051,0,25779,25796,207,14079,207,40.070422535211264,NaN
300000,0,0,0,108254,108253,12337,0,26391,26407,108,12365,108,39.27789046653144,NaN
400000,0,0,0,106659,106659,1591909,0,19175,19175,6480,1589721,6471,1624.0766129032259,NaN
500000,0,0,0,107913,107913,200873,0,14099,14098,6281,202505,6288,217.14343434343434,NaN
600000,0,0,0,106372,106372,23997,0,12590,12591,6483,23998,6485,36.95656565656566,NaN
700000,0,0,0,106758,106758,1547343,0,17568,17568,404,1545358,398,1571.19578313253,NaN
800000,0,0,0,107264,107264,221402,0,14791,14791,224,222811,228,237.14156626506025,NaN
900000,0,0,0,107505,107505,31582,0,12851,12851,348,31590,350,44.34431137724551,NaN
1000000,0,0,0,107538,107537,1535737,0,17891,17889,312,1533900,312,1545.8985074626867,NaN
1100000,0,0,0,107573,107573,218188,0,14735,14735,178,219548,178,232.22632103688935,NaN
1200000,0,0,0,106727,106720,35005,0,12387,12387,233,34995,233,47.25024925224327,NaN
1300000,0,0,0,106360,106360,1527431,0,17774,17774,119,1525317,119,1549.8545636910733,NaN
1400000,0,0,0,104762,104762,213040,0,14354,14354,202,214448,202,228.5366834170854,NaN
1500000,0,0,0,104073,104073,36478,0,12391,12391,376,36474,376,48.91791791791792,NaN
1600000,0,0,0,104698,104698,1515442,0,17952,17952,384,1513578,384,1534.9289289289288,NaN
1700000,0,0,0,103738,103738,228617,0,14571,14571,390,229902,390,242.94505494505495,NaN
1800000,0,0,0,103468,103468,40014,0,12619,12619,311,40007,311,52.37114427860696,NaN
1900000,0,0,0,103484,103484,1551974,0,18477,18477,238,1550504,238,1561.0844930417495,NaN
2000000,0,0,0,103126,103126,245387,0,14693,14693,286,246386,286,257.5049504950495,NaN
2100000,0,0,0,102491,102490,48140,0,11912,11912,182,48124,182,59.693836978131216,NaN
2200000,0,0,0,101498,101498,1555472,0,18006,18006,383,1553874,383,1560.9900793650793,NaN
2300000,0,0,0,101588,101588,235933,0,14446,14446,297,236911,297,247.4100790513834,NaN
2400000,0,0,0,100678,100676,52408,0,11962,11962,238,52373,238,63.986083499005964,NaN
2500000,0,0,0,99099,99099,1477295,0,17797,17797,245,1475801,240,1480.2891089108912,NaN
2600000,0,0,0,98973,98973,233093,0,14167,14166,173,233601,178,245.78528827037772,NaN
2700000,0,0,0,98593,98593,58866,0,11649,11649,273,59172,273,69.95535714285714,NaN
2800000,0,0,0,98371,98371,1412704,0,17311,17311,228,1411150,228,1422.9004975124378,NaN
2900000,0,0,0,97714,97714,224891,0,13767,13767,119,225496,119,238.41958041958043,NaN
3000000,0,0,0,97773,97773,57560,0,11519,11519,313,57868,313,68.87238285144566,NaN
3100000,0,0,0,96533,96533,1382172,0,16874,16874,255,1380601,255,1397.6483516483515,NaN
3200000,0,0,0,96901,96901,218289,0,13715,13715,232,218906,232,231.77222777222778,NaN
3300000,0,0,0,95645,95645,56219,0,11447,11447,184,56501,184,67.73373373373373,NaN
3400000,0,0,0,95674,95674,1369911,0,16942,16942,175,1368722,175,1388.2412412412411,NaN
3500000,0,0,0,94922,94922,226759,0,13730,13730,251,227064,244,240.24875124875126,NaN
