time,t1-normal,t1-evil,t2-normal,t2-evil,t3-normal,t3-evil,t4-normal,t4-evil,t5-normal,t5-evil
100000,6691,0,6496,0,3091,0,2113,0,1249,0
200000,10793,0,11289,0,5587,0,3964,0,2079,0
300000,14994,0,15207,0,7646,0,5267,0,2960,0
400000,14935,0,14939,0,7562,0,5274,0,2969,0
500000,14980,0,14984,0,7525,0,5236,0,3023,0
600000,14842,0,15032,0,7556,0,5186,0,2989,0
700000,15070,0,15124,0,7599,0,5268,0,3050,0
800000,15099,0,15127,0,7588,0,5268,0,3034,0
900000,15122,0,15124,0,7558,0,5292,0,3023,0
1000000,15176,0,15295,0,7617,0,5399,0,3059,0
1100000,15340,0,15263,0,7632,0,5403,0,3085,0
1200000,15309,0,15389,0,7617,0,5381,0,3082,0
1300000,15382,0,15464,0,7633,0,5414,0,3084,0
1400000,15373,0,15478,0,7616,0,5404,0,3062,0
1500000,15308,0,15546,0,7637,0,5431,0,3075,0
1600000,15415,0,15564,0,7695,0,5475,0,3200,0
1700000,15475,0,15655,0,7712,0,5510,0,3212,0
1800000,15523,0,15762,0,7785,0,5538,0,3225,0
1900000,15682,0,15774,0,7799,0,5502,0,3249,0
2000000,15774,0,15925,0,7836,0,5491,0,3262,0
2100000,15575,0,15934,0,7815,0,5546,0,3276,0
2200000,15759,0,16035,0,7951,0,5605,0,3317,0
2300000,15794,0,16082,0,7966,0,5629,0,3333,0
2400000,15833,0,16012,0,7978,0,5703,0,3370,0
2500000,15885,0,16011,0,8011,0,5650,0,3358,0
2600000,16011,0,16042,0,7955,0,5624,0,3363,0
2700000,16033,0,16068,0,7899,0,5616,0,3355,0
2800000,16058,0,16085,0,7956,0,5672,0,3404,0
2900000,16166,0,16171,0,7945,0,5675,0,3398,0
3000000,16180,0,16281,0,7984,0,5721,0,3424,0
3100000,16255,0,16325,0,8022,0,5743,0,3363,0
3200000,16294,0,16282,0,8058,0,5742,0,3360,0
3300000,16275,0,16353,0,8067,0,5748,0,3364,0
3400000,16385,0,16290,0,8051,0,5738,0,3394,0
3500000,16455,0,16330,0,8060,0,5763,0,3439,0
