topic,registrant,times_registered,min_registration_time,average_registration_time,min_discovery_time,average_discovery_time
t4,111034180029146108143814612264577567034182144296964599793056843094279408221789,85,201,170013,16490,178909
t4,70348155023664289441868988016812467927141838619077729408287317991908331795387,120,201,125694,61199,173726
t4,91709672640524030151949598644426885314965147141911604687570421436298331471618,87,201,177113,34080,151450
t4,41698258160537322612264129825321027225760708418904122753091985525162133306280,72,201,168875,8045,169790
t4,53432601509812910195130532305733179919932501530809695088748737206668805978464,89,201,177639,53999,208032
t4,110031278916403342694496081932899996726763895905299292315436330990091377682794,91,201,165531,5378,144529
t4,44391241222718079199560474421280265935552713079634930287363238207686951205407,75,201,173872,15459,167553
t4,26335433469445916747880774751911218683185135242224111836084336798486330027111,91,201,167983,37924,164246
t4,47372186994346682537713881347589597829238909007689037557954974314657003583717,75,201,176432,25671,176252
t4,18477782980550566995769582477326010768721133647314498349828651714110889258870,84,201,168203,25599,178405
t4,110636516323308146079728155355216055366017827270752866053434192211743520697519,89,201,152074,74599,210188
t4,10682487071758342790152659910576419589449054278028264525296911265960481050671,59,201,180874,22239,168016
t4,62763891618267851339949863579244393372192332005702795084447228967268849854764,102,201,135318,8002,136576
t4,15321584409193569710204889671589966367660619730621758183143205379795381989085,78,201,186193,60599,179981
t4,100369776241991995882455659957985850270433744974424030400216258756774910176009,80,201,167442,29999,187239
t4,165905294335721072599325068137650275699581097438474290702775703557342704311,96,201,135609,8810,165647
t4,107266742747603761506774424250671486893109335011077441327244075120864006421966,91,201,168355,2748,183274
t4,68776632916308425747000180287431819545089617516846324324833528107943922803483,120,201,119134,999,185391
t4,90262396255125480997260660908601848749831519065892671029796044190203586593414,97,201,157518,58947,180118
t4,95297023925959754595444178614027186460661576181052372019617725279996015807658,105,201,152251,27454,175779
t4,8714233843250767885649606068778681874332767080573082556700218824979360350255,26,201,7727,799,799
t4,22514591897439866822145391359708312182298711161946616691396835985341807156081,86,201,171923,12279,160512
t4,78439436478547169601748849340633697124676922281368940315750671647007964626943,109,201,120187,24336,197542
t4,20806317434299010664269595443598116587580948299287568951844410618714056897387,50,201,211772,799,75630
t4,83012880719860979680530988689169126468015418120709726007127753220909252985016,103,201,146704,11194,161466
t4,67907683117320201125954239482958077689161850587251562176688606993020878691229,87,201,159617,10824,190348
t4,16177127102845415847689439258806678604629630167130858029500508153742269618276,68,201,184117,799,138972
t4,42665578987445955900345332981025065894634509912888309782902656361646507481173,82,201,198589,9399,169321
t4,83594377213239531121919877250234074946427222831102774706930760211557646174270,134,201,106604,16355,188176
t4,106894490399714119523401852582676231066695728350947536446286459250478992756323,96,201,153825,20905,174349
t4,12099222262789572312116080590714581704422525572392056769592814071714676961284,86,201,167518,6721,166212
t4,11102791643168726386128995694287706136334433914442173751431706701342512002845,89,201,171990,11399,142892
t4,36673997647146310117250615982429169326365273379929379332124115583008406784717,41,201,220565,5439,176562
t4,85990642857720123411740879771740030153051586625703099821371960472801004124945,81,201,151105,49799,152076
t4,8727583469706540545971363258414755545306388551236554916618776706287425449335,81,201,176017,12327,170451
t4,45624092886978748696209097384304862897165905896643451787220830820476158804933,88,201,159562,8929,167460
t4,33852768713256406846959703569440174622725549881716701025157468685113578187346,88,201,169444,18119,151014
t4,29588269238047953054834178760555309542979928589448878025639733288261376017805,14,201,1972,799,799
t4,70447567318146609579085140559631265651085480818011298260787345542809752765621,116,201,117115,24703,175331
t4,83034203613541349186764182698843546995688074450359232779252839567547279294856,25,201,1747,0,0
t4,34207491284641535725420345419346590637939953175792360741083188044083137940759,83,201,171736,9815,202071
t4,54002873016362286087072413615902512317351108175159504180822541945108694090911,71,201,204335,22228,181049
t4,108656796164360562004617937935208963679502780879443606669978908733745762057986,85,201,168165,8597,161835
t4,55636089963884728898863109838180510385452165783475302993063608157116708170765,72,201,188773,4799,142048
t4,69447824242336487749269361125104610867030917367479771012939100212276621757464,107,201,131684,8599,138630
t4,72153094771917481032600565742152504249141589092819946627465937849475009586042,121,201,112828,6172,131179
t4,25616670993763178784052302018851417944023232476764488743124249686734503884279,77,201,183710,4705,190101
t4,41030224984255631477458452458414505101281688750616361174605092629422216043308,68,201,207846,799,149087
t4,54845572825645884859125456949089387673048454292798944653097456874324392698683,39,201,107832,799,77599
t4,80203721953212654127120144602169949551173077964345339527748343097919977085621,110,201,113099,139068,220267
t4,110626229127296961676213666076061334443665375670002305356107019137396425374563,67,201,186822,129199,211755
t4,100911879012741375503228613144232554225324762723899743403200312881612315318620,105,201,149537,8990,148268
t4,93521162768439671565661684342513545119671055856906604323096817957703275046341,92,201,155889,23995,172977
t4,59758491732991730805051278054515000539002004688960729099995048729349726684059,104,201,144294,13799,146248
t4,88523972390701521224547051310049204836256713180051103265021153933698724413736,89,201,167874,14637,193327
t4,56031930453418270956768318139086518164317896642959632383807692700460009802666,86,201,162024,9999,168559
t4,27989277891180342720301506887609346209647245582755070062961067748025394254656,82,201,178640,46073,174053
t4,109977214524667033575298664874107773256254193541441860772815173917370363574478,90,201,170462,24399,196658
t4,72222429992632003528681709305196346676560296168687130017356145963581311892231,108,201,130326,10945,143113
t4,47247550407684973660938710081895292403546841946364684351540915474868438859209,75,201,193419,13399,185944
t4,83260124415121885439338664553176395237362852076141604773491831395579491446843,116,201,128327,1662,191724
t4,112304520265612236992568219058774516427663733182457033382728525740946558218531,96,201,154585,8471,108850
t4,53706593471971536450379415379474026766626002340376071314593315930054711759235,81,201,188839,4399,184224
t4,80675607949115927648821708338897205619235050728740655063326034568613384541402,123,201,106111,17271,187025
t4,34523216865377208915092308948091500874852052592298153383496785107301266181710,81,201,183474,139,157158
t4,88964892384055517238103989175518366702614708128125460050831366912780135260542,74,201,169125,24957,161154
t4,90758582503566110041136508426406668911490270703257834358867236802626691660870,80,201,186188,18555,168587
t4,75209052046063289210837535827697439309576625616001296662056770165818843075717,125,201,105805,21433,162543
t4,68794428436605083235294079874820233440835979389786784774787348697575407989460,123,201,115933,7427,160793
t4,23848747281347076796386991580071616921885826932691055561310488636529545486476,78,201,179629,7199,169233
t4,40534682050617350182049132342094420675926571350178116084498004596088895648,112,201,127733,49912,218496
t4,56675009374592908569821874580553695067624121079341422446345618313979245096720,83,201,169694,34797,198639
t4,73549354454218823306416516602787672210090650918780819489713794271636255249825,75,201,105997,2706,153813
t4,3874495101500149005847658960389930163328114711481857261436464496138231378488,79,201,185880,8199,138676
t4,17390436507886059755603999835937447771743499150382740876655389630090380575937,78,201,179150,13127,196095
t4,45478291890022981732046337246183940556133455855681274771902108792611471254788,40,201,88548,4730,179502
t4,109331616146726007565030896310667640731303672983627596009805518311527843161873,90,201,160759,23141,162171
t4,81968430500989908522481928041280329569388590969368422861192456947644455261254,115,201,121731,191,149046
t4,53716777701747755113514275292537796767054354187401960409259540058756416817357,24,201,32871,799,799
t4,92790953411917181689966469469331513210521229431115140488621827563154865005082,91,201,168327,20007,153725
t4,52858751140249724293862150207623852354033249751928907508180612616116628801952,87,201,165560,3161,172376
t4,92751530768544560688393575112477304596874323152407637222293798450110790031836,70,201,164470,40599,220510
t4,17228527320836924735002481223810663406149587055761983892731211160516192969278,70,201,95707,11731,195073
t4,59614421009769580551626541326573146086945064219403638350886408086645538580231,98,201,153323,1269,151385
t4,4404077744086494244703446036980204493797383808714931255076467618764158317284,75,201,170504,10836,163335
t4,31137038430940234082996212788104991382017353555111310294381257904192346714409,85,201,162070,13237,169588
t4,28646511907252467677371734520898102740090435540728149787699898276714552207558,82,201,170692,7703,176142
t4,72242253682029647537244808738507382171822008287686482206902561121633635800416,127,201,104295,18110,175800
t4,48810635258786970019883418198715295992293323347623950001010685373359382110373,15,201,19366,799,799
t4,37561945143433309445842724760801747009424286651552256850972526932490061115485,81,201,187173,56999,159436
t4,84830951978493354671116872014796353678745297704608468153760228684202297628996,136,201,113223,12199,167526
t4,91345162103665768583389698828416715351286591848316073876205151543201603591080,85,201,158211,18974,152470
t4,106655688710425436983294189586874051407090088359659070138389214443975385540995,103,201,156392,38734,189480
t4,44241487881098052628917752754226841643871353083534579732665460160093905488776,77,201,188200,2093,204822
t4,31212412362189390297036353836930847091526601121486578045579244011991089859855,65,201,191333,799,123959
t4,87567760227008989056258684167264527215881713088528889831492847274705972666668,89,201,154625,19268,181772
t4,43411282369872863901268452301169257668776778184929690987416272085174317470418,76,201,178710,9399,169257
t4,100511355854852212998724340033764147595397934250746780992348761670432466206623,85,201,167444,60254,181525
t4,113843887147997734592465292310157750869347288473026975044861491902590411698995,59,201,189847,599,141900
t4,894013991728088474817579377089853202062707985982835962745781866370977791964,88,201,168010,29851,179232
t4,110475201203503889449897747921028755130374058779167753722798857002605633154325,95,201,148809,17599,159127
t4,10189855192964103688858211378475251493502081290551104081999149167477276565311,47,201,256846,799,117702
t4,89890382484015807814093813645298437096948879120537426277181345130515074564942,100,201,158601,23903,175571
t4,107818567819609845801440212955751899153722401508324491902191169710552361157784,54,201,87770,4123,144430
t4,53710197107873973824494226999612044978881983722440511902455530073082869067780,14,201,2229,799,799
t4,45511719427300593018886717580216747400941684814520023669050363594703456575329,83,201,175172,7828,180840
t4,1879907446795302251885452307599316751634148257223742466518485280245061827659,81,201,162758,18540,186967
t4,79468824311679081562344274596174489968529972730898522336743393736683309769196,112,201,111065,799,193437
t4,11643303387613410944152806534896915934563472595491612172097260588706289334523,62,201,174435,30968,173123
t4,45686291411099668269379175126813632491559714525154877604133197138470235670862,80,201,179540,139,172501
t4,37253103128507518557114357249355262491934159849133811345178760239929382513915,37,201,81010,6473,183770
t4,22872597475791768055358931619016899701888303711643208684230273204653094169471,87,201,166952,41150,202884
t4,93820101152878249312620397410723429545121672264492190906648764092922780103571,88,201,165970,25155,190586
t4,99169793406854127549345579408838161978878095519065895890105380121529473292727,98,201,146231,59191,202283
t4,27754697315522054647083305907655750834654309251205256451299019433306225927736,87,201,176843,8239,191534
t4,105113719197286672338645922596871770290354669962242478414514110362294490689711,97,201,155555,19055,168966
t4,90451482569708755151719157097743035909477271120044673182136416884320488015257,86,201,143166,8503,176456
t4,42083047623959345310620471457522339850026272970255212649113674359715683277792,95,201,155981,26999,147401
t4,54919362988264785798143308053397377077191190992192614650656815778014591055584,82,201,169071,25379,178048
t4,15520922571860377731276308602010699514164641057590504234344516690562260237955,79,201,170278,11427,152436
t4,52156816332216028449156607338336998740211710953856202000028318946051943321332,22,201,11415,799,799
t4,112529523441043795803305032321884243485804071185099094126551522767014828707598,94,201,151978,16744,152627
t4,45681409719748677050384600976089070671915706197214776477192577333154441042822,84,201,192348,18990,183740
t4,15789067066456921531428373660816515614113922105396274181314864723229801799325,87,201,152439,17916,192657
t4,33907528089280800246339883972405302416089694070814956956665044590393038306226,56,201,233009,799,123335
t4,64309006358829655980832705068538381948906731691883605516520021212531230781227,37,201,128325,233999,233999
t4,45253286232282766408831950372672538636887715227706227609004174573846535652752,88,201,162288,25599,187210
t4,97252858455923358881953408719731125528520854740117775305138323799293373102635,85,201,166316,39669,162804
t4,66354564154295514029995806129932754349834728012311064830623704309269303099297,104,201,147383,17473,182923
t4,34443810403411402223548582243402038636039834219624497936107927274174161390664,22,201,4019,73799,73799
t4,83551755994288791430101637723201408948809040161651549991163439466677110389982,62,201,57676,34017,232305
t4,41265852235491628307279562702438255725955450585592964160751987136820438716894,81,201,158957,12399,158221
t4,50017900000939272789703954357349549509272536764294485381588385232896816729241,75,201,195052,1541,171478
t4,84960259331761291560131626836042920343610433368262544471031101495944662283302,79,201,157443,57399,192772
t4,78145347182927000550059983068734130379029461012983597540046374091262403680508,101,201,110121,16704,196905
t4,56737261456637645870359161783009537027312463183511810309036208111362657918097,81,201,161564,87830,188221
t4,77859829594689304864567433044665534501331095450429213836522399253654470794438,112,201,127110,1633,138553
t4,75227654747063539728292040428605387730849461444931851028311780556506963020934,123,201,108697,486,165713
t4,60301170503464668638747846264349898188650714539738212600019141898863316561646,90,201,165595,19599,144678
t4,13677300545632203010559361214220656562185451278622908716836562979693509704749,74,201,208700,47086,194196
t4,33714261359285805799842715746353058659567907124938519609852300022399620984917,93,201,161492,62199,161881
t4,4254008008228129872541275660377476557176569247847932799955933212413243946508,90,201,165222,10399,160181
t4,15480590063237971897783411165344236427069954777495882398078871350787366872925,39,201,164089,799,103317
t4,96010894703612544247786742145582311848341601477227081024616332952676947322049,60,201,82105,77799,339597
