time,t1,t2,t3,t4,t5,overallUtil,overallEvilUtil
100000,0.7337599999999994,0.5734800000000001,0.40162,0.3831199999999999,0.3030999999999997,0.78554,0
200000,0.9066265060240964,0.8353614457831327,0.7241365461847385,0.7064257028112442,0.6440763052208838,0.9494779116465863,0
300000,0.9416700201207242,0.8946881287726356,0.8252313883299803,0.815110663983903,0.7648490945674048,0.9653420523138833,0
400000,0.9080324543610546,0.8862880324543615,0.83920892494929,0.8335902636916833,0.8032251521298175,0.9597160243407707,0
500000,0.8864646464646464,0.8228686868686869,0.7796969696969699,0.7665454545454541,0.7352121212121216,0.9363030303030303,0
600000,0.8748785425101208,0.8021862348178137,0.7600607287449394,0.7480364372469631,0.7159311740890694,0.9211943319838056,0
700000,0.8353225806451612,0.7723185483870965,0.7226612903225809,0.7098991935483866,0.6759274193548388,0.9024193548387097,0
800000,0.8233737373737374,0.761393939393939,0.711434343434343,0.7044040404040406,0.6659393939393946,0.8953939393939394,0
900000,0.8208704453441297,0.753461538461538,0.7063765182186232,0.6976923076923076,0.6610526315789484,0.8890587044534413,0
1000000,0.7989686552072796,0.7256218402426686,0.678018200202224,0.668473205257835,0.6261274014155714,0.874994944388271,0
1100000,0.7907785642062686,0.7210515672396354,0.6767239635995954,0.6662487360970673,0.6246107178968656,0.8691304347826087,0
1200000,0.7869145728643214,0.7187537688442208,0.674733668341708,0.6643618090452255,0.6251256281407037,0.8620804020100502,0
1300000,0.7590716448032286,0.6868617558022195,0.638203834510595,0.6228254288597371,0.5809485368314837,0.8493037336024218,0
1400000,0.7571601208459208,0.6868680765357499,0.6416717019133934,0.6246324269889217,0.5853776435045319,0.8457401812688822,0
1500000,0.7588473205257832,0.6865925176946408,0.6438422649140544,0.6277856420626893,0.5901718907987867,0.8421941354903943,0
1600000,0.7516246215943492,0.6602623612512606,0.615176589303733,0.6007063572149337,0.5578405650857722,0.8314530776992937,0
1700000,0.7559233097880922,0.6701917255297672,0.6268012108980823,0.6150353178607462,0.5723107971745711,0.8300201816347124,0
1800000,0.7524974924774318,0.6671213640922765,0.6269809428284849,0.6144834503510523,0.5740822467402208,0.8231995987963892,0
1900000,0.7239473684210519,0.6500202429149795,0.5999797570850199,0.5874089068825905,0.5423076923076922,0.815495951417004,0
2000000,0.7199999999999996,0.6579918864097358,0.6036308316430019,0.5945638945233263,0.5516835699797159,0.8154563894523327,0
2100000,0.7199999999999996,0.6563636363636365,0.6032727272727267,0.5938383838383836,0.554040404040404,0.8092121212121212,0
2200000,0.7015353535353525,0.6252727272727275,0.5689898989898987,0.5581818181818181,0.5149494949494949,0.7996161616161617,0
2300000,0.7100813008130075,0.6331300813008126,0.581443089430894,0.5666260162601624,0.5260162601626015,0.8013313008130082,0
2400000,0.7088821138211379,0.6303048780487807,0.5784959349593495,0.5647764227642273,0.52369918699187,0.7988109756097561,0
2500000,0.6906543967280163,0.6053169734151331,0.5525153374233124,0.5390797546012271,0.4934764826175866,0.7871472392638037,0
2600000,0.7011475409836068,0.61672131147541,0.5656557377049177,0.5521721311475409,0.5105532786885244,0.7876741803278688,0
2700000,0.6991803278688529,0.6192418032786884,0.5675204918032788,0.5562090163934424,0.5156147540983607,0.7842110655737705,0
2800000,0.6766906474820142,0.6120863309352519,0.5465981500513869,0.5302774922918808,0.48737923946557044,0.7836587872559095,0
2900000,0.6831513903192585,0.6133676622039137,0.562059732234809,0.5425952626158597,0.5016477857878475,0.7825128733264676,0
3000000,0.6832398753894077,0.6157632398753891,0.5669989615784006,0.5458566978193142,0.5048182762201453,0.7823260643821391,0
3100000,0.6523364485981304,0.5759709241952232,0.5272274143302178,0.5096365524402906,0.4595430944963653,0.7642263759086189,0
3200000,0.6557275541795666,0.5822703818369452,0.529969040247678,0.5150257997936015,0.4639628482972135,0.7620227038183695,0
3300000,0.6586349534643224,0.5901551189245084,0.5398965873836604,0.524343329886246,0.47590486039296775,0.7600310237849017,0
3400000,0.6366357069143445,0.5628276573787414,0.5074509803921566,0.4869349845201243,0.4380185758513935,0.7478224974200206,0
3500000,0.6502176165803111,0.5843937823834201,0.5368082901554403,0.5157305699481864,0.4740518134715029,0.7510673575129534,0
