topic,registrant,times_registered,min_registration_time,average_registration_time,min_discovery_time,average_discovery_time
t4,111034180029146108143814612264577567034182144296964599793056843094279408221789,342,201,133204,3588,172097
t4,75811024553858423849627460321001338418901557615673922394280170135423476950492,344,201,141962,13397,178197
t4,13240306062566610864659693746493925813983200423911513155885500801164039258902,299,201,141790,12594,168099
t4,101340525867970333942062711685650962915169417422910641598674463805971118731776,88,201,72317,25784,174013
t4,98262606542162065699174366674028779580617673818905685213174793402616095036130,351,201,102862,2111,190828
t4,91709672640524030151949598644426885314965147141911604687570421436298331471618,334,201,138115,5587,150354
t4,34000768320806778872597642990439084538960284223312285544548127037629662765944,398,201,117873,11433,181639
t4,94619901716661690178995154515225485312525212560908143572058730018212927759953,272,201,167712,18732,150003
t4,4083935838111154469581255832901121229801422478629835491175485506405909906882,112,201,41235,88999,176565
t4,102025420214472798571387019589716721747282771834690375210723427167783876753277,280,201,151845,5399,156901
t4,36515595460333564862102956881693755327030300354292810990991936696055937751316,254,201,142103,5001,147329
t4,113347880876940924297520620703657166939314286369787708542467979681384495964451,399,201,114969,1068,196487
t4,67602673045799891037264151385868641653133860897526021227208696600352234052107,398,201,119088,6992,200700
t4,110636516323308146079728155355216055366017827270752866053434192211743520697519,140,201,143993,34596,160184
t4,15321584409193569710204889671589966367660619730621758183143205379795381989085,331,201,127053,1004,156239
t4,62763891618267851339949863579244393372192332005702795084447228967268849854764,278,201,151481,31397,110315
t4,98452430588497125394774698053092040113997784808632859080904819963351594875811,157,201,76390,100586,193589
t4,8252115875900288136709012566467878877851836377032307645810918398251120746615,314,201,145951,16243,174570
t4,8138390442822969125726469980396091713770732568610242527042449348893657504490,384,201,125652,1825,159403
t4,107266742747603761506774424250671486893109335011077441327244075120864006421966,264,201,161023,1385,119963
t4,90769234124015047129409022318553173226104448526589482936691734707787996710019,268,201,163720,399,143905
t4,2105322613149696823913246052552400492321461017927760685071167988212119613132,290,201,152603,151,145777
t4,15851404917051796049640856649029138837356569812145925373705227815933409212874,310,201,142561,4710,137975
t4,63183884389331840136612650427637923516921069870469682529188284982843375509292,267,201,147311,10588,164476
t4,67907683117320201125954239482958077689161850587251562176688606993020878691229,406,201,112687,8000,202390
t4,7223272908295141624865543129248156253972968165426837253700261292812854288049,327,201,145355,2394,179770
t4,12099222262789572312116080590714581704422525572392056769592814071714676961284,330,201,135867,5799,154198
t4,36673997647146310117250615982429169326365273379929379332124115583008406784717,465,201,97868,6399,188065
t4,101834735014177710136351661365692606358856923899890552317479096652033817633535,355,201,133998,3485,157541
t4,11102791643168726386128995694287706136334433914442173751431706701342512002845,341,201,131559,4296,158868
t4,90507885967836112528331384889415118392404251688298213991000093164263755145553,97,201,106796,55432,174295
t4,2462153076804973612262243066617493655567188785153219978397253566791568525123,328,201,139874,21637,159213
t4,33852768713256406846959703569440174622725549881716701025157468685113578187346,324,201,145875,4950,135293
t4,112666669724506608154245657168040533296037796145451620223682617496969584271648,250,201,167416,18701,142676
t4,18560758504449276721941887139142592155875107680720581757123674681895220154115,286,201,160579,14525,158283
t4,32780824621741779732229085233708364224225400326689366147083772437501447967607,124,201,74546,105999,105999
t4,108656796164360562004617937935208963679502780879443606669978908733745762057986,300,201,154008,68,138123
t4,54002873016362286087072413615902512317351108175159504180822541945108694090911,242,201,125325,15842,130842
t4,72153094771917481032600565742152504249141589092819946627465937849475009586042,354,201,140989,8816,145666
t4,53659276065928016369239824816854081850464030233115315302539434039546655067608,327,201,118892,5847,132078
t4,89892813732229801569059818675260939148928563964701413703094165707954867479004,130,201,62611,17640,119793
t4,110439924705199778958489015952190917521510624999054228573662095826065043443442,315,201,140886,686,166701
t4,43776597608373402790989791051379420382750610288432468775182349700104274554296,310,201,144955,8797,154091
t4,72410595677989628233013119020128623323024491085809719485691093923616235969531,322,201,151966,15866,146063
t4,52031892948064821363938603770457535412813025167986356603893961217835802920142,320,201,151692,1373,162333
t4,34708639780331445698876104993009860827031131237073121756692664515898569944799,398,201,114058,9799,189551
t4,11184408034434040722468491513370261173603089537628381970612623831634049296919,196,201,25858,18199,214234
t4,60165169058663124495558381505096141312858007748553388738422525626234063919723,319,201,128671,533,163073
t4,62677906438413087405192720399310297706361820080414317432099304819507307834690,262,201,152000,1892,151961
t4,18377261912640936848239770844918160458598456387977643356919769707715823383544,279,201,162811,4083,154539
t4,19612593217394668510273920190165378363761180412421721398016837575713808188735,306,201,150027,190,138813
t4,12968871097385792534124143221209875070552244467651059501066898885538308444513,436,201,96382,12399,198131
t4,75209052046063289210837535827697439309576625616001296662056770165818843075717,323,201,149290,42802,165073
t4,77253120366157442239096150486982366985484424203748853314667083267811151781138,252,201,137190,10468,131012
t4,93087160719008646297240685593145072541061788751178020169287870301699023196283,317,201,145456,3302,133098
t4,68794428436605083235294079874820233440835979389786784774787348697575407989460,360,201,137413,8538,138101
t4,63995850372659544313965372325684345278541994798280503324837467929531732762881,434,201,111305,3595,202408
t4,102262826658055836451700050326300434131720780293856554403755689589596512475523,284,201,149490,24286,146207
t4,51656404022899850734794138056304814309271744509344839744228133030075300453640,442,201,98781,3398,175412
t4,18717196201007941477522115374741156429963275166329629115181685001156626489497,315,201,154818,15245,144721
t4,111922696293988932312211349843399457560848163058760876942090202116697111341643,324,201,147563,18594,175982
t4,17390436507886059755603999835937447771743499150382740876655389630090380575937,328,201,138916,5989,133266
t4,74863144822741690161016722048116191711200966225760381803588055361727200987689,298,201,151116,799,140057
t4,47575562786669388794791561195021910470199528229492168583805187194752516514641,356,201,127881,6842,149681
t4,54267465269749820825408937411032184822987327695749124554362975649921662293644,295,201,148140,16574,159268
t4,92790953411917181689966469469331513210521229431115140488621827563154865005082,325,201,141387,2702,146685
t4,89033976397623656439786551070073280297787985585124454923590055456491914393378,431,201,108176,7985,225223
t4,39198304812129810155729996722736009266489197215602920497236517736699233632016,334,201,147472,592,141555
t4,17228527320836924735002481223810663406149587055761983892731211160516192969278,392,201,109451,8284,194862
