topic,nodeId,count
t4,109060800287698069859186250990776436747704124202712747605033671500854727881503,14
t4,39622000092329845474185802054608574338890662284683802797893688888306836411941,11
t4,114635234209826268544376161428429031539408821572174765190865753690128148484266,11
t4,97569106194883657120400357629084954043218303345542710966887840645303658908218,1
t4,34314377376886516245819120220289682479903430264984787924355228010594946921420,4
t4,29643636165656742893874159739606734393717549982859576420889301542408238001890,13
t4,49663678052274278297723168442807688917927608287749446929080394953064658508055,9
t4,8086149262454596152449849464334634712667598882277954412842989337159326295493,8
t4,23565214741854612956258804745960079532322824407500635160868426375268240227497,10
t4,7569419173434507873659768459421722917783883936922882403167510282695498987711,12
t4,7499502891275746171325449406746152995909705964955759178861889315809927464829,13
t4,92741751566589202434641569811415300092196551658359133249935165541650886156942,2
t4,31293990357597117805726432194673155288383622756096144300750877940293119483829,11
t4,65080354808146088331134789393288162875968675737902136270710030999908932538207,20
t4,3586180071280588818923723010957587156787901833573961780984140928026417177662,0
t4,86507137701403472723855121368018709703974512159417251028002865493570628781600,25
t4,52828345933222497572370247954822383325840942794379527484499032998521162657590,11
t4,5496407605910093558192191885791197043689738670210793861188242218085508042356,0
t4,62958517019140533055758885668267902634363123599190821583869097101423217029337,19
t4,44766266229700699629569559101765370756102422168578878851443171057048961964555,10
t4,94648211940322860399442139788657745411947346465729956548311467251008085490289,0
t4,8837994722971434471369367531103743493870369035940828435007767361117091728310,2
t4,23117977645614754137992021548199401443891258241339234573612330554369224391709,1
t4,7896416660544837286034199157076979853517596050035293217129697401861842096588,8
t4,46636736142429974086461152950129847281941422648094134265754353864210037621049,12
t4,70996098164318359056607851045590621322222562838420416793730966662035126101742,14
t4,78906647932687004904415771888857806653153416842475494999223160054919182836054,32
t4,54087086573477675821931716805905963885464078025213774927706412858283354396090,1
t4,99457242461520265792017309955935720362471107123280525702032393860770135624364,13
t4,106190166537160613323663506551857802192711066090140684936337157756064716384976,11
t4,21202880469999889523403966233571057526490112245689328615560698931140797174963,9
t4,83021494825386156679235566901373338798638784042989519452204780802304063053526,23
t4,99302985741165778004807597728396001960204081396014015154048716789863877012121,10
t4,32974260438803602151864735018648939608505940533267277605723346160354104445198,10
t4,16167262624201808026009012319665331526496098057049507061131995367049390992551,3
t4,88257291361441336168456015216645521138109879071338964245995537242175588736700,3
t4,73236393521659422537664319912432924076939798826832759896010346315254796212709,29
t4,88281677771730354830530571497317701225731747551853544293156099721515969506398,3
