time,MSG_EMPTY,MSG_STORE,MSG_INIT_FIND,MSG_FIND,MSG_RESPONSE,MSG_REGISTER,MSG_INIT_REGISTER,MSG_TICKET_REQUEST,MSG_TICKET_RESPONSE,MSG_TOPIC_QUERY,MSG_REGISTER_RESPONSE,MSG_TOPIC_QUERY_REPLY,regToGoodNodes,regToEvilNodes
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,NaN
100000,0,0,0,49560,49560,10126,0,12025,11983,686,10114,686,44.56941649899397,NaN
200000,0,0,0,49608,49608,6751,0,12016,12043,378,6763,378,37.68473895582329,NaN
300000,0,0,0,48992,48992,5668,0,11068,11083,385,5668,385,33.405189620758485,NaN
400000,0,0,0,48984,48984,656651,0,9840,9836,4894,656211,4880,1332.982,NaN
500000,0,0,0,48774,48774,52162,0,6869,6873,4829,52465,4836,117.82634730538922,NaN
600000,0,0,0,49112,49112,8592,0,5923,5923,4426,8592,4431,28.799603174603174,NaN
700000,0,0,0,48725,48725,638355,0,9079,9079,163,637840,163,1287.145129224652,NaN
800000,0,0,0,48140,48140,45997,0,7175,7175,128,46283,128,106.344,NaN
900000,0,0,0,47525,47525,7816,0,5614,5614,60,7815,60,27.022132796780685,NaN
1000000,0,0,0,47289,47289,596131,0,8958,8958,239,595549,239,1205.3565737051792,NaN
1100000,0,0,0,47759,47759,43148,0,7342,7342,269,43443,269,99.98019801980197,NaN
1200000,0,0,0,47636,47636,7362,0,5822,5822,117,7357,117,26.262948207171316,NaN
1300000,0,0,0,46789,46789,593527,0,9228,9228,119,593004,119,1203.1037924151697,NaN
1400000,0,0,0,46592,46592,55220,0,7177,7177,334,55521,334,123.80357142857143,NaN
1500000,0,0,0,46574,46574,9401,0,5597,5597,72,9399,72,29.936127744510976,NaN
1600000,0,0,0,45938,45938,578970,0,8963,8961,126,578445,118,1175.866,NaN
1700000,0,0,0,45829,45829,49865,0,6791,6791,107,50129,111,113.53907815631263,NaN
1800000,0,0,0,45934,45934,9220,0,5625,5625,162,9218,166,29.809236947791163,NaN
1900000,0,0,0,45722,45722,563586,0,8969,8969,270,563111,270,1140.5478087649403,NaN
2000000,0,0,0,45985,45985,51789,0,6739,6739,129,52062,129,116.35785288270378,NaN
2100000,0,0,0,46099,46099,9064,0,5778,5778,211,9064,211,29.33201581027668,NaN
2200000,0,0,0,45851,45851,569366,0,8704,8702,76,568821,76,1153.8323353293413,NaN
2300000,0,0,0,44826,44826,52378,0,6842,6842,225,52703,225,117.5,NaN
2400000,0,0,0,44846,44846,9607,0,5591,5591,148,9603,148,30.335329341317365,NaN
2500000,0,0,0,44682,44682,545065,0,8879,8879,273,544516,273,1094.7509881422925,NaN
2600000,0,0,0,44878,44878,52923,0,6706,6706,253,53258,253,117.14931237721022,NaN
2700000,0,0,0,44855,44855,12034,0,5743,5743,238,12033,238,34.99409448818898,NaN
2800000,0,0,0,44619,44619,570504,0,8474,8474,51,570010,51,1151.0497017892644,NaN
2900000,0,0,0,44317,44317,52871,0,6600,6600,163,53142,163,117.99801587301587,NaN
3000000,0,0,0,44080,44080,11346,0,5625,5625,191,11345,191,33.605940594059405,NaN
3100000,0,0,0,43835,43835,557786,0,8334,8334,222,557301,222,1123.2539682539682,NaN
3200000,0,0,0,43689,43688,53501,0,6519,6519,165,53780,165,119.32405566600397,NaN
3300000,0,0,0,43908,43908,11214,0,5752,5752,294,11213,294,33.39763779527559,NaN
3400000,0,0,0,44006,44006,563368,0,8258,8258,88,562893,80,1127.4674556213017,NaN
3500000,0,0,0,44170,44170,55322,0,6433,6433,214,55623,222,121.56496062992126,NaN
