topic,registrant,times_registered,min_registration_time,average_registration_time,min_discovery_time,average_discovery_time
t4,109060800287698069859186250990776436747704124202712747605033671500854727881503,77,201,42440,5996,150457
t4,69798037844548641453510439463590368575032632412873973826262222683035550718178,85,201,37292,4199,152490
t4,82149142964483009042154024570124438774529012685590960938575797961283433917911,104,201,37818,20199,213391
t4,75982496424003803788244619217011538053711523275012302803784321782092765558272,93,201,35608,211,144125
t4,39622000092329845474185802054608574338890662284683802797893688888306836411941,73,201,64617,15399,182174
t4,11455165442892295559271455099040766600856209397649913766896507128986099825817,77,201,54946,198,142729
t4,83100801836919086473022157049702678010254254590193607582541803346410353382096,82,201,37281,799,155901
t4,113976250674105859392829967041273969690091962820715258450303265838075185627407,48,201,54830,23799,173162
t4,80828337239348949656730197977392546504387418193055434436149136945265022842457,43,201,51008,51589,173719
t4,29643636165656742893874159739606734393717549982859576420889301542408238001890,78,201,47279,16155,157686
t4,49879594353561923302116651974504435627921938467768346318943717947216824642441,75,201,49060,40999,188997
t4,56504465893988435707068642403809188735530634504317626846107784882781467617813,74,201,39767,3799,147853
t4,57680190763960017383758172392293363513539340539120635916784773206816372201956,89,201,39083,28274,184689
t4,25596995366860692185469037655500366891133285414411857941760789339442020309259,78,201,47087,799,151902
t4,106458810849253586582571650453994038399529029184177250725643552352099144116025,72,201,46721,1161,153408
t4,30169307868038722864326730844079353998531683027258374547417663770498125985383,57,201,69571,28799,181626
t4,86507137701403472723855121368018709703974512159417251028002865493570628781600,109,201,28833,21747,190631
t4,10516602340310978106397450991973937257128367970130954105890631599221821023467,67,201,53916,799,135775
t4,10793458855907825689719381358204170482416860896377821586215323623948329892542,63,201,59923,6453,160846
t4,66290351838937222587771370933713864378699676056487686576357680880352720026790,43,201,67485,799,116367
t4,32903705836095027979878249524887296369282637944634190267402794672971570945937,76,201,58031,5852,184755
t4,57029105249133398303716716623836224314361372650375736754270264766591923323778,52,201,67022,4764,183688
t4,98639037762601493132594870570582310578653750754912247477150173844822542796164,16,201,1113,799,799
t4,89028053590575749747590087962405999785157915560997925544965645467465608617805,71,201,56408,5544,172705
t4,106190166537160613323663506551857802192711066090140684936337157756064716384976,67,201,52110,24333,177134
t4,25905335649378752960109034416625685503114829549346204579808045545498685494959,65,201,55873,34995,172255
t4,92908954961582189808133210760065653984416345697429740383778479723083005826616,80,201,47355,24399,190502
t4,99302985741165778004807597728396001960204081396014015154048716789863877012121,79,201,52000,27812,152115
t4,32974260438803602151864735018648939608505940533267277605723346160354104445198,69,201,45529,2599,196307
t4,99127147274348323179096488751064076907435976394120874814629231499659273684295,53,201,72579,53219,225459
t4,36731733305173932334593082281277169992879316818607269670249813534609414120376,78,201,42498,18407,150622
t4,3210965440531246201861004800407675648738105925457274631155984891082246183461,59,201,44840,3716,132270
t4,24778232718614276519238776789580017697096990635153135520183436987550055579045,62,201,55576,8999,167975
t4,79491923274274728248249367648679640778831384589899212344641325645459561696476,99,201,43023,799,177577
t4,8341196915249079243480620541174707865363088147648438246073559255033717035794,45,201,55451,53019,212981
t4,99308485037174200525540960208737219447558973269131216348624686280333541813662,77,201,47851,3647,151383
t4,85945950233474491552025049523888601380281443766516029691653226728436300516926,15,201,5967,116476,218150
t4,41681279010756023592076671614245024266047364196468479118225630661477353468877,40,201,78502,84673,195158
t4,70369238575173392502599706822196446832159400114258017067045751907782384157169,101,201,32661,9956,145792
t4,96962764465798665061899166045711351697309973931509804576825797888318714336175,76,201,49487,2191,139075
t4,99175075295171601246371005844852032453818957037808235755507011916173797583306,87,201,31557,3799,160191
t4,81528062479677384892194006309034603534799894475164867044492151681589773444585,88,201,35866,29861,178059
t4,102003697923466132751334522649225087231947552069844075477036942975490856612496,83,201,51938,31799,174351
t4,66615849903189888724816689393719144946040632197554101859408142514940231068446,95,201,34466,3397,173092
t4,99887086254733240308355182636133442480954133646569031497057609382763390633052,87,201,38943,10797,188423
t4,44959791736326010438319562658564079468512019589521330104678012621817311532018,64,201,67678,8399,151681
t4,22683305642320083810636843983861218952868967936210626922140076778964250986980,71,201,50415,2830,145897
t4,99402736054214101734477344794962536048193915486358379446834872058706711966425,50,201,52247,23554,157594
t4,15625742435178822128595843381024301303472142767616216725167605986166230802546,48,201,70204,799,116869
t4,27035020408056570401831865850613382546109651413210981570035901230579504249807,70,201,53068,35079,155298
t4,2124780993618723830581433419973225529281653788589520848232623772842162332293,65,201,56395,30399,136205
t4,105220413207798715394251352882228384652305133523692929020044836410895377642050,31,201,77971,799,82314
t4,105210949454515177561700694529760300489238274854377572248845597111432187621199,72,201,44211,7799,135003
t4,61429537097691423813170206310069064880853593531668737558348380691052424378790,95,201,41845,399,152400
t4,21944870326094789144949178253712714018195604593203073439815316389354844695961,20,201,22184,287999,288499
t4,1063746180812293138887147089075963624870327760613376677517257382747015181242,73,201,43118,14327,188044
t4,98323212828001070646692338503619226330865728839612409577470420652614911714927,82,201,38435,41798,187103
