time,t1_wait,t2_wait,t3_wait,t4_wait,t5_wait,t1_cumWait,t2_cumWait,t3_cumWait,t4_cumWait,t5_cumWait,t1_reject,t2_reject,t3_reject,t4_reject,t5_reject
100000,68.78264705882353,218.00728903840763,133.03858317520556,0.0,0.0,201.0,201.0,201.0,201.0,201.0,0,0,0,0,0
200000,77.265625,177.01476893758934,156.65356489945157,0.0,0.0,201.0,201.0,201.0,201.0,201.0,0,0,0,0,0
300000,0.0,0.0,0.0,163.03231017770597,256.1970443349754,201.0,201.0,201.0,201.0,201.0,0,0,0,0,0
400000,5712.484385322539,3935.60411294147,978.8885670752632,2201.296774764412,2266.016427104723,93002.32788868723,93398.61169900058,52717.04288499025,56065.61665053243,24322.31818181818,0,0,0,0,0
500000,13037.649061032864,13735.146009186918,14042.823302469136,19178.1593767599,2748.269271948608,5712.18281938326,17381.279223852343,13433.51282051282,20843.186261558785,28748.595505617977,0,0,0,0,0
600000,1896.550163322445,1185.0394736842106,1451.3228621291448,4354.376740376741,8000.542194092827,2027.1337772397094,1781.5825914935708,1567.631296891747,6310.518945634267,7792.469047619048,0,0,0,0,0
700000,5607.684279076182,3847.9788945245555,975.4380212961664,2207.145259866395,2206.2869996897302,184521.63674698796,189404.32260895,99571.2391017173,108848.23106796117,34143.762745098036,0,0,0,0,0
800000,12532.306324786325,14864.131534805703,12633.108093763822,19821.501112099642,2348.614077669903,8643.92462987887,31718.432393693263,23873.357276119405,30924.162464985995,21220.42316258352,0,0,0,0,0
900000,2257.899116689912,1643.7687838884585,640.1126213592233,3330.373404255319,5474.190476190476,2854.78208386277,2530.7837407013817,1160.149667405765,3495.5475040257647,4556.1578947368425,0,0,0,0,0
1000000,5542.597170901426,4007.53563261842,965.4398843490832,2166.6511123680243,1804.4015394483642,253692.37032532686,265154.6962833914,123586.10140093396,134388.71144278607,21879.657894736843,0,0,0,0,0
1100000,13172.335915359909,15810.52824306473,12977.026195899773,19839.97648654759,2008.1703847397348,7330.060877350044,32359.391034811637,26332.638376383762,26143.676902536714,28983.5237020316,0,0,0,0,0
1200000,1662.8753830439223,1224.5654185948674,577.4612403100775,2871.2254196642684,5737.7441860465115,1702.4166138237158,2151.603613177471,746.7486515641856,2035.4983870967742,5195.423690205012,0,0,0,0,0
1300000,5573.543355888823,4103.40716922003,982.5753393332571,2206.137680466584,1987.7979011509817,302314.27752363525,299377.38316100446,127279.11525423729,125623.56517602284,23339.19638826185,0,0,0,0,0
1400000,13339.622551614611,10877.555670577409,12552.461028305757,17857.891499070476,2212.0256147540986,7991.832040164309,29015.77550024402,39088.32059645853,42781.2522756827,26465.227906976743,0,0,0,0,0
1500000,2176.336768149883,5284.447757390418,724.2385229540918,2723.6937697993662,5566.435032304379,2706.432274789371,4970.007675438596,1064.9248291571755,3656.069400630915,6071.084507042254,0,0,0,0,0
1600000,5585.807655899243,4141.619658575914,1031.0611685788765,2765.1554370507765,2128.85656511189,315790.9377491567,331165.0526160213,137477.11586206895,142521.02306920761,29880.544600938967,0,0,0,0,0
1700000,13537.070904645478,11901.029710335171,13048.538270115376,18037.46942724458,2166.4082695252678,8299.457813998082,36290.67433716858,49991.41333333333,49383.89972527473,34534.01558441558,0,0,0,0,0
1800000,1956.9941605839415,3929.4941541398234,215.55798687089717,1930.9414694894147,5043.275258552108,1897.3423076923077,5221.380033094319,502.30689655172415,1703.7284345047924,8052.868852459016,0,0,0,0,0
1900000,5489.7026485038605,4071.443132770547,996.1908723407577,2680.5487678608406,1949.8578199052133,313723.11645724793,363571.6046926047,129788.0027567195,133155.19222689077,26278.39179954442,0,0,0,0,0
2000000,13703.357247170501,12862.280239160358,12052.434204370782,15444.770800070959,2054.2947624847748,8790.622513343038,35792.267848350566,66102.63645038167,48912.005405405405,25127.14138817481,0,0,0,0,0
2100000,2880.730303030303,5435.709474346868,1057.8036398467434,2434.4930384930385,4609.899390243902,2734.8947368421054,4736.055947854427,692.5482062780269,4337.131280388979,6594.815789473684,0,0,0,0,0
2200000,5484.000855491978,3936.3990638188084,1000.403327259764,2667.3139013452915,2015.7455268389663,344570.6744475568,389230.31898120075,136319.51794510908,131544.35330578513,24479.56392694064,0,0,0,0,0
2300000,13620.11544488943,11233.19279080234,12482.837668953338,15771.020757950866,1937.5828828828828,9700.86962962963,37413.43826856862,75723.11089494164,49188.99168975069,22208.228412256267,0,0,0,0,0
2400000,3459.9412963717896,9153.00838677849,687.4780334728033,2315.0203850509624,4033.7057890563046,3348.3096573208722,6871.468539325842,769.6493656286044,3190.0589198036005,6042.099514563107,0,0,0,0,0
2500000,5499.574712965687,4041.4957648813725,1018.0545945242895,2730.3828325244044,1897.1132578281147,363115.4244023595,373151.2634391701,150108.58410220014,130101.43846949328,19015.631346578368,0,0,0,0,0
2600000,13730.268130745659,10905.186846887778,13069.616631799163,17479.469267883364,1990.2268704746582,10535.319191919192,37065.96650246305,70224.87684729064,49647.177053824365,24213.903394255874,0,0,0,0,0
2700000,3838.383529411765,5865.223410665863,840.0797481636936,2562.0,4628.924180327869,3828.879012345679,7628.204171240395,1419.8930669800236,2690.342812006319,4324.482185273159,0,0,0,0,0
2800000,5498.980994489417,3940.1416985225746,1008.1528472505091,2714.80764128416,2140.11701308699,382160.97795715614,394092.45638229634,151477.34652014653,127447.43243243243,21304.577586206895,0,0,0,0,0
2900000,14328.563019390582,11076.370635802707,12526.346314818757,17072.36725846408,2098.92576419214,9842.766599597586,36048.821265822786,73848.59026369169,49538.726241134755,23691.59944751381,0,0,0,0,0
3000000,4000.8074656188605,6003.991898734177,1296.9316888045541,3048.185022026432,3713.5623632385123,3290.245224892175,8316.352422907488,1270.4703143189756,3822.700516351119,4602.617224880383,0,0,0,0,0
3100000,5449.260720508594,4034.8094966431545,1037.144570497039,2759.5827471508806,1979.3885987815493,395148.68100938207,406122.04518664046,147647.4740307242,132040.3608786611,15678.616438356165,0,0,0,0,0
3200000,14474.107809847199,11000.474026969046,12380.391231848815,16795.742277992278,2167.90537745605,10659.309045226131,40682.48508634223,76048.08308004052,48617.39944903581,23601.87123287671,0,0,0,0,0
3300000,4312.220957613815,6305.520027864855,764.6912065439673,1942.0606382978724,4003.645129224652,3634.9808760024675,10216.399362719065,1031.1064814814815,3029.9933110367892,4701.29797979798,0,0,0,0,0
3400000,5455.489034546648,4011.6067026483306,1005.947895822669,2742.9946754563894,1980.7614240170033,395936.7001312336,412065.7740131579,135976.08400884303,112451.47835497836,13908.72186836518,0,0,0,0,0
3500000,13901.632797314012,10349.68716700187,12609.234126984127,15731.314218716692,2144.8332387975042,10205.799284984678,44883.68404749613,77893.78803245437,45529.624301675976,21760.040229885057,0,0,0,0,0
