time,t1_wait,t2_wait,t3_wait,t4_wait,t5_wait,t1_cumWait,t2_cumWait,t3_cumWait,t4_cumWait,t5_cumWait,t1_reject,t2_reject,t3_reject,t4_reject,t5_reject
100000,2233.657593605385,2601.501157109797,2357.3720269556025,1427.8343468468468,1964.5270532442337,201.0,201.0,201.0,201.0,201.0,0,0,0,0,0
200000,5100.106620579633,3519.9808612440193,4269.455723542117,4205.1154294597745,4931.83193277311,201.0,201.0,201.0,201.0,201.0,0,0,0,0,0
300000,0.0,556.1770114942528,33.61756373937677,0.0,0.0,201.0,201.0,201.0,201.0,201.0,0,0,0,0,0
400000,2717.327718293971,3624.9491293092465,3531.4476466680326,3221.1427711517003,3185.597442194303,108564.77490840065,112958.79115964638,81330.08171206225,64149.05111265647,48162.65081305783,0,0,0,0,0
500000,19753.5201938387,17267.38138145936,14496.238576673257,16429.24447490149,12945.162669683257,58501.25210577865,27397.20307542104,19459.22930849158,16160.324856046065,13832.34438305709,0,0,0,0,0
600000,19647.96514349058,16621.180185084377,14659.053282588011,13329.74537037037,14359.45806451613,48277.70656370656,47474.739413680785,51087.713483146064,47872.929032258064,26800.697674418603,0,0,0,0,0
700000,2375.1928253282235,3545.2471111674276,3485.9795748920624,3071.6359876067854,3206.6195896102104,162455.919306578,175278.28420233462,121293.85453258702,103786.42286020928,75742.65499635303,0,0,0,0,0
800000,18808.03755491388,18669.585037348945,15738.257579700716,17425.432702269944,10884.213908450703,90634.19952446998,31032.19389043171,16976.47713950762,13840.842890442891,12279.606830122591,0,0,0,0,0
900000,19488.1199218086,19398.90820165538,19034.576070901036,15934.772070626002,8298.997613365154,69281.70242214533,34282.713080168774,40741.328125,44001.338345864664,102363.08928571429,0,0,0,0,0
1000000,2400.9652806331833,3568.588499404097,3519.733751627341,3167.5559040556955,3157.4113534062,200073.10321978992,221595.61856688248,144972.61618411285,118827.93830496262,82599.96069711538,0,0,0,0,0
1100000,20477.510390422478,20022.240778972668,16055.818850128302,17136.55561872276,13220.224361748162,106102.69800348904,28414.949166438917,18568.34407364787,12814.458494208495,14185.347903657448,0,0,0,0,0
1200000,24408.559740378463,19891.122131754255,23235.298333333332,17299.389261744967,8633.36415633937,74219.78827361563,27363.581967213115,31204.007462686568,36073.10691823899,82236.0506329114,0,0,0,0,0
1300000,2502.2131217570522,3570.5431341454237,3492.327994898236,3066.0007357268983,3154.7137363173165,215822.6224135327,248549.9804501023,165374.98495707088,135224.46621811046,92908.94289970209,0,0,0,0,0
1400000,21429.93549425021,19684.36493722015,16864.657595134122,19122.68534611927,11519.856304347826,100494.89901697944,33595.536957146964,14205.043943870014,12009.963046417304,14477.87963800905,0,0,0,0,0
1500000,20683.51709195956,17723.572171651496,22096.159689922482,17395.721704394142,8812.723873441993,66784.1312335958,39435.79649122807,18838.949720670393,17316.978142076503,61474.05303030303,0,0,0,0,0
1600000,2448.3525858324233,3568.709198454239,3528.745059679598,3111.9014415333722,3192.2317546509626,231845.83602150538,280633.94996421755,174936.98941991973,150077.2897445673,96611.25427548721,0,0,0,0,0
1700000,21674.342017966854,19170.73089847062,16568.627077182624,19651.936423697607,12952.642235123367,107243.69626838894,32146.613683127573,16546.04493910122,13718.541609822647,12639.297247706421,0,0,0,0,0
1800000,22522.945354715008,15777.514529252228,20230.12995391705,15235.702590673574,9033.588075880758,54394.54457831325,33729.59654178674,29119.38202247191,24780.355555555554,65875.968,0,0,0,0,0
1900000,2516.54813955829,3618.6608222215377,3545.315899492966,3238.6240961352155,3100.066324440925,237129.24376167968,290033.32560666424,183568.27319826785,168193.26090035407,102818.55843797434,0,0,0,0,0
2000000,23489.346120457725,18507.776099973966,15965.937527458043,14640.056396311185,13584.256674596882,117735.30168855535,32797.208075303446,12798.934528163862,11665.395719489981,10424.151515151516,0,0,0,0,0
2100000,24494.829466759,14894.203812316715,16863.102958579882,12602.606118546844,11583.77345731192,51443.71726755218,40315.81627296588,18542.38955823293,21677.929460580912,56015.666666666664,0,0,0,0,0
2200000,2514.925125135365,3616.9466690283775,3532.7206481152207,3189.274550417588,3031.4066731626235,254035.50804179386,284597.1451188948,187907.57848579934,171844.58703493763,103047.4799654079,0,0,0,0,0
2300000,21405.86007304485,18133.905910697078,15543.261136849607,19518.978110047847,13507.984360189574,115405.92122905028,29584.849218356027,12185.724349710983,8908.394858828487,10382.703356752538,0,0,0,0,0
2400000,24379.28850405306,13586.107590899426,19119.91154261057,11578.89381933439,11341.084815321477,48819.9074829932,37436.94877049181,14108.542087542088,22922.75816993464,43464.21319796954,0,0,0,0,0
2500000,2434.3741616394295,3572.151603271534,3566.988616971708,3116.6496038512173,3083.7788302499944,264729.9666507291,298289.91396669677,198800.91355234483,179393.31797838665,96115.31934253009,0,0,0,0,0
2600000,19089.19361864185,17758.947803063733,15336.082739195494,19665.14746494067,12934.170720821245,134663.216420734,32008.893436667473,13435.395003620564,12001.79840225564,10295.288634505314,0,0,0,0,0
2700000,19289.396500437444,13251.741045321638,20709.77843137255,11268.606294155426,12369.334688346884,32035.467441860466,46510.10638297872,16067.921146953406,29274.54411764706,49536.151960784315,0,0,0,0,0
2800000,2428.4977634800107,3604.15108086397,3523.2618383808936,3097.777042728401,2983.647689354791,262200.1637557215,303758.7906493507,209513.5520361991,186341.05738733598,100088.66546875,0,0,0,0,0
2900000,18303.67408886251,17680.245442875483,16014.194873234166,18889.161606268364,12738.999138488047,149797.79527126098,31111.87333158859,11642.57892628205,14929.74480069324,10987.49393694422,0,0,0,0,0
3000000,20336.964809058616,12393.873773829355,18329.01711026616,11247.117785630153,13017.603470437018,35000.39201877934,41506.90035587188,16891.140939597317,28182.880952380954,45140.700507614216,0,0,0,0,0
3100000,2453.3577238837884,3599.0734646595506,3513.7813676628116,3243.498980490539,2973.29052030085,268855.98237829615,326536.73126439896,213727.45849232597,190818.37033158814,98119.21556689155,0,0,0,0,0
3200000,17852.64254175928,18320.041990563157,15497.87480993411,16084.898130393098,12757.746948356807,148289.05273287144,36414.941103687204,11026.631996824137,7728.9789385004215,12168.100737100736,0,0,0,0,0
3300000,21113.85093754924,12135.291007131675,17238.64465408805,11436.466264399342,12612.646969696969,31747.260556127705,40007.202985074626,12969.515406162465,26352.516320474777,40502.742268041235,0,0,0,0,0
