time,t1,t2,t3,t4,t5,overallUtil,overallEvilUtil
100000,0.7164940239043839,0.5745418326693229,0.43372509960159356,0.3813745019920316,0.33601593625498005,0.7853187250996015,0
200000,0.9012749003984063,0.8391633466135454,0.7499003984063742,0.7180478087649403,0.6834462151394424,0.949402390438247,0
300000,0.9399201596806384,0.8972455089820359,0.8438722554890217,0.8192215568862276,0.7964670658682638,0.9627345309381238,0
400000,0.9084722222222215,0.8837499999999997,0.8445634920634919,0.8375595238095234,0.8120436507936509,0.9527182539682539,0
500000,0.892415841584158,0.8342574257425739,0.7994851485148514,0.7881584158415835,0.7624950495049511,0.9334554455445545,0
600000,0.8808712871287124,0.8164158415841583,0.7824158415841584,0.7702178217821775,0.7454653465346539,0.920960396039604,0
700000,0.8436561264822134,0.7753359683794462,0.740019762845849,0.7240316205533591,0.6974308300395262,0.901600790513834,0
800000,0.8253149606299213,0.7668700787401566,0.7300984251968498,0.7168700787401571,0.687637795275591,0.8919389763779527,0
900000,0.8191732283464569,0.7590944881889757,0.7227952755905505,0.7097047244094484,0.6805905511811028,0.8845570866141732,0
1000000,0.7851714005876593,0.7092654260528889,0.6700685602350636,0.6527522037218401,0.6183349657198826,0.8671596474045054,0
1100000,0.7804906771344458,0.706280667320902,0.6700098135426886,0.6520314033366035,0.6189597644749756,0.8615799803729146,0
1200000,0.7777581120943954,0.7063323500491638,0.6712291052114058,0.6535889872173049,0.6212782694198626,0.8581612586037365,0
1300000,0.7542885181550537,0.6705789990186458,0.6228263002944056,0.6051619234543667,0.5700294406280668,0.8415701668302257,0
1400000,0.7597849462365595,0.6788660801564024,0.6398240469208205,0.6230498533724333,0.5884457478005869,0.84,0
1500000,0.7573073170731711,0.6743414634146337,0.636546341463414,0.6192195121951212,0.5860487804878053,0.834780487804878,0
1600000,0.7331831537708128,0.6329285014691475,0.5952007835455436,0.5790793339862874,0.5374534769833501,0.82050930460333,0
1700000,0.7404935834155967,0.6430799605133263,0.5998420533070085,0.5882329713721616,0.5483909180651529,0.8211253701875617,0
1800000,0.7382720953326704,0.6438927507447859,0.5996822244289964,0.5892750744786491,0.5493346573982125,0.8199106256206554,0
1900000,0.706779324055666,0.6138369781312125,0.5546322067594428,0.5433598409542745,0.49948310139165,0.8059642147117296,0
2000000,0.7103600000000001,0.6335999999999999,0.5805599999999995,0.5646799999999997,0.5260999999999999,0.80865,0
2100000,0.7093800000000001,0.6330399999999996,0.5810399999999999,0.5660999999999999,0.5269000000000001,0.80623,0
2200000,0.6824950099800404,0.6102594810379238,0.5511177644710574,0.5359680638722555,0.489201596806387,0.7923053892215569,0
2300000,0.6849304174950295,0.6160636182902577,0.5626640159045719,0.5495228628230618,0.5058648111332009,0.7900397614314115,0
2400000,0.6865277777777775,0.6193253968253964,0.5674999999999991,0.5555753968253967,0.5133134920634922,0.7880853174603175,0
2500000,0.6735387673956253,0.5990457256461224,0.550318091451292,0.5319085487077533,0.4918091451292247,0.7776838966202784,0
2600000,0.6759045725646118,0.6025844930417489,0.5519284294234591,0.5318290258449307,0.4956262425447314,0.7728727634194831,0
2700000,0.6785999999999994,0.6010399999999997,0.5503599999999995,0.5317200000000001,0.4951399999999997,0.77293,0
2800000,0.676837865055388,0.5961127895266871,0.542275931520644,0.5191742195367576,0.48364551863041294,0.7730715005035247,0
2900000,0.6842350557244176,0.5994326241134754,0.5492806484295844,0.5318135764944273,0.4946301925025329,0.773161094224924,0
3000000,0.6835270132517837,0.6054841997961266,0.5553109072375126,0.5388990825688076,0.5020795107033639,0.7729255861365953,0
3100000,0.6622833843017322,0.5782874617737002,0.5258307849133539,0.5091131498470948,0.4686442405708462,0.7589296636085627,0
3200000,0.6551576805696837,0.5823194303153613,0.5276907426246182,0.5125330620549342,0.4693184130213634,0.757029501525941,0
3300000,0.6551478083588168,0.5845667686034661,0.5321916411824665,0.5165953109072379,0.47514780835881765,0.7549133537206931,0
3400000,0.6421363173957271,0.5656358087487284,0.5027670396744659,0.48862665310274694,0.4445167853509666,0.7435096642929807,0
3500000,0.6548512820512817,0.5739692307692306,0.516984615384615,0.49583589743589795,0.4575179487179489,0.7465025641025641,0
