topic,registrant,times_registered,min_registration_time,average_registration_time,min_discovery_time,average_discovery_time
t4,69736797199607785645960702053024540544458130219369535338343548394741432758123,217,201,161113,13674,137784
t4,110031278916403342694496081932899996726763895905299292315436330990091377682794,195,201,94584,50659,199689
t4,94619901716661690178995154515225485312525212560908143572058730018212927759953,114,201,78738,3294,147198
t4,87608836995967144528039841791507033858470202033511113544026186750764056239933,328,201,152893,17720,147008
t4,100184125288777377412711359888474586298488988734334046374263163853644609004029,324,201,142896,18097,150264
t4,47372186994346682537713881347589597829238909007689037557954974314657003583717,323,201,160686,5198,152421
t4,110636516323308146079728155355216055366017827270752866053434192211743520697519,374,201,139068,5399,164570
t4,59888588245442931607508454313954217796711136416225540798812321927346653680056,331,201,145505,11599,150537
t4,105728219797003197746946260282651868770170300726723870582183312500711925246006,268,201,165400,3399,110857
t4,8252115875900288136709012566467878877851836377032307645810918398251120746615,315,201,151905,11092,142041
t4,107266742747603761506774424250671486893109335011077441327244075120864006421966,204,201,106089,1510,175921
t4,90769234124015047129409022318553173226104448526589482936691734707787996710019,399,201,131164,5600,182671
t4,89455047964727973384280885267537756960399260473316566175287796916211305812732,152,201,79484,56599,189132
t4,68776632916308425747000180287431819545089617516846324324833528107943922803483,326,201,13802,10998,174738
t4,15851404917051796049640856649029138837356569812145925373705227815933409212874,321,201,139777,12199,172175
t4,93552918985425119835712710922350589606165517881295874803464802877533564417791,308,201,157801,15777,157525
t4,24434785643943506885996031458195057299352489050125288268896181328832997312431,377,201,129852,2197,182572
t4,69454882794686304336477246569722256442055936358610789951840996708026421437172,421,201,123454,198,179112
t4,14354857200411898439387009445355111955311588138955974566534005264761453494380,221,201,161255,2997,130455
t4,68115705385050971163753342551797632809432067530025959231879839048418674494159,316,201,160493,582,134723
t4,83012880719860979680530988689169126468015418120709726007127753220909252985016,324,201,148945,6648,172493
t4,104219442116202810866819582971352498354332487343407756998780109578554581358053,191,201,96909,1199,109054
t4,11102791643168726386128995694287706136334433914442173751431706701342512002845,328,201,135955,13798,179179
t4,33250312992294921402428223207692693123435321169813591478604145682269616985261,152,201,130407,799,71038
t4,90507885967836112528331384889415118392404251688298213991000093164263755145553,293,201,160422,15082,130062
t4,7381990442382453309663896917933129253186737534815657439994466816086777177912,488,201,99678,4191,161487
t4,45624092886978748696209097384304862897165905896643451787220830820476158804933,320,201,141402,14173,152818
t4,70447567318146609579085140559631265651085480818011298260787345542809752765621,346,201,152214,11854,172122
t4,35850676677418986317350463458450158590212480590820511490374837070240869078973,408,201,114262,4799,209133
t4,61115643667006318913853253699027328011717775319453979929160941180543801019681,497,201,95773,12799,165287
t4,51672489099716613726512940631623778225785145290317580326013405489593115961422,345,201,147582,18019,177231
t4,55636089963884728898863109838180510385452165783475302993063608157116708170765,435,201,116155,12599,187942
t4,54002873016362286087072413615902512317351108175159504180822541945108694090911,118,201,91173,27360,140877
t4,72153094771917481032600565742152504249141589092819946627465937849475009586042,301,201,41198,2999,195105
t4,110439924705199778958489015952190917521510624999054228573662095826065043443442,63,201,51305,4997,175616
t4,52031892948064821363938603770457535412813025167986356603893961217835802920142,10,201,201,84399,222530
t4,34708639780331445698876104993009860827031131237073121756692664515898569944799,354,201,141902,3199,206308
t4,80203721953212654127120144602169949551173077964345339527748343097919977085621,326,201,152892,5399,142415
t4,39680993435014005959355969886909139867161033286623496565491715108940251228423,334,201,140831,5749,154187
t4,47401622908851973162605440135468446652715599589232201666886657733805175045720,325,201,146227,5488,157938
t4,87631851775682172389215739923479174594354289218381960242972603094999341209104,525,201,91988,5599,163229
t4,17809286294993291722709037435583345358222616880028321871689451821759271619506,307,201,154790,21448,156200
t4,72222429992632003528681709305196346676560296168687130017356145963581311892231,413,201,121415,10199,189491
t4,47247550407684973660938710081895292403546841946364684351540915474868438859209,192,201,118064,10049,158325
t4,5621614210410789530913873435939082030903822995345942360063828332790534411583,225,201,113389,2782,147684
t4,12968871097385792534124143221209875070552244467651059501066898885538308444513,15,201,56369,107366,185066
t4,61199961020896647510801001537411344227468349951771180394375377816477694129313,338,201,136648,20773,159300
t4,68794428436605083235294079874820233440835979389786784774787348697575407989460,336,201,143766,15407,161596
t4,49457571684336440579743060019536276432872057791950715119675568732289180179966,297,201,158812,10195,147258
t4,23848747281347076796386991580071616921885826932691055561310488636529545486476,329,201,144410,4589,134665
t4,15179627558138953061258209901948393774298974296377820536138371980105635456602,306,201,149045,114794,201705
t4,73549354454218823306416516602787672210090650918780819489713794271636255249825,318,201,160047,4846,169762
t4,29921197683667984000474671312307842736997598067556745544123060005423483214877,367,201,129690,4556,151942
t4,51656404022899850734794138056304814309271744509344839744228133030075300453640,342,201,142485,4191,160238
t4,98700337561085575887977290984502301839019541192508080182519320694252951819535,311,201,154535,48342,156663
t4,28200077441943312460461527437227106382476284267638348383130270735372866160626,347,201,149440,38818,169375
t4,3874495101500149005847658960389930163328114711481857261436464496138231378488,303,201,139909,5673,147256
t4,89474850661644696997707117094394073425179650303959482629997768681223698103795,314,201,154558,1710,153586
t4,29527773841110166609363154621344223387098147360839890019774559113791875915812,315,201,162655,2197,126917
t4,89033976397623656439786551070073280297787985585124454923590055456491914393378,235,201,62828,3637,196436
t4,52858751140249724293862150207623852354033249751928907508180612616116628801952,309,201,157847,5748,179063
t4,92719569133308873380134290329328904090551005874703960876533694452794164713258,257,201,178995,11005,180512
t4,83303755584306205962519642998068107112124140537032087670946301013981418886759,380,201,122701,26418,147066
t4,39867368159663398734060159129315751027489790816717710254877707844149716811664,381,201,129570,1599,210585
t4,27846184801870397113060243082972631830914820623173100151876411335252137635603,339,201,141865,3893,160648
t4,31092923010406210265758608357044495624106693139478850777584801466652983126414,361,201,140903,26199,169571
t4,83994511935688523993850078645399989368079881062897228173763415491319904994157,320,201,144598,4225,147876
t4,102404918097705417131387440045603271468408199414390725999964530364726277208604,309,201,152531,17766,164729
t4,115677264606360182228895502744001072406566481311551941007507815347794312280198,303,201,130814,6720,148047
t4,91345162103665768583389698828416715351286591848316073876205151543201603591080,154,201,114778,13198,113235
t4,66229621419069195761638945481742993423269042753448298962230865411564321458984,329,201,139434,10195,136480
t4,47656268620185471823569695836290835539904103705454625145075031844152761491513,273,201,160312,799,156041
t4,43411282369872863901268452301169257668776778184929690987416272085174317470418,352,201,146723,23219,156545
t4,100511355854852212998724340033764147595397934250746780992348761670432466206623,286,201,151231,17999,178875
t4,70473779587397067556742189822528991654076289731147444485707000950733644375391,389,201,126782,2328,200104
t4,109576932753174867346426864153393318538741181687232687718311941123060838897314,300,201,123173,5285,187553
t4,89658530482018604191271864525832773864890828131519470005325257424068907614834,166,201,135438,599,104587
t4,111870058677458851891409247465937486533003009650462946893909580872128227906521,263,201,108366,9997,171274
t4,110475201203503889449897747921028755130374058779167753722798857002605633154325,325,201,155412,42399,155014
t4,33123411684879917470819058730423436394194046418658787281679355919768589958986,386,201,130350,5199,157928
t4,89890382484015807814093813645298437096948879120537426277181345130515074564942,397,201,130799,14799,204300
t4,109050406152335389967637338456369619812321668708995325112553286550947806360581,364,201,143042,3063,170560
t4,45511719427300593018886717580216747400941684814520023669050363594703456575329,338,201,146729,770,143135
t4,39742028186272943463105592673721487144325694579162813312622683544942423047774,345,201,144799,4793,146891
t4,1879907446795302251885452307599316751634148257223742466518485280245061827659,301,201,151424,22599,170289
t4,62907776418076742845428459613701701964526295842107686018553558802842147198551,198,201,152286,80999,184625
t4,104616275030394936276110662022294572742634977736379599365402550359671735560024,294,201,146874,8883,146955
t4,22872597475791768055358931619016899701888303711643208684230273204653094169471,334,201,154251,44397,170635
t4,85349979759944036598605190210587154174676924401559370367696205148276003047521,280,201,159062,4659,152222
t4,27754697315522054647083305907655750834654309251205256451299019433306225927736,328,201,152096,11647,165655
t4,20916216297931456448061026318294770486303067061048357574741711653148597177626,210,201,99147,799,149961
