time,t1_wait,t2_wait,t3_wait,t4_wait,t5_wait,t1_cumWait,t2_cumWait,t3_cumWait,t4_cumWait,t5_cumWait,t1_reject,t2_reject,t3_reject,t4_reject,t5_reject
100000,2134.2925779085135,2843.3752648815257,2648.118172341904,2048.0623314227914,2040.0188450517962,201.0,201.0,201.0,201.0,201.0,0,0,0,0,0
200000,3756.6285856202658,3376.989216799092,2447.570027247956,3809.24150767799,2842.205314009662,201.0,201.0,201.0,201.0,201.0,0,0,0,0,0
300000,110.74762407602957,280.5260441107461,278.54773869346735,118.56239600665558,0.0,201.0,201.0,201.0,201.0,201.0,0,0,0,0,0
400000,3696.0588681400272,3997.96648432918,4024.663994540321,3247.999208101363,3357.098190186923,108116.45204655758,108298.8434005657,74717.36206104365,69486.61623246493,52313.33611199491,0,0,0,0,0
500000,18882.707821165728,17511.6622125357,13994.62222824194,19487.08076453843,12071.07507269363,51758.196507566936,24449.732625111992,17930.28670857656,15934.624274260437,15858.701702877275,0,0,0,0,0
600000,17753.82496836778,15387.30156178227,13846.813509544787,17496.264453961456,11244.905660377359,45603.55765595463,48926.28471248247,49183.48041775457,32664.242307692308,42708.69718309859,0,0,0,0,0
700000,3516.4642592776704,4019.5465659074202,4033.841918018007,3242.9935360771783,3244.1425074932763,165337.45824653984,171935.50745959388,111413.10918998923,103654.2558608845,82926.1580942422,0,0,0,0,0
800000,18841.320614237527,20625.886220908757,15137.028577604842,21390.892447375554,11855.792276964048,75125.23204354514,29306.452338129497,14255.407573381133,14493.616793462947,11185.816292134832,0,0,0,0,0
900000,18180.305332178646,19324.470070921987,14906.624161073825,16330.832699619772,12044.309160305344,52930.12662337662,33538.712025316454,34264.842783505155,25174.576923076922,35515.96703296703,0,0,0,0,0
1000000,3718.040043723827,4104.949136061144,4054.5851669243425,3189.8697974494535,3390.688821585903,194046.88890736736,209496.2486884937,134123.88428127122,123226.55656640403,94381.65582881756,0,0,0,0,0
1100000,19418.81687893272,21321.5951672761,16018.462027517013,21569.491418593756,12672.804367606916,83445.01905339806,35384.64725712535,16527.264208548615,15792.093661573288,9862.937350835322,0,0,0,0,0
1200000,20261.441695580026,17407.535690460307,14248.762361623616,28799.562268150505,15124.216049382716,44041.94125500668,25533.85624012638,20265.286082474227,23127.217910447762,31430.16129032258,0,0,0,0,0
1300000,3649.3438495932323,4070.5024098191257,4086.639979284365,3165.678748378702,3351.3827174874245,209753.0636473369,239937.81288913163,153015.90851165703,130599.46728511249,107225.13167870682,0,0,0,0,0
1400000,19178.422649658274,21424.923310291328,16098.931161182256,20031.152540901792,12696.0611814346,92883.24848556836,36141.09777508703,13344.251920838184,13921.230852503382,8248.268149882904,0,0,0,0,0
1500000,18122.158391049546,17934.72419407359,14637.746738296239,28981.316101238557,14326.206049149338,48352.78878878879,20417.88477366255,22662.539568345324,22435.133333333335,28561.0,0,0,0,0,0
1600000,3708.11168568742,4100.656333857,4090.17192890988,3220.4329310535354,3450.5049782947326,223963.88133792783,264052.0003715453,166911.17946482718,136743.56894515565,110987.39652782843,0,0,0,0,0
1700000,20271.592115340583,21444.47771323165,15472.069636678201,21851.303795048276,10868.394465648855,91568.7625464684,40207.65374394247,12291.093394077448,14431.19775403999,8201.675013912076,0,0,0,0,0
1800000,21927.131776275353,17925.44959742351,15339.989617131732,38337.786509495745,15791.616055846422,41656.93292682927,18011.113033448673,20548.426,23566.051630434784,20147.989417989418,0,0,0,0,0
1900000,3690.366640272494,4069.381636979117,4113.111385572649,3213.234580370178,3345.9882439798753,230838.47128574122,275999.26520255493,171658.7187983896,152713.16947173848,118838.13944310458,0,0,0,0,0
2000000,20687.498390717778,21837.631059685016,15932.950243638332,20663.796717403264,11796.715481171548,90699.76274065685,39234.02191739973,11585.890693590869,11516.341038961038,8430.626237623763,0,0,0,0,0
2100000,20814.373119088563,17678.812985472872,5601.636428065202,26634.29860171403,15683.371779141104,36371.75227963526,25941.420091324202,24845.200716845877,20106.893390191897,23908.727272727272,0,0,0,0,0
2200000,3640.9755494922533,4083.210762356964,4121.695768748363,3214.4819806864384,3367.32895751617,244235.27618568795,283668.7247158834,184201.4626285186,151298.79575384306,122127.1335422262,0,0,0,0,0
2300000,22186.510569445392,21846.310291771948,16412.08922439911,22306.93223231997,10583.172872761845,93214.70651551586,38364.3726689542,12855.057324840764,13712.963496399305,8716.078034682081,0,0,0,0,0
2400000,23060.48867860764,17376.235608452756,4999.272038834952,16494.404207362884,14911.157427937917,35226.43146417446,41658.40445859873,42203.057471264365,16119.112334801763,22671.948339483395,0,0,0,0,0
2500000,3718.043854948112,4103.591480360816,4141.906924519611,3177.9481121720682,3365.664966148565,251808.57719421925,303219.4641872415,185832.6136928969,159825.66417720876,135250.8371626831,0,0,0,0,0
2600000,19246.350699546412,20981.20763121099,15647.36588235294,21383.60844327177,10176.270614453995,100808.75978183543,43423.974519572956,9760.281972580315,11585.04167738616,10117.947009443862,0,0,0,0,0
2700000,19908.260491894347,17196.05317577548,4909.075117758863,26849.105437352246,16341.342268041237,32886.22056631892,48581.02859618718,46172.12309820193,19063.12678936605,19463.420875420874,0,0,0,0,0
2800000,3728.9027842769137,4117.389197356887,4211.665541567676,3134.0458154428097,3389.9214420354556,260610.2394602169,307956.224397154,194394.56219661474,164802.04727921498,137395.61429377165,0,0,0,0,0
2900000,16689.820783237898,20894.314934261296,14599.04106660666,19995.814127215664,9150.777907485774,100078.23522235776,40069.13844847112,9749.931837073982,8260.13451412159,9895.3885,0,0,0,0,0
3000000,21031.51297299499,16822.4033817913,4651.7091796567465,26513.33046875,15723.91763652641,25517.607902735563,64713.7246835443,54297.57196969697,18914.633105802048,18338.5188172043,0,0,0,0,0
3100000,3660.080757051218,4123.921579044155,4215.592828032912,3141.4723234902053,3319.330857604628,263676.1399034928,322614.5343663751,211463.84807464844,169448.20683287166,137382.96573511543,0,0,0,0,0
3200000,16758.6114222922,20637.99022857389,13775.971934106163,19470.554856076065,9399.758348860541,100519.68973164781,46133.50980111604,10330.79631590091,12508.137399145704,9203.820113314448,0,0,0,0,0
3300000,19212.812266134493,16907.768706492297,4938.898966879368,24925.590108654927,16815.71238938053,31837.5689373297,76546.71178343949,65678.61519903498,13479.944892473119,20056.7,0,0,0,0,0
3400000,3676.3119295775464,4127.308982452779,4198.572316154655,3143.8258535472773,3413.452847760992,273557.8937062021,331882.74252642173,218757.48995087092,175391.630307886,135007.16285516287,0,0,0,0,0
3500000,19083.886567189948,20668.233740766405,13646.811793849314,19944.72666389543,9806.234888951363,98093.1656716418,46407.957231040564,10264.114532019705,10871.774582104228,9316.748198389148,0,0,0,0,0
