topic,registrant,times_registered,min_registration_time,average_registration_time,min_discovery_time,average_discovery_time
t4,40520303475165103748824088668894815009721687393182537160490538153710605920554,390,201,136528,9791,158525
t4,61582418731297184614133910339266530711856652346585737242492019544124798091812,172,201,80898,15663,117735
t4,49627922389672071495547876658738218182214228201284915118260505886984139104109,375,201,140875,10399,161889
t4,74997559820746340949080181759985080376726084596382071919802972375781405651555,54,201,29675,8454,98141
t4,52523181964859048554043827277900541256468816240926910779690435784224520771978,354,201,165011,14980,111163
t4,4561552658703293739502326315069980984171034991033956785352064514845977332700,330,201,103398,6399,191164
t4,36648992446288546943629341245125012539914253701352624710707214592794563868969,146,201,61850,799,75011
t4,76799660290794193738731303465389551527442540489949198901731434677936825400554,574,201,83405,14032,184096
t4,561616723301947207313914165646508753928278150123089642135458248581504114033,414,201,127082,2028,198847
t4,57673885564127348563999458442401544567910304257481807714376090349013635353629,410,201,125287,14589,154665
t4,29956926660470302404017421196213436732450118447259813786947410190766217782504,315,201,106435,799,108518
t4,51023451545144668758945510722999276508622283266546257356044629008494723794290,334,201,131863,3192,146124
t4,107266742747603761506774424250671486893109335011077441327244075120864006421966,246,201,140770,795,147215
t4,20919883635458768034598424775883553096372769860121797920304587516892158073422,328,201,165395,399,153169
t4,79564821631780295161983364403177398203416453414518962858575323045376903723282,359,201,118352,15189,161604
t4,61747348890431778375902606893924418181284499563912431979638216672945322537283,276,201,175877,9801,140177
t4,102009915307345203971234531851529480740935141912250344221125572876072196771474,326,201,163594,2599,137744
t4,95297023925959754595444178614027186460661576181052372019617725279996015807658,379,201,129397,947,158924
t4,4277217258747567074978375461034668585048640345218924949119067269524148425159,270,201,185460,4008,155238
t4,2978584424460005494618870157256763218838698419319528948998131378409014016346,354,201,141107,10199,166085
t4,22514591897439866822145391359708312182298711161946616691396835985341807156081,319,201,133005,10999,140260
t4,86314219833359690581783880588264781037127280032903556120133279058926925179038,312,201,134134,23995,122423
t4,40197183320981876764013691965375022848763324286738971691034726627401733510447,349,201,155688,4397,164738
t4,86506689496570347421945923972752435230946679755104821742589139412656407794335,453,201,103980,10885,205350
t4,91653445197432519189732946255421497134347021306495249160194106424657685305793,314,201,186490,24399,164114
t4,72683260587192874793960453634673826988991304114740173495379532102667814445410,49,201,2095,0,0
t4,106894490399714119523401852582676231066695728350947536446286459250478992756323,276,201,180191,3199,123648
t4,81769481031878358474899012311656936389941484228216804225882531834983161760489,342,201,167222,17142,150152
t4,11102791643168726386128995694287706136334433914442173751431706701342512002845,332,201,145040,865,143182
t4,107994338115384891273041870140691086718891506361396964631589887979667031555150,153,201,93027,35189,116354
t4,70512555640607667730987293485417782222775816623817875971762586125657050822330,96,201,43983,41794,41794
t4,34376778402568537956696044465030624045396246904641729787836452227452251887284,357,201,138707,792,167545
t4,84465363330993240572278067991469268557156968484496266804061351201639557468480,196,201,80421,18766,133354
t4,12240166472782718289594538316255420910479858350993466311522162143270359962706,222,201,129138,1190,153109
t4,31288542933624865651290070948420048508764804384280480698731483213482450256859,308,201,146136,2677,136070
t4,10548472604656515415169128126476934993106954424620434528514072925112706476649,187,201,147575,14199,126055
t4,94772944679759485340690067737037718226771185776661058864571256758813395125342,420,201,126847,8799,189182
t4,114244880220991106180260716087539810476195478242905077177435192353060852501012,339,201,148662,16708,175145
t4,56376709141903732059852488254612421656377816491581344149048357816434842200641,379,201,125088,10991,180789
t4,92197439611312689909760151031772597080024923152751096858195650952715103355262,489,201,89366,1991,186149
t4,83579691579061048239344495764724536118471697085021303746196398179653289229087,54,201,34998,4288,112756
t4,25616670993763178784052302018851417944023232476764488743124249686734503884279,416,201,126921,4584,182346
t4,83500309188673717570933055486414257293626798563494238146637953402181894436658,340,201,152854,34642,157060
t4,80194229638967603629312697658034620067356078231097808057349510088293590658755,328,201,159194,2995,153755
t4,62555688908887886630431834933412205414102772995872937186578831052210027739524,322,201,157437,4708,156587
t4,15606637004034352831846373625609205741314766422569227303334855991512202976291,321,201,137900,4245,154951
t4,46551330444140078896242960870556188138744026242899353138606778335942346341474,287,201,115864,28999,168261
t4,47433658717039927662315559802758411080060273326208470875960287005931825044999,307,201,84678,3595,147581
t4,49959315148464333301503212559242308467726049172040530619337182998090981426515,356,201,157231,8464,176763
t4,95229060988619918609656873501517274981614226504067264216422808851978300670436,311,201,160893,9189,158303
t4,9244101684871527507205770463225471881288489421689358029306788678634487888334,51,201,30752,799,799
t4,97068507099053513117495956106771685865944207810365935424514829937900871695120,177,201,70869,43590,174128
t4,32937576521126061978978361725642684367629617912263985680568854009338417424693,484,201,103461,3060,174880
t4,83260124415121885439338664553176395237362852076141604773491831395579491446843,629,201,71628,13199,204634
t4,5621614210410789530913873435939082030903822995345942360063828332790534411583,323,201,135960,167,148449
t4,102347024283373227677643639650885306185479490506532842042461286467600532001221,338,201,143851,12869,149701
t4,114369189270762233483915001623949236516512005643424823798056865449216664763754,204,201,142516,29793,189845
t4,66927830997000493667283212796065918507017778086394235036082168686547479603552,333,201,149663,2116,155567
t4,94168278599313201296543628022911801994416162119397330810826414841448579384788,34,201,35316,999,999
t4,45833839660393410301524302654667147902729682112232590105267913522242169154832,334,201,141832,743,171439
t4,65236076961559645758017741132479360393001836643393557463168598978365686840689,159,201,96068,16193,106466
t4,52256316076768809542352865381162288077725336591160491937502031945744484387732,326,201,159342,9503,147321
t4,94897734975534474225785400111503228927433409971773517080703952551540478906767,339,201,143065,3115,167467
t4,4848246971879084948741276701091379179603182836132359983333585717947391633736,536,201,89969,1799,193823
t4,17390436507886059755603999835937447771743499150382740876655389630090380575937,324,201,136332,999,114908
t4,76701224379367119259753300524610076857942784250913936755662863101027220109471,292,201,186042,2085,158841
t4,47575562786669388794791561195021910470199528229492168583805187194752516514641,321,201,160145,2723,141386
t4,602759457825968827373458769483414900528744888908561042237581612887710994619,330,201,170587,388,155319
t4,51410714686990616632995960708090610761805895141726291806846908406180694565221,353,201,135185,8856,160630
t4,39503335632610973985881014292485515542690205742397680586180375149762086078825,426,201,126247,1996,184304
t4,56543330312350830630610564895556215482536445444189165774325595685994754283560,269,201,83759,24131,159231
t4,107612190698583980557550276996036638173060296790560923250479749035753458409427,350,201,153731,903,145302
t4,80791011246022184469522025606661310685332431242386924987340964862784241221511,409,201,130291,11999,194186
t4,88609213231409516205577170331388405563333089837999759761397353821436209020573,279,201,112350,67394,179191
t4,17258928177086670896184838064529835225364902870382469550942105847644793692100,491,201,92962,6199,187231
t4,22408302911855524401525764520095667899054758747083496961391300129691733745802,193,201,107265,199,169220
t4,64802740133435177083280082313061112567391895293495818489522218730159723569129,190,201,74990,799,173777
t4,34270997708170042599621595209350444703524811952183129848066346568617059558965,318,201,177065,2996,175873
t4,115486617870634674899262057669929324552356679242672106209742529540585583209056,306,201,163979,266,143526
t4,12250327187387487771460470192431053896753587271261872801559752758587810581562,325,201,141821,6887,135111
t4,88072233047515966270353261536461433161421834109491634195155984348080110384445,239,201,105128,44399,137395
t4,78863082755679720424792080575023341837671003584745914331482658214326187196266,319,201,110095,1599,143535
t4,68969998079964824480089220255091410188166722258236036528460041303610319178875,272,201,151497,2395,153933
t4,80454553165171676515930643341691711934741301144928167009134237361918151322802,438,201,111760,5683,202832
t4,66486683326165992428593123616150846009550880430709983456986169389874166638132,291,201,161317,399,143098
t4,101787589655054322418055859844828278421421284861008519573900948555215259410822,333,201,166654,8191,144980
t4,23739304771324200659337959197421171218594810076350009287433799304730463006283,347,201,151311,1596,168867
t4,42150005723063012461895613019447541496074076314580338560202540175369532102904,402,201,134891,8673,206027
t4,19977780186607549186370518622255619103287897951436881772164546057907475124567,359,201,137096,3412,140497
t4,43941202446129904052881958495937557281304923970099126958965073006582308088517,256,201,118930,62788,193064
t4,68187169352029240351604345519774796093206153678682018338496563922423318618662,382,201,122202,3990,187088
t4,61449832768273229596613206071244975155698398191870261119955713156986304691507,420,201,122591,13999,209662
t4,26854814935508754767300213088112443921716165971819691050934494081930010925576,308,201,40520,482,188332
t4,27214197430208340117291614070608042081607787535832107524870846178330532385542,355,201,124318,7999,138257
t4,107818567819609845801440212955751899153722401508324491902191169710552361157784,323,201,174026,18999,149243
t4,5654247561198552363332744089785441963086968801256719395143290388915328514668,330,201,98607,1194,138616
t4,103256106281299867791734013432145469256268207404844262459755576963247147470994,307,201,167569,11468,143876
t4,91057760665314550496727622724804355074646554762064793617625716444143439717674,315,201,167995,3189,157007
t4,80779963559388224562122173263890975501986234458143559166547885438527278610417,346,201,126404,18058,159943
t4,35712513619579279368909273406628272887191772440820656892809468396828337702123,228,201,111699,799,137033
t4,105113719197286672338645922596871770290354669962242478414514110362294490689711,323,201,180032,9956,158126
t4,11202442910144985290779172090845828196623848097825011662543687184762630701566,411,201,130141,1391,182903
t4,106365566634612459174861418531652773559802881985198369072521826465396930484815,299,201,155083,8464,116966
t4,65470226711746656791784715533170706872464933625395555263759039445841621470663,228,201,104558,7999,140615
t4,85566411335563155644581769710026989801709165502082603486106664967862978917735,99,201,41505,7999,95862
t4,14117051807152253234169583601170830782596669241446350252708325826669437157845,379,201,138036,11476,145756
t4,27781123493337050954693262916131490740350422158632734736178080795541409503012,192,201,148318,23084,156433
t4,77887564593681701219892407382677980179280250398847782124144332515737417016820,384,201,138490,147,154926
t4,64581897547042380939098028687211162072429499131549585453357822461595696566331,304,201,186870,576,148587
