time,MSG_EMPTY,MSG_STORE,MSG_INIT_FIND,MSG_FIND,MSG_RESPONSE,MSG_REGISTER,MSG_INIT_REGISTER,MSG_TICKET_REQUEST,MSG_TICKET_RESPONSE,MSG_TOPIC_QUERY,MSG_REGISTER_RESPONSE,MSG_TOPIC_QUERY_REPLY,regToGoodNodes,regToEvilNodes
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,NaN
100000,0,0,0,756387,756346,390152,0,526516,526316,2700,390088,2700,183.48038430744595,NaN
200000,0,0,0,750680,750680,83396,0,253479,253519,1754,83438,1754,67.3076923076923,NaN
300000,0,0,0,731608,731586,15130,0,176555,176582,1681,15139,1681,38.23758228605625,NaN
400000,0,0,0,721816,721800,23414127,0,366627,366729,35737,23407276,35699,4746.65748502994,NaN
500000,0,0,0,711897,711890,959471,0,87560,87563,35730,960159,35739,208.9882235528942,NaN
600000,0,0,0,706610,706592,48675,0,14078,14079,36749,48700,36744,12.4881592039801,NaN
700000,0,0,0,707067,707067,23444424,0,349487,349484,1939,23435361,1964,4727.580170872243,NaN
800000,0,0,0,700668,700660,1036331,0,83835,83828,1550,1036722,1547,222.34339023421992,NaN
900000,0,0,0,699408,699408,59836,0,13807,13814,1392,59873,1398,14.61750694720127,NaN
1000000,0,0,0,694531,694510,22993800,0,338504,338494,1577,22984526,1577,4624.837264618434,NaN
1100000,0,0,0,692103,692103,1027581,0,82543,82543,1263,1027785,1263,220.35013894402542,NaN
1200000,0,0,0,685527,685504,91808,0,14340,14338,1331,91766,1331,21.102982107355864,NaN
1300000,0,0,0,680314,680309,22565370,0,324916,324910,1597,22555147,1597,4555.280796019901,NaN
1400000,0,0,0,675680,675671,973331,0,82783,82742,1642,973417,1640,209.92128801431127,NaN
1500000,0,0,0,670824,670815,113268,0,16893,16926,1540,113208,1542,25.87693836978131,NaN
1600000,0,0,0,665050,665050,22359743,0,306761,306760,1046,22350000,1046,4522.446927374302,NaN
1700000,0,0,0,658788,658781,977784,0,82764,82761,1235,977754,1232,211.55954518252543,NaN
1800000,0,0,0,654136,654136,125692,0,18129,18130,1279,125626,1282,28.723986419013382,NaN
1900000,0,0,0,651167,651154,21833927,0,297482,297476,1586,21824836,1586,4413.9228161148785,NaN
2000000,0,0,0,648859,648852,943023,0,83347,83346,1742,942954,1742,204.41545508862777,NaN
2100000,0,0,0,643225,643202,163307,0,17751,17750,1263,163094,1263,36.1321093594093,NaN
2200000,0,0,0,639261,639249,21691282,0,285246,285245,1519,21682773,1514,4384.782122905028,NaN
2300000,0,0,0,637106,637103,877769,0,83836,83802,1242,877605,1244,191.937125748503,NaN
2400000,0,0,0,634431,634431,178674,0,19710,19731,1421,178437,1424,39.589702654160845,NaN
2500000,0,0,0,627717,627714,21086359,0,274347,274315,1322,21077375,1316,4269.579452328603,NaN
2600000,0,0,0,622853,622842,889184,0,84182,84205,1441,888983,1441,194.75110044017606,NaN
2700000,0,0,0,622228,622228,168445,0,22394,22401,1735,168244,1741,38.09161676646706,NaN
2800000,0,0,0,619060,619036,20879457,0,264192,264182,1539,20871187,1539,4221.131762826912,NaN
2900000,0,0,0,616437,616437,878963,0,83570,83569,1437,878849,1437,192.04569034317637,NaN
3000000,0,0,0,611576,611560,194673,0,20676,20675,898,194366,898,43.13882211538461,NaN
3100000,0,0,0,604458,604450,20576615,0,252440,252440,1535,20568121,1535,4161.649350649351,NaN
3200000,0,0,0,602088,602082,815981,0,83667,83607,1457,815772,1450,179.89362127574486,NaN
3300000,0,0,0,599954,599954,172464,0,25075,25130,1612,172229,1619,39.47621902478018,NaN
3400000,0,0,0,596625,596621,20452956,0,246287,246251,1412,20444892,1395,4139.8486,NaN
3500000,0,0,0,592722,592702,857315,0,85846,85872,1566,857146,1580,188.59448110377923,NaN
