nodeID,topicID,is_evil?,numInConnections,numOutConnections,numEvilOutConnections,numEvilInConnections
5626604434842560705549189236799338350146531596854766808354080297933959270,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,8,16,0,0
33931709657380429869728950659546322360058885926404961426008385348308540618,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,14,16,0,0
38685854180260792273499480595685015906935886734659030544607431992205496194,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,10,16,0,0
52967468433894361156456937796351483431957237122634971223389945902726844929,93541373975201890938187850683779644081366556136554089446356210062480894951600,0,13,16,0,0
59968472261051750758824556248284010998221779463299477606921285765585090435,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,4,16,0,0
81556841023970121120899441130465805511590452567032258577287640116993785727,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,10,16,0,0
86558882772486931431192013226509256956803086123319519031083359314439320565,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,15,16,0,0
112768393600400534516908768698649925827108164495428207306203293082902209005,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,10,16,0,0
132077939569425486010446564530724113531880522917547147029709923923204193545,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,15,16,0,0
137975261688121226642300992345239248377506761490195817009255539818880533769,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,17,16,0,0
142252690406566962337092764756249398893948341763696938899841628567545826929,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,1,16,0,0
145218966666364256489015175537515829610470181882657929849898402267350350131,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,8,16,0,0
236339183474062004480239707451757974411593495453768379508247540667473475382,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,6,16,0,0
240866937645760854855800521846398460769442769318470865534722391767336950309,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,0,0,0,0
345173519611318676720195868051802207950462025897793165736738124870527355579,93541373975201890938187850683779644081366556136554089446356210062480894951600,0,0,16,0,0
350676934223421009022902356566537554791851598630448333621171263798866862864,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,14,16,0,0
362412821387931804422536385888330304120017687563450526399410319825804465817,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,3,16,0,0
367543543909030436422386829645818731615070289096218493501320999016173850677,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,0,16,0,0
371330296255330872536769938985260684283184057891703305694295192621081884761,93541373975201890938187850683779644081366556136554089446356210062480894951600,0,18,16,0,0
382764397353830770563691216888096905211832422814411738723594642682237979704,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,15,16,0,0
409669226925709280213881130387901462354273630427696438409424328920503038850,73701641029887600249961343338973597360127254455583723069938763114031389713034,0,13,16,0,0
414957258157631481706810853112547029624116316429478766586867429501377743589,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,12,16,0,0
444807889287544245479620291793394810615896900770044293758033183064318636515,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,11,16,0,0
445446449856931865876543438341970580189893959246714124006799201481915563407,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,27,16,0,0
459235019657768569415840238179593053589145027624611755149133529402499160681,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,22,16,0,0
506929749827753972367423857383863121775967241700682535819985077458659937079,93541373975201890938187850683779644081366556136554089446356210062480894951600,0,33,16,0,0
510817019323875850628644597174608321867425569576905955682065643434366544392,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,2,16,0,0
531946559719345383003136246909272342660310689792439716824162872012091824422,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,11,16,0,0
578629267562914937969914132685512464945137920249644569846030946869790869563,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,20,16,0,0
588116220422187055915237130220021728774123177735919314788412121142835229505,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,12,16,0,0
610323217267643538936375690642373077755004129822971118650504995259068747509,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,13,16,0,0
613090719442341753470356601644981535216785427175398393672406982014139956125,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,0,16,0,0
623072204238521732624588912209008602672493243339191043286372278530062635815,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,12,16,0,0
624138934917844644679837551128075480563438857989276798935358859028002920093,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,5,16,0,0
634515519466162632003469161009280521841762562478612344643064692381466028884,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,10,16,0,0
659207028087743683460277553036481414275145771466182100318211194242294048820,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,2,16,0,0
665694988582607832114383488468545586701240202712076447391950543624385753058,73701641029887600249961343338973597360127254455583723069938763114031389713034,0,33,16,0,0
