time,t1_wait,t2_wait,t3_wait,t4_wait,t5_wait,t1_cumWait,t2_cumWait,t3_cumWait,t4_cumWait,t5_cumWait,t1_reject,t2_reject,t3_reject,t4_reject,t5_reject
100000,452.67811883976344,338.93770053475936,0.0,0.0,0.0,201.0,201.0,201.0,201.0,201.0,0,0,0,0,0
200000,171.2180904522613,183.26027397260273,0.0,0.0,0.0,201.0,201.0,201.0,201.0,201.0,0,0,0,0,0
300000,0.0,0.0,0.0,0.0,118.78005115089515,201.0,201.0,201.0,201.0,201.0,0,0,0,0,0
400000,5719.687868927765,4374.266261428288,1603.351204243591,5027.658526699767,2557.814895947426,93273.11006474396,94146.690685413,57835.011188811186,42816.40051679587,23650.758620689656,0,0,0,0,0
500000,16422.52555039386,9512.125315669633,10869.51871985971,5616.143400532522,1932.7251488776913,5329.2656328164085,16497.216040797404,13743.682042833609,15032.44761904762,12548.601226993866,0,0,0,0,0
600000,2050.7142231947482,3131.9748427672957,1697.200870195794,6585.323894282632,3983.9430962343095,1864.05141536684,2357.680066079295,1384.4796828543112,21659.277049180328,6534.019047619047,0,0,0,0,0
700000,5680.912096321821,3919.6400817470685,1730.0150163190408,4607.970282730656,1943.5750883392227,183050.81279481133,182475.51407624633,113830.10838445807,84100.63851044505,21818.554054054053,0,0,0,0,0
800000,14034.773682200153,10299.025195159225,12834.525546748162,5343.774594408008,1163.202819956616,10280.138845553822,25881.107243650047,24790.60244115083,16636.429037520393,6640.0605381165915,0,0,0,0,0
900000,2438.419051687313,17208.94103773585,1702.7326241134751,5596.286089238845,1160.6812688821751,2410.257767548907,1908.3370598099498,2919.3656792645556,33261.25755166932,2096.464367816092,0,0,0,0,0
1000000,5671.08724653042,3921.020952599491,1688.0049348998823,4786.028063010502,1841.3831672203764,259145.27591327592,247988.11409198114,152376.19777158773,102759.74772313297,11273.850793650794,0,0,0,0,0
1100000,14848.696935556556,11803.611538650066,11913.127220527544,5149.8041002277905,1172.3534031413612,8789.844398340249,25931.337723424273,27147.211914893618,14978.847540983606,3511.1792452830186,0,0,0,0,0
1200000,1917.6264607679466,13183.482881597718,614.5274336283186,5860.017081210668,2135.1309823677584,2487.537615740741,4092.7380952380954,637.3739130434783,35126.38897396631,2525.9955156950673,0,0,0,0,0
1300000,5680.046226022415,3877.944032121183,1799.9098738039106,5000.795587524827,2297.91684434968,307035.5508245877,282900.0608964451,169716.97289784573,93332.51641526175,12140.305810397553,0,0,0,0,0
1400000,15262.20895222802,10213.822593945106,11731.465283881174,5770.008856088561,1281.4588100686499,7676.732416710735,30607.257009345794,29058.01259445844,17762.640599001665,4757.87816091954,0,0,0,0,0
