topic,registrant,times_registered,min_registration_time,average_registration_time,min_discovery_time,average_discovery_time
t4,109060800287698069859186250990776436747704124202712747605033671500854727881503,90,201,38976,5396,161436
t4,63934864610192279360978752791052670339594014074597474927623787054763419056886,86,201,39523,18429,161482
t4,23085476961191271500519397067045179078969092979550881902244873207501337193138,56,201,46477,47799,171348
t4,50046102142461644062645185420664822946866960194979724554740172460074953382502,36,201,84837,799,84447
t4,114635234209826268544376161428429031539408821572174765190865753690128148484266,78,201,45358,1489,147691
t4,83217767896994315850077976545865876324278397869641348395381615090288107501843,19,201,7783,36106,236632
t4,39695112824815710422287897416897474606711589338473430513366455524036231754484,65,201,59285,12599,175472
t4,87574987880596523471490922540357773061352798405411666033889084094645723484078,41,201,50613,59599,138755
t4,8086149262454596152449849464334634712667598882277954412842989337159326295493,30,201,10285,69630,216035
t4,23565214741854612956258804745960079532322824407500635160868426375268240227497,74,201,47562,1234,142409
t4,79744932617178662237867782156080043627356013937420954049748805083369067778211,72,201,31726,399,173873
t4,99728276780939854193992406336154049717300553776034295439092854881146092181699,71,201,39872,398,158023
t4,106458810849253586582571650453994038399529029184177250725643552352099144116025,65,201,46436,3605,168934
t4,100028386934160748319678552842798887297774883172686786903180193737664681682310,37,201,84415,56198,94598
t4,54505195889720213395706661726356150367949916483089656372295954657441617600767,67,201,53174,12281,187730
t4,78699543921757074719387922783883100896693355827779529794633552878076313893740,102,201,31810,25839,158278
t4,57553641075987904668478675547964986002633855864823077044628072788258461946187,31,201,97515,799,54845
t4,87537278752963996883190137002994285450716513338189256616943599229418661667450,59,201,47830,799,130064
t4,42472684187734369564410878942482944016179870806761817070013622901130789507541,66,201,52368,20696,171320
t4,55761086283542842257346808372488576000865157161172603249167282714074241520363,18,201,201,169465,225395
t4,44766266229700699629569559101765370756102422168578878851443171057048961964555,85,201,40746,22199,196923
t4,115498179669229020895712941163758118161025144679686738046386102050783841570637,84,201,36912,4999,144917
t4,13594356776660496542360740675284842029945621591423677586908010516150998123974,65,201,51540,8809,164140
t4,32903705836095027979878249524887296369282637944634190267402794672971570945937,62,201,42712,1101,183355
t4,34910908717947187676150744817104408271764193375983450593861496943055095565264,64,201,59055,2346,156619
t4,7896416660544837286034199157076979853517596050035293217129697401861842096588,65,201,49762,1633,162299
t4,8418965389321127406228556104704533339403740417922794955057059846894735085540,63,201,45284,15363,126844
t4,106190166537160613323663506551857802192711066090140684936337157756064716384976,75,201,43664,19134,180433
t4,26824030307661282116336560771641353556813316370878175736738640680333017616682,63,201,59086,8194,154795
t4,107560090832198666891303890432997363683506745328548116307473561634505802151922,73,201,44799,23843,175357
t4,34610790701023309603828249304137272226081482456374456568557436165498738220949,18,201,201,189666,248049
t4,108389484887862460119591501639479309828147415281025867118274299066320534176216,80,201,40348,27051,140505
t4,92908954961582189808133210760065653984416345697429740383778479723083005826616,74,201,51994,1398,138370
t4,99302985741165778004807597728396001960204081396014015154048716789863877012121,92,201,37592,8799,151805
t4,20403316496871421272664568698299439347461859280601060105299507532463132659141,69,201,48657,240,129924
t4,73236393521659422537664319912432924076939798826832759896010346315254796212709,84,201,37050,3902,157810
t4,2966596237416501173003309994821459236674460559977087000373782069583068770331,73,201,42499,994,185135
t4,49564538641286077605858431792947926170743254372010838860053203398294888577939,85,201,40037,20999,177080
t4,20234849501748148707258936293603611074557359830557549095584601072567645368376,65,201,55796,31199,163017
t4,79491923274274728248249367648679640778831384589899212344641325645459561696476,101,201,29840,7999,148677
t4,8341196915249079243480620541174707865363088147648438246073559255033717035794,73,201,40876,4616,131729
t4,99308485037174200525540960208737219447558973269131216348624686280333541813662,84,201,35349,5599,162067
t4,75775649764411534993014171614482879505126425506584757026954415748532107737796,92,201,36084,1199,142658
t4,70596710837518676339517358000740807083339651005573678982686248781241124982331,85,201,41149,1799,130614
t4,103516452985592883813572362312344159769899872140285550224996186218543378512838,90,201,40475,12645,175455
t4,48773539135730034304571184557774504199079161809090620434589309583009139192104,66,201,39345,6616,172891
t4,75924039032947044090377623022457300193833312915103701481697311516138349885148,71,201,47334,38950,169162
t4,96962764465798665061899166045711351697309973931509804576825797888318714336175,58,201,52898,1399,149840
t4,76714121986294133183954950253473592753153815787429631126518894230738116854984,62,201,43029,799,139375
t4,105768643703448973656610317036758901202850132147041231472990378958600556917913,84,201,42160,6799,161230
t4,96281984605408056809076788222384684958908013890612559655262633258882481308126,12,201,6914,0,0
t4,55300789542585989239368225733502601717068861405777208805342206514363155552624,58,201,55603,5199,155170
t4,72084785251787662308519673522632565496973433470513338972028599558932058730271,71,201,42548,799,123169
t4,49929954265335273322524772161530756197112601779630160330467883881492794532070,79,201,46114,199,144249
t4,19314557418024660614373941207358851555800531317658210444676562484864154408788,27,201,109492,36798,42948
t4,13582863553595176498664364409008573750623397492883201211457767372888233766999,45,201,52304,18759,172163
t4,107628942620802873148361910663064969310787153121505621494898681462899741228358,18,201,201,174119,244905
t4,22683305642320083810636843983861218952868967936210626922140076778964250986980,74,201,48067,7199,180736
t4,99402736054214101734477344794962536048193915486358379446834872058706711966425,79,201,42379,4399,139568
t4,72406912581109271151059022537266285290711768173282908091621888774180772540968,67,201,40849,68586,171989
t4,61315528385732034375566446833171410262981753866995131792507386523676000053928,100,201,32822,642,164403
t4,38436105335830964747567675721116081804137300715697825192007090510908188293003,61,201,60187,10467,176495
t4,41619254145091413648098436189403882720780389119793912415097659536861885605129,18,201,13040,31919,225379
t4,83053822831488411435868902972272952163248338588194538385955657821524764114182,19,201,19195,578,68043
t4,48101449199826452737507712627650925989860409824986705371760658771793210179643,73,201,46407,16799,194855
t4,27644795035077044654288768709077789620131226822335975618576490023337470996451,57,201,50807,10420,180899
t4,71865359712392587581895567584667885968729775185713419775604261902416248739836,97,201,35729,11724,168107
t4,103747250995549031538443609975267240830486594679081701552176830407807417524431,80,201,40901,23399,167084
t4,113486112087208424566701726967801288617847361148398756479657565102059282379676,22,201,31781,174670,241826
t4,20626303875200312364467351684460721461547612098903257329600114634675030408101,68,201,52350,15480,181543
t4,48091557081591267855667358378844530350695384343505012950262486990469620305897,17,201,23001,799,1131
t4,15406284148667196698812381477198732352337471511637200298324123872476777597424,67,201,48055,18799,183003
t4,45917762249261062967982129067999787817591775162426048391651743702032717955066,68,201,51850,342,138341
t4,51401638073271438919862491831880516430307850060371994097806037598161639014946,37,201,68460,799,86783
t4,2503999809631829890766658671975559649316181805053960308883696645264445788598,61,201,61613,2998,145526
t4,77218941226857605678991267649096456380610851740686750754540894344743473767156,47,201,65851,59599,199150
t4,29230352739128606828329602369370241259551196975736335548642408340966892598566,70,201,40494,5163,144086
t4,62356999373981723688085426372518885577374899493288050219608861772942378269895,81,201,40080,34135,190043
t4,79625108176405800400945213854744923322745801691311217741801529706728708208450,91,201,29854,1399,164992
t4,96842172425671586415722514165421665685020136683681289751904075527966742139729,83,201,37744,1961,183891
t4,50886609427811792480490171392590586662144293513031498124520769173570898058593,60,201,47673,33684,149496
t4,103026471978372041787109236244428097611665113137075690012535585861130792088026,55,201,54537,13761,166830
t4,102442364269045690896563229502238529350654362101591350691104269964521753305551,82,201,37481,23817,180709
t4,16283566434558549046609300661082823083781956524122873397266249068599731806782,75,201,46824,399,166822
