host,topic,registrant,timestamp
389213935854642737518965163996528688860810306473210283241451512658429313685,t4,23323267422886751502866661905305571372066556567736316412710675621318595370420,1317301
389213935854642737518965163996528688860810306473210283241451512658429313685,t4,40340895216168602610398117741569583195376071113168945680693625678234849177156,1442301
389213935854642737518965163996528688860810306473210283241451512658429313685,t4,79625108176405800400945213854744923322745801691311217741801529706728708208450,1507301
389213935854642737518965163996528688860810306473210283241451512658429313685,t4,14691811942315438863728556600013792654275482970996556434816153658191339990690,1517301
389213935854642737518965163996528688860810306473210283241451512658429313685,t4,23432830464149771664065986415230801928039885499467267280352837456348130694916,1538301
389213935854642737518965163996528688860810306473210283241451512658429313685,t4,79491923274274728248249367648679640778831384589899212344641325645459561696476,1580501
389213935854642737518965163996528688860810306473210283241451512658429313685,t5,79625108176405800400945213854744923322745801691311217741801529706728708208450,1385301
389213935854642737518965163996528688860810306473210283241451512658429313685,t5,40340895216168602610398117741569583195376071113168945680693625678234849177156,1428301
389213935854642737518965163996528688860810306473210283241451512658429313685,t1,57119607460573450939575593744705375011019156908815516188139035365512837144622,1400501
389213935854642737518965163996528688860810306473210283241451512658429313685,t1,64266998872920773338973886987780744323936529496598114190510636537684925710426,1431301
389213935854642737518965163996528688860810306473210283241451512658429313685,t1,5284689978273943575567177032565260873661409002314906415365218196220031342837,1440501
389213935854642737518965163996528688860810306473210283241451512658429313685,t1,35556438138878047924750520110511637068167170589865035216997948088222346374219,1450501
389213935854642737518965163996528688860810306473210283241451512658429313685,t1,11090037166215636098369763467107071759384633360856058148542927256454464557019,1470501
389213935854642737518965163996528688860810306473210283241451512658429313685,t1,83530666166546230848161883958806824767864709720031722584177709586877579882096,1520501
389213935854642737518965163996528688860810306473210283241451512658429313685,t1,40340895216168602610398117741569583195376071113168945680693625678234849177156,1587301
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,89127723872030351808360335407925619880238144418651999470159118877663772259625,1308501
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,49929954265335273322524772161530756197112601779630160330467883881492794532070,1310501
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,15486092084295108198706030866375140865196188149729499117603648867030633819661,1312501
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,14691811942315438863728556600013792654275482970996556434816153658191339990690,1316301
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,56224863423765626770390477554084366966960886797690115627486785764489892192342,1333301
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,86992216911547427683384066597110035101211374805313821994995888880882045650961,1333501
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,23432830464149771664065986415230801928039885499467267280352837456348130694916,1347301
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,23323267422886751502866661905305571372066556567736316412710675621318595370420,1348301
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,40340895216168602610398117741569583195376071113168945680693625678234849177156,1353301
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,91902891648761527155777465825567130557660234745707952071195300939888312126312,1365301
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,10902000626438892467650695129102406328754844874762739558753240847595264239338,1368301
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,45469188480463414755456037300787460604604335807351697179464452268238066864605,1370501
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,113639145970703650365361148224815543405451449381813480910069209612383130305425,1379301
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,68130714194816210594805702192922145373009827156240354103545304477484455344147,1393501
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,57029105249133398303716716623836224314361372650375736754270264766591923323778,1400501
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,96962764465798665061899166045711351697309973931509804576825797888318714336175,1424501
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,85981326421514478814942692913675150970435526255136026173057865336317113384167,1429501
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,96602089606507344783106786196352768145404288402257805120688801026314548789437,1435301
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,83021494825386156679235566901373338798638784042989519452204780802304063053526,1436301
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,106458810849253586582571650453994038399529029184177250725643552352099144116025,1438301
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,52596243565954964006611191479279121994686636337856295893311457160970261639475,1440501
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,90441477782985619541396253031041015138904177190943821654754062375813796396730,1493301
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,23689188136514616084501393991957803376626213582191661889463260872725808678067,1518301
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,64266998872920773338973886987780744323936529496598114190510636537684925710426,1518301
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,5284689978273943575567177032565260873661409002314906415365218196220031342837,1526501
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,79625108176405800400945213854744923322745801691311217741801529706728708208450,1540301
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,2503999809631829890766658671975559649316181805053960308883696645264445788598,1540501
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,24945161646150758624644499282763557549045211407595167519787873688153389796638,1550301
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,76937432721123961463298574989888261955198467161246663665285744171271475185399,1552501
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,44959791736326010438319562658564079468512019589521330104678012621817311532018,1563301
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,90700917970566393317267902675732495663946638886675739393945688235408263205176,1569901
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,9505291896420368427245382507599279231402607468612227324463807189726008087698,1573301
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,22512386153730617670997045693367317745256475928862899396530648160448418653592,1574301
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,56000345951420731336931477199467563889014061864422129154124310015582537417081,1581301
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,44904192984979027307649940986405076632111130112656636322953696700146208543721,1582501
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,49663678052274278297723168442807688917927608287749446929080394953064658508055,1594301
389213935854642737518965163996528688860810306473210283241451512658429313685,t2,32903705836095027979878249524887296369282637944634190267402794672971570945937,1598301
389213935854642737518965163996528688860810306473210283241451512658429313685,t3,14691811942315438863728556600013792654275482970996556434816153658191339990690,1303301
389213935854642737518965163996528688860810306473210283241451512658429313685,t3,55300789542585989239368225733502601717068861405777208805342206514363155552624,1315501
389213935854642737518965163996528688860810306473210283241451512658429313685,t3,98323212828001070646692338503619226330865728839612409577470420652614911714927,1319501
389213935854642737518965163996528688860810306473210283241451512658429313685,t3,44959791736326010438319562658564079468512019589521330104678012621817311532018,1321301
389213935854642737518965163996528688860810306473210283241451512658429313685,t3,32903705836095027979878249524887296369282637944634190267402794672971570945937,1385301
389213935854642737518965163996528688860810306473210283241451512658429313685,t3,99437811536668259521491537157182691869560307628428129416239304981246791253506,1386501
389213935854642737518965163996528688860810306473210283241451512658429313685,t3,23432830464149771664065986415230801928039885499467267280352837456348130694916,1421301
389213935854642737518965163996528688860810306473210283241451512658429313685,t3,23085476961191271500519397067045179078969092979550881902244873207501337193138,1424501
389213935854642737518965163996528688860810306473210283241451512658429313685,t3,34910908717947187676150744817104408271764193375983450593861496943055095565264,1426501
389213935854642737518965163996528688860810306473210283241451512658429313685,t3,106458810849253586582571650453994038399529029184177250725643552352099144116025,1429301
389213935854642737518965163996528688860810306473210283241451512658429313685,t3,101283554925205488261400921964040388694110385103143132926136533474230992224762,1452501
389213935854642737518965163996528688860810306473210283241451512658429313685,t3,23323267422886751502866661905305571372066556567736316412710675621318595370420,1480301
389213935854642737518965163996528688860810306473210283241451512658429313685,t3,79625108176405800400945213854744923322745801691311217741801529706728708208450,1500301
389213935854642737518965163996528688860810306473210283241451512658429313685,t3,96979386583937243679114723939737749804740879895281045158795362865550132000085,1507501
389213935854642737518965163996528688860810306473210283241451512658429313685,t3,90441477782985619541396253031041015138904177190943821654754062375813796396730,1531301
389213935854642737518965163996528688860810306473210283241451512658429313685,t3,40340895216168602610398117741569583195376071113168945680693625678234849177156,1532301
389213935854642737518965163996528688860810306473210283241451512658429313685,t3,99328168752131002265158885877788063057962026220865842694639910401951430354158,1547301
389213935854642737518965163996528688860810306473210283241451512658429313685,t3,96962764465798665061899166045711351697309973931509804576825797888318714336175,1572501
476982528653962679256258194063829299744212859847713661885292000077972319444,t4,52844586594990101027962046982567910740622928784213789212290067060664887580241,1300301
476982528653962679256258194063829299744212859847713661885292000077972319444,t5,23242284656423351380271903708723711762027479873890537824985466060804523064986,1440501
476982528653962679256258194063829299744212859847713661885292000077972319444,t1,20403316496871421272664568698299439347461859280601060105299507532463132659141,1314501
476982528653962679256258194063829299744212859847713661885292000077972319444,t1,10902000626438892467650695129102406328754844874762739558753240847595264239338,1350501
476982528653962679256258194063829299744212859847713661885292000077972319444,t1,88258275063743266365208983497577165648309688410900949443269583958407843837191,1407301
476982528653962679256258194063829299744212859847713661885292000077972319444,t1,70772536079062604067061053316072946874732806650733848868432812726026605491559,1424301
476982528653962679256258194063829299744212859847713661885292000077972319444,t1,49663678052274278297723168442807688917927608287749446929080394953064658508055,1430501
476982528653962679256258194063829299744212859847713661885292000077972319444,t1,79912213545378696167071301435155924058517269724851507590858264841441105700077,1439301
476982528653962679256258194063829299744212859847713661885292000077972319444,t1,15719546736641090262313042004265633083614845071829113582292014322804968383764,1480501
476982528653962679256258194063829299744212859847713661885292000077972319444,t1,64746080836297562518651940842841985987575751182636802803010769928643774227929,1550301
476982528653962679256258194063829299744212859847713661885292000077972319444,t1,24945161646150758624644499282763557549045211407595167519787873688153389796638,1590501
476982528653962679256258194063829299744212859847713661885292000077972319444,t1,61858098968903936828754462374352918212360780243759987994682041456266125914999,1591301
476982528653962679256258194063829299744212859847713661885292000077972319444,t2,4517781891513892425552140352535994604394849916064219809226046704838082072025,1310501
476982528653962679256258194063829299744212859847713661885292000077972319444,t3,30272630542820999335461403103403997775919282256361648590287895086207252059504,1370501
476982528653962679256258194063829299744212859847713661885292000077972319444,t3,31293990357597117805726432194673155288383622756096144300750877940293119483829,1380501
476982528653962679256258194063829299744212859847713661885292000077972319444,t3,52844586594990101027962046982567910740622928784213789212290067060664887580241,1491301
540745152629728449139772155469417186654650056075856593188093808950232766653,t4,27644795035077044654288768709077789620131226822335975618576490023337470996451,1480301
540745152629728449139772155469417186654650056075856593188093808950232766653,t4,108389484887862460119591501639479309828147415281025867118274299066320534176216,1547301
540745152629728449139772155469417186654650056075856593188093808950232766653,t5,40340895216168602610398117741569583195376071113168945680693625678234849177156,1468301
540745152629728449139772155469417186654650056075856593188093808950232766653,t1,40340895216168602610398117741569583195376071113168945680693625678234849177156,1279301
540745152629728449139772155469417186654650056075856593188093808950232766653,t1,12302869099969289016796105855630783090837674165474453934370863918627954306487,1294301
540745152629728449139772155469417186654650056075856593188093808950232766653,t1,44877830622453493031416547579454823041932550059929160871125169900323606940825,1300501
540745152629728449139772155469417186654650056075856593188093808950232766653,t1,8341196915249079243480620541174707865363088147648438246073559255033717035794,1320701
540745152629728449139772155469417186654650056075856593188093808950232766653,t1,96334511697595008857730852994889090916806611442639378759206158506395129529996,1330301
540745152629728449139772155469417186654650056075856593188093808950232766653,t1,57029105249133398303716716623836224314361372650375736754270264766591923323778,1383301
540745152629728449139772155469417186654650056075856593188093808950232766653,t1,7569419173434507873659768459421722917783883936922882403167510282695498987711,1481301
540745152629728449139772155469417186654650056075856593188093808950232766653,t1,108389484887862460119591501639479309828147415281025867118274299066320534176216,1487301
540745152629728449139772155469417186654650056075856593188093808950232766653,t1,70596710837518676339517358000740807083339651005573678982686248781241124982331,1571301
540745152629728449139772155469417186654650056075856593188093808950232766653,t2,88602039120159187756056356273289176961101437420386277833236909396160402826894,1330501
540745152629728449139772155469417186654650056075856593188093808950232766653,t2,44204938094273851723621071196784460414460266125970000677805667152515414896022,1370301
540745152629728449139772155469417186654650056075856593188093808950232766653,t2,10902000626438892467650695129102406328754844874762739558753240847595264239338,1382301
799997090302940622568638532251045704483689605525259839064712666505644865423,t4,97515021599459191783626485979392141589692327544959284619432181375839430880834,1350501
799997090302940622568638532251045704483689605525259839064712666505644865423,t4,42472684187734369564410878942482944016179870806761817070013622901130789507541,1450501
799997090302940622568638532251045704483689605525259839064712666505644865423,t1,77696149337200752460382416075170074154784311747254550191323296954323081640718,1312301
799997090302940622568638532251045704483689605525259839064712666505644865423,t1,26027206314440631004278676861849416547035262808368052507040839812920793088447,1340301
799997090302940622568638532251045704483689605525259839064712666505644865423,t1,56326338671884137211620696372189334877393459201276231334775780977685401961186,1343301
799997090302940622568638532251045704483689605525259839064712666505644865423,t1,62810104194371897471154567012161403745717635470039975197494265116690688631067,1423301
799997090302940622568638532251045704483689605525259839064712666505644865423,t1,10832525437826712736397745586955193916384168925372331059985534916556180287138,1455301
799997090302940622568638532251045704483689605525259839064712666505644865423,t1,28250609287359069780009857337423729097716500519211895257744606539915959974487,1470701
