nodeID,topicID,is_evil?,numInConnections,numOutConnections,numEvilOutConnections,numEvilInConnections
40534682050617350182049132342094420675926571350178116084498004596088895648,93541373975201890938187850683779644081366556136554089446356210062480894951600,0,22,16,0,0
84289508172603297146724169583735831579071803382913624138097833979230680883,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,20,16,0,0
165905294335721072599325068137650275699581097438474290702775703557342704311,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,10,16,0,0
210752575186832947719182416143133047523635259988410832241261594318875484869,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,12,16,0,0
409685566143963560768066911271298035207131488238774030277248483294705525269,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,17,16,0,0
581043606224528134476702069939478280456353979609757794048472707114167049978,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,16,16,0,0
887873496049351231505572482722682135797815570065051070448800556939935281866,93541373975201890938187850683779644081366556136554089446356210062480894951600,0,11,16,0,0
894013991728088474817579377089853202062707985982835962745781866370977791964,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,18,16,0,0
962524287111937420974795275886118311176409480362126069472376031012578460670,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,23,16,0,0
1242996863029665037771171497925792379536570254606828248876674122279551363553,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,1,16,0,0
1413575966607569679808985082284788656225917138808743358232042770584697296796,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,33,16,0,0
1483984553224380977605798346780519003174444291853730331292324546404325607910,93541373975201890938187850683779644081366556136554089446356210062480894951600,0,32,16,0,0
1487332551505611549756001586190216851317817890149609067054442859416581483723,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,8,16,0,0
1510722520554344118068907407972338609571903750829699085939813092240529687170,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,23,16,0,0
1551168794768227659372323642404550863360732238560426500620584461163184354507,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,1,16,0,0
1627162206956623183512923494775666886467378741390679582679906519412103650926,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,1,16,0,0
1683714001897307791653217540053250857581119122594027576752892972664645329861,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,16,16,0,0
