topic,registrant,times_registered,min_registration_time,average_registration_time,min_discovery_time,average_discovery_time
t4,40699665764026066526813077973837998206916244320930700510068656948031620884956,89,201,146334,5939,147274
t4,69543345231948733685413467651619342172031911430539757000549727280475953569364,67,201,120262,11599,111346
t4,13240306062566610864659693746493925813983200423911513155885500801164039258902,84,201,146636,44399,192483
t4,12737632928118984446609506206439342415426826605236910521403493799584047485826,104,201,111976,49816,198010
t4,108996731970140372636153508905408847054513311004483086507364965130179814784755,102,201,112021,13599,152309
t4,110031278916403342694496081932899996726763895905299292315436330990091377682794,95,201,138941,128,159048
t4,44391241222718079199560474421280265935552713079634930287363238207686951205407,102,201,123873,3799,184400
t4,38905544958164382751246665070614594932960036524058726272165193414995265860728,98,201,123521,1399,153411
t4,113082940540239043260530285290036797540694353444085988307809670481332741592300,99,201,115812,999,181324
t4,84756375060302316847410047786791065293154502252852992459049260187592506745063,69,201,128388,199,126830
t4,51565638113973644273301532451888360202002530584295927780649321644622883192827,83,201,134115,3207,141919
t4,15321584409193569710204889671589966367660619730621758183143205379795381989085,74,201,174701,13382,166531
t4,114491169043235113508844885523904139763605776978523528528364697547176268604311,97,201,127480,22599,181365
t4,100369776241991995882455659957985850270433744974424030400216258756774910176009,96,201,128858,1799,177264
t4,8252115875900288136709012566467878877851836377032307645810918398251120746615,80,201,137455,9267,148342
t4,57673885564127348563999458442401544567910304257481807714376090349013635353629,83,201,129793,5828,164975
t4,18350014839419323094606212536078845189247747622444222564984798458305119177436,60,201,177033,799,134626
t4,99070874524538792735272462907941386445284597634509314366410040079936771668003,94,201,144541,8788,148852
t4,107266742747603761506774424250671486893109335011077441327244075120864006421966,86,201,135036,995,155182
t4,18966604253921653555921684139755259395630691948311708907316930753898521109622,17,201,5177,1199,5597
t4,2105322613149696823913246052552400492321461017927760685071167988212119613132,93,201,126970,15292,187370
t4,93552918985425119835712710922350589606165517881295874803464802877533564417791,91,201,125325,19417,184454
t4,24352043099990544710412943754649985522718094979958092639873059303609451616508,84,201,142937,7774,134790
t4,63183884389331840136612650427637923516921069870469682529188284982843375509292,97,201,117005,14230,157516
t4,4277217258747567074978375461034668585048640345218924949119067269524148425159,88,201,131908,2267,158004
t4,78263565430944384616953255798821354436348074440115521813048537861614025976166,37,201,29774,199,146199
t4,22514591897439866822145391359708312182298711161946616691396835985341807156081,66,201,91865,7246,181670
t4,18723002904160969952436824017921285802678842054895253181834698112912438974932,79,201,145884,799,166133
t4,98687283621519861533279129089762979518217634352085791457904831157633707889000,46,201,156368,73799,187223
t4,68115705385050971163753342551797632809432067530025959231879839048418674494159,110,201,118230,18799,169954
t4,47133293908270916369164501118980385486083055006600849224721592596464140538490,90,201,125349,4880,147930
t4,11262248995224376335204962219267522374853737800432475835768390639641593303213,75,201,150962,69268,194371
t4,1529043774225487666823679233064510560776023672155019559677028798890774178506,76,201,135294,799,113474
t4,55300310301896876820628178627219297646275032032044738366606846419217481654621,33,201,49577,56060,212728
t4,55355674755459723299119653793772161662114188502567287067979608923572484495508,90,201,135522,1487,153275
t4,85503233434110317059654079495113234688350110829799633868543813749321837316311,50,201,115227,86199,146740
t4,48312392493187865646183694926832138192805267893649462040781642138353432300883,87,201,139411,11874,162691
t4,90507885967836112528331384889415118392404251688298213991000093164263755145553,104,201,118681,3399,177999
t4,2462153076804973612262243066617493655567188785153219978397253566791568525123,76,201,86227,2199,148217
t4,70447567318146609579085140559631265651085480818011298260787345542809752765621,118,201,98397,6053,182582
t4,84289508172603297146724169583735831579071803382913624138097833979230680883,97,201,114205,14657,184137
t4,92663661904859418772179392896533658173804786446420971560017581500910971975932,88,201,127041,2806,145015
t4,18560758504449276721941887139142592155875107680720581757123674681895220154115,72,201,152488,2447,158344
t4,84812317166285464621668042458912739618617518809928233672248212834326335697874,82,201,118828,27794,192608
t4,34207491284641535725420345419346590637939953175792360741083188044083137940759,91,201,131287,29599,152903
t4,55636089963884728898863109838180510385452165783475302993063608157116708170765,39,201,113018,12883,167483
t4,49069330643797600186516214351873819418688508944290090157724278251209646577363,80,201,155749,3226,159927
t4,25616670993763178784052302018851417944023232476764488743124249686734503884279,79,201,155298,22733,145320
t4,110439924705199778958489015952190917521510624999054228573662095826065043443442,35,201,26961,14531,164603
t4,26738830244352212213844719898477045220690572201985888050741720438576927620800,18,201,43251,799,116332
t4,65111651984514154850722896401610029761172551439545578960183703175394518968547,35,201,86261,199,57098
t4,39680993435014005959355969886909139867161033286623496565491715108940251228423,36,201,232,50779,209790
t4,11184408034434040722468491513370261173603089537628381970612623831634049296919,76,201,153743,23836,154098
t4,88523972390701521224547051310049204836256713180051103265021153933698724413736,106,201,123597,1905,140600
t4,18377261912640936848239770844918160458598456387977643356919769707715823383544,79,201,132220,5144,142762
t4,14548241329805163113732287188732414492331102516959264912460918275025213822128,42,201,188563,14199,182571
t4,109977214524667033575298664874107773256254193541441860772815173917370363574478,85,201,135739,11013,149835
t4,32937576521126061978978361725642684367629617912263985680568854009338417424693,76,201,145584,8054,181186
t4,61199961020896647510801001537411344227468349951771180394375377816477694129313,103,201,104313,2352,123310
t4,75209052046063289210837535827697439309576625616001296662056770165818843075717,124,201,78725,3599,140233
t4,78132250171900838179649360532195202898293304891826567225983358520266567408759,128,201,87666,2199,179869
t4,13647307052283240918543269183047682738107945004078568470248165689165731873603,78,201,158829,10985,166145
t4,68794428436605083235294079874820233440835979389786784774787348697575407989460,128,201,88336,42319,166158
t4,45833839660393410301524302654667147902729682112232590105267913522242169154832,82,201,135657,3050,150453
t4,23848747281347076796386991580071616921885826932691055561310488636529545486476,85,201,123204,4358,188480
t4,102262826658055836451700050326300434131720780293856554403755689589596512475523,77,201,154870,8468,162803
t4,73549354454218823306416516602787672210090650918780819489713794271636255249825,54,201,10506,14545,206745
t4,18717196201007941477522115374741156429963275166329629115181685001156626489497,82,201,135842,40025,166971
t4,111922696293988932312211349843399457560848163058760876942090202116697111341643,93,201,137413,2691,181198
t4,10128282773946175570021385901226598798319823500530139865736296739528578021313,24,201,22494,799,71249
t4,45478291890022981732046337246183940556133455855681274771902108792611471254788,81,201,157559,1260,173261
t4,65420604447044863187743309462304250293398399578513354874427857789314719219100,103,201,111444,3021,163394
t4,58561520258306954538633376464773399893438562597695127833035968889767224436985,67,201,141124,61599,150419
t4,22194707835702543985349234873150433397283584316930767321087555008871337951090,18,201,19013,799,5665
t4,99171219327989101975314316580291277146046104126478607341463827114379101548992,82,201,129969,10612,163317
t4,65722165360209960156705156038765444282607639216964812610350493957266524870010,79,201,107454,1199,98271
t4,83303755584306205962519642998068107112124140537032087670946301013981418886759,119,201,112938,19337,153052
t4,65365942744687314049088691687454216114729918938510921283319736857808482994852,106,201,112864,22799,182861
t4,107612190698583980557550276996036638173060296790560923250479749035753458409427,95,201,115380,27122,162624
