time,t1-normal,t1-evil,t2-normal,t2-evil,t3-normal,t3-evil,t4-normal,t4-evil,t5-normal,t5-evil
100000,32481,0,32114,0,16681,0,10787,0,5251,0
200000,54990,0,54481,0,28633,0,19370,0,9529,0
300000,73145,0,73724,0,38652,0,26696,0,13289,0
400000,73386,0,72506,0,38543,0,27061,0,13472,0
500000,73351,0,72523,0,38286,0,27049,0,13445,0
600000,73236,0,72500,0,38056,0,26912,0,13380,0
700000,73666,0,72459,0,37859,0,26799,0,13296,0
800000,73784,0,72307,0,37780,0,26561,0,13187,0
900000,73775,0,72371,0,37761,0,26510,0,13160,0
1000000,74080,0,72220,0,38079,0,26708,0,13192,0
1100000,74181,0,72235,0,38095,0,26666,0,13168,0
1200000,74250,0,72329,0,38047,0,26655,0,13255,0
1300000,74729,0,72179,0,37855,0,26739,0,13232,0
1400000,74852,0,72281,0,37747,0,26743,0,13245,0
1500000,74938,0,72385,0,37765,0,26730,0,13213,0
1600000,75324,0,72319,0,37948,0,26849,0,13331,0
1700000,75358,0,72356,0,37987,0,26869,0,13403,0
1800000,75553,0,72566,0,37971,0,26920,0,13417,0
1900000,75713,0,72371,0,38137,0,27031,0,13409,0
2000000,75841,0,72333,0,38056,0,26915,0,13312,0
2100000,75964,0,72424,0,37983,0,26908,0,13268,0
2200000,76276,0,72559,0,38038,0,26923,0,13291,0
2300000,76375,0,72705,0,38022,0,27003,0,13350,0
2400000,76455,0,72801,0,37957,0,27001,0,13366,0
2500000,76576,0,72756,0,37913,0,26944,0,13379,0
2600000,76812,0,72872,0,37887,0,26998,0,13370,0
2700000,76922,0,72874,0,37884,0,27083,0,13325,0
2800000,77005,0,72501,0,38090,0,27130,0,13350,0
2900000,77226,0,72578,0,38142,0,27075,0,13341,0
3000000,77309,0,72683,0,38199,0,27063,0,13334,0
3100000,77235,0,72772,0,38140,0,27058,0,13368,0
3200000,77473,0,72896,0,38183,0,27090,0,13322,0
3300000,77794,0,73066,0,38184,0,27159,0,13330,0
3400000,78025,0,72925,0,38127,0,27107,0,13290,0
3500000,78192,0,72876,0,38138,0,27127,0,13401,0
