nodeID,topicID,is_evil?,numInConnections,numOutConnections,numEvilOutConnections,numEvilInConnections
5626604434842560705549189236799338350146531596854766808354080297933959270,73701641029887600249961343338973597360127254455583723069938763114031389713034,0,23,16,0,0
33931709657380429869728950659546322360058885926404961426008385348308540618,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,16,16,0,0
38685854180260792273499480595685015906935886734659030544607431992205496194,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,13,16,0,0
52967468433894361156456937796351483431957237122634971223389945902726844929,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,33,16,0,0
81556841023970121120899441130465805511590452567032258577287640116993785727,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,15,16,0,0
86558882772486931431192013226509256956803086123319519031083359314439320565,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,29,16,0,0
112768393600400534516908768698649925827108164495428207306203293082902209005,73701641029887600249961343338973597360127254455583723069938763114031389713034,0,25,16,0,0
132077939569425486010446564530724113531880522917547147029709923923204193545,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,27,16,0,0
137975261688121226642300992345239248377506761490195817009255539818880533769,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,19,16,0,0
145218966666364256489015175537515829610470181882657929849898402267350350131,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,10,16,0,0
225514324236370775535150873147542321264212070535467513255378350581503746954,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,0,16,0,0
236339183474062004480239707451757974411593495453768379508247540667473475382,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,18,16,0,0
240866937645760854855800521846398460769442769318470865534722391767336950309,93541373975201890938187850683779644081366556136554089446356210062480894951600,0,30,16,0,0
350676934223421009022902356566537554791851598630448333621171263798866862864,73701641029887600249961343338973597360127254455583723069938763114031389713034,0,33,16,0,0
362412821387931804422536385888330304120017687563450526399410319825804465817,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,22,16,0,0
363316817472159226069963914865917041697014393329429437649566875179660103594,73701641029887600249961343338973597360127254455583723069938763114031389713034,0,5,16,0,0
364911150969656948044522842538600352256187871937257447638963647775351266280,93541373975201890938187850683779644081366556136554089446356210062480894951600,0,0,16,0,0
371330296255330872536769938985260684283184057891703305694295192621081884761,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,10,16,0,0
382764397353830770563691216888096905211832422814411738723594642682237979704,93541373975201890938187850683779644081366556136554089446356210062480894951600,0,33,16,0,0
409669226925709280213881130387901462354273630427696438409424328920503038850,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,21,16,0,0
414957258157631481706810853112547029624116316429478766586867429501377743589,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,11,16,0,0
430445951654689560715496865065667413156655995771408086027674507849338992905,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,0,16,0,0
438992907637401707658298164390385411617324965027792017534636555771886564578,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,2,16,0,0
444807889287544245479620291793394810615896900770044293758033183064318636515,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,15,16,0,0
445446449856931865876543438341970580189893959246714124006799201481915563407,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,31,16,0,0
459235019657768569415840238179593053589145027624611755149133529402499160681,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,11,16,0,0
464220427241298929125868175995711802771902775371846580186427642682014652693,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,0,16,0,0
506929749827753972367423857383863121775967241700682535819985077458659937079,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,33,16,0,0
531946559719345383003136246909272342660310689792439716824162872012091824422,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,19,16,0,0
578629267562914937969914132685512464945137920249644569846030946869790869563,93541373975201890938187850683779644081366556136554089446356210062480894951600,0,20,16,0,0
588116220422187055915237130220021728774123177735919314788412121142835229505,93541373975201890938187850683779644081366556136554089446356210062480894951600,0,29,16,0,0
601606794451689868840181027993294956552582418752342994782085964044585038871,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,0,16,0,0
610323217267643538936375690642373077755004129822971118650504995259068747509,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,19,16,0,0
623072204238521732624588912209008602672493243339191043286372278530062635815,93541373975201890938187850683779644081366556136554089446356210062480894951600,0,31,16,0,0
632737174729291893769098231622763868178000086644583991266373467586020665932,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,4,16,0,0
634515519466162632003469161009280521841762562478612344643064692381466028884,93541373975201890938187850683779644081366556136554089446356210062480894951600,0,13,16,0,0
665694988582607832114383488468545586701240202712076447391950543624385753058,93541373975201890938187850683779644081366556136554089446356210062480894951600,0,33,16,0,0
667393992399753982131494724468978156150414442074030139180983780720247256869,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,21,16,0,0
