time,t1-normal,t1-evil,t2-normal,t2-evil,t3-normal,t3-evil,t4-normal,t4-evil,t5-normal,t5-evil
100000,24745,0,27077,0,13810,0,9515,0,4707,0
200000,27759,0,34307,0,16458,0,11944,0,5530,0
300000,28161,0,35076,0,16826,0,12219,0,5617,0
400000,27299,0,27568,0,18480,0,14967,0,8841,0
500000,28674,0,24515,0,18533,0,14835,0,8952,0
600000,28549,0,24063,0,18359,0,14729,0,8911,0
700000,27189,0,24654,0,18568,0,14822,0,8838,0
800000,27185,0,24474,0,18411,0,14705,0,8870,0
900000,27254,0,24453,0,18401,0,14742,0,8886,0
1000000,26427,0,24108,0,18290,0,14876,0,9136,0
1100000,26877,0,23793,0,18413,0,14880,0,9156,0
1200000,27007,0,23766,0,18415,0,14804,0,9173,0
1300000,26802,0,23761,0,18282,0,14196,0,9371,0
1400000,26971,0,24183,0,18382,0,14373,0,9403,0
1500000,26913,0,24299,0,18402,0,14462,0,9434,0
1600000,26357,0,24696,0,18489,0,14804,0,8851,0
1700000,26622,0,24667,0,18699,0,14840,0,8911,0
1800000,26715,0,24643,0,18722,0,14864,0,8882,0
1900000,26283,0,24762,0,18505,0,14388,0,8989,0
2000000,26432,0,24880,0,18414,0,14618,0,9099,0
2100000,26472,0,25018,0,18448,0,14651,0,9135,0
2200000,26126,0,24703,0,18309,0,14742,0,9240,0
2300000,26073,0,25058,0,18348,0,14740,0,9318,0
2400000,26173,0,25067,0,18384,0,14742,0,9318,0
2500000,26072,0,24637,0,18713,0,14924,0,8999,0
2600000,26275,0,24719,0,19033,0,15045,0,9033,0
2700000,26426,0,24811,0,19201,0,15125,0,9033,0
2800000,26056,0,25023,0,18879,0,14972,0,9266,0
2900000,26328,0,25287,0,19001,0,15160,0,9320,0
3000000,26469,0,25352,0,19023,0,15186,0,9361,0
3100000,26407,0,25054,0,18881,0,15233,0,9349,0
3200000,26324,0,25195,0,19022,0,15236,0,9328,0
3300000,26364,0,25308,0,19002,0,15442,0,9382,0
3400000,26402,0,25079,0,19326,0,15287,0,9330,0
3500000,26706,0,25329,0,19374,0,15514,0,9324,0
