time,t1_wait,t2_wait,t3_wait,t4_wait,t5_wait,t1_cumWait,t2_cumWait,t3_cumWait,t4_cumWait,t5_cumWait,t1_reject,t2_reject,t3_reject,t4_reject,t5_reject
100000,2418.4505283381363,2351.864229574118,2197.3006596873656,1421.3209064327486,1612.7487341772153,201.0,201.0,201.0,201.0,201.0,0,0,0,0,0
200000,4477.908737864078,5061.697602370689,3830.8490007401924,5110.142571884984,4847.185579196217,201.0,201.0,201.0,201.0,201.0,0,0,0,0,0
300000,123.83126550868487,383.46054333764556,530.9349593495934,0.0,0.0,201.0,201.0,201.0,201.0,201.0,0,0,0,0,0
400000,2371.668483837714,3602.8247963690674,3618.32323641347,3198.645930827231,3427.621078340444,105051.49255630487,111450.43327475709,76278.51609717558,65243.093794729306,50981.413018506704,0,0,0,0,0
500000,21972.34461831038,17292.253616998558,13986.936130033047,19562.478534031412,12706.112957746478,59031.178587909555,30116.384462151393,18328.25396825397,16452.44195428059,12879.878656554713,0,0,0,0,0
600000,20996.661596958176,14493.797297297297,13322.644,11825.299572039943,12097.790849673203,67466.87732342008,62215.95033112583,56830.752808988764,44290.115853658535,40329.65217391304,0,0,0,0,0
700000,2172.9448951513614,3586.430543666922,3593.1514985301806,3191.549741403519,3322.8028678118,155133.6621546706,170140.45167774858,116856.98961543615,103322.72020902939,79736.31546829398,0,0,0,0,0
800000,19997.5560485887,18828.8051104248,15103.883912834483,18752.11377142365,12119.288762446657,102345.20247442303,28728.31832711774,14106.742702251877,15686.84423828125,12039.718004338394,0,0,0,0,0
900000,17331.627044546618,16130.163619315517,14771.80314009662,12482.752403846154,14429.9009009009,75183.55454545455,40652.90510948905,37539.61963190184,27549.321428571428,27648.593220338982,0,0,0,0,0
1000000,2109.5453097993613,3587.5496408100694,3563.1523360816645,3244.438397267958,3341.869170207448,188408.2187423538,216472.70769641903,141996.82398186938,115852.3607502366,89089.8439253556,0,0,0,0,0
1100000,21312.840163070217,18924.37893519891,14995.296045023513,22152.68280871671,11808.411688311688,110148.36,34511.90264705882,16255.766532258065,13827.336291913214,10641.488770053476,0,0,0,0,0
1200000,19560.831965272297,17543.830249768733,16901.11638591118,17537.314696485624,13504.426829268292,56224.13100436681,48316.04115226337,31981.447852760735,29644.083333333332,27383.706666666665,0,0,0,0,0
1300000,2269.3869841890087,3605.468781633691,3591.9481913695417,3287.140494962768,3378.6092303529667,207750.1215297022,240104.21161803135,155974.63792375862,135630.42404300676,92484.20181229773,0,0,0,0,0
1400000,22479.075125481922,19203.878727880212,14343.694608358257,21293.68678274634,13030.654137713203,108762.41059602649,34853.58004827031,15757.518882769473,12050.677524429968,9284.59978308026,0,0,0,0,0
1500000,20359.267829606786,18158.335490293677,17874.814393939392,16372.857350800583,15475.476439790576,47378.48453608248,33462.11884057971,27238.422222222223,18195.853658536584,23667.80769230769,0,0,0,0,0
1600000,2290.0442515397112,3609.535341759658,3445.8992794341243,3211.3132679591276,3489.843526691203,223539.54070014897,248109.13867336905,170627.358410577,140572.96532796635,101852.28695025234,0,0,0,0,0
1700000,21368.05103781116,19040.924511345765,15330.65026257835,21882.20200252746,13656.865326633166,116065.21409326425,35947.886319309,13378.981599699588,12438.982184716362,8856.708808290156,0,0,0,0,0
1800000,27578.636463994564,18692.573333333334,19366.428387096774,16088.558441558442,17520.04761904762,50156.00421052631,39804.03503184713,25909.934010152283,32227.75221238938,27000.11111111111,0,0,0,0,0
1900000,2262.0216336623075,3616.8399939259384,3575.6848755052056,3157.8848506811014,3410.5054051399575,235524.20400535534,261775.87273432736,176323.90209685845,150730.25676201595,101186.5602979089,0,0,0,0,0
2000000,21352.292732837574,18421.78842605197,15311.869042819128,21756.87780448718,12682.641804788214,123307.93225210429,31207.797461368653,13442.679022082018,13278.541861453463,7718.667917448405,0,0,0,0,0
2100000,20638.610865499064,17555.843958487767,18509.97599164927,17577.06407035176,13195.453924914676,42830.766336633664,28721.350561797753,16879.724890829693,20858.11811023622,22572.722222222223,0,0,0,0,0
2200000,2321.2622662314307,3593.3026695155445,3579.1164478948904,3319.6786040959337,3301.9573795230126,243177.56335824786,274217.48363573727,186524.3202337922,156779.30763131814,107014.2535653166,0,0,0,0,0
