nodeID,topicID,is_evil?,numInConnections,numOutConnections,numEvilOutConnections,numEvilInConnections
389213935854642737518965163996528688860810306473210283241451512658429313685,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,5,16,0,0
476982528653962679256258194063829299744212859847713661885292000077972319444,110399480403589887934886466424777087867383869506846657143181403468195004393527,0,22,16,0,0
540745152629728449139772155469417186654650056075856593188093808950232766653,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,33,16,0,0
799997090302940622568638532251045704483689605525259839064712666505644865423,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,26,16,0,0
1063746180812293138887147089075963624870327760613376677517257382747015181242,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,33,16,0,0
1429308547368735517830801646267653664013637324312460488478040389781624889225,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,25,16,0,0
1468283386354146620886181394358833494446400590698130493247146836385798165135,93541373975201890938187850683779644081366556136554089446356210062480894951600,0,33,16,0,0
1550173801442751417792725034269687169072022895688356008078909292890135615195,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,15,16,0,0
1733582118760223089120334194976324951153321790066756269058931118645694395562,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,1,16,0,0
2124780993618723830581433419973225529281653788589520848232623772842162332293,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,33,16,0,0
2269492498407044999908709798762630577002902839218765605367636188461907759916,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,15,16,0,0
2503999809631829890766658671975559649316181805053960308883696645264445788598,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,11,16,0,0
2562590415379054810731496224146976603007055736122568324044843801533053131681,73701641029887600249961343338973597360127254455583723069938763114031389713034,0,33,16,0,0
2966596237416501173003309994821459236674460559977087000373782069583068770331,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,33,16,0,0
3210965440531246201861004800407675648738105925457274631155984891082246183461,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,16,16,0,0
4217767680548469344169152898768810943666617620465187621213865406015745396507,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,0,16,0,0
4444098590876638265640435917379751029258299644166908074092558334308118615721,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,11,16,0,0
4473320279178703303879289825411025439607481602687139438865338140717224570653,73701641029887600249961343338973597360127254455583723069938763114031389713034,0,33,16,0,0
4483397735534683574098532588642546581481072920930562045415574638175068493576,73701641029887600249961343338973597360127254455583723069938763114031389713034,0,4,16,0,0
4517781891513892425552140352535994604394849916064219809226046704838082072025,93541373975201890938187850683779644081366556136554089446356210062480894951600,0,29,16,0,0
4807564729499496672676184436468116694093794058451590027685728201346430021549,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,19,16,0,0
5161845433116021929939244310978199245838618703333236369921495381423011146764,73701641029887600249961343338973597360127254455583723069938763114031389713034,0,2,16,0,0
5263036333967009769027881732077671734060373069612245117511923536499801705121,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,28,16,0,0
5284689978273943575567177032565260873661409002314906415365218196220031342837,110399480403589887934886466424777087867383869506846657143181403468195004393527,0,19,16,0,0
5414654411339472575226800425024567060020939771977144918362332634474223546223,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,33,16,0,0
5497576020437300932583185797246629030237600861368072432268897700537402731415,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,26,16,0,0
5689702913774773396054614047266349446009114287987558400014167011624237521170,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,12,16,0,0
5930934156500011589406647056535215023395435872253621640487233664371312186085,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,33,16,0,0
5959687431411907817583717043227719161473244591201990055504625977652692133315,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,21,16,0,0
6427160286767002519316941877846894828076795681927468394870361375152723192753,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,33,16,0,0
6568004554414756940152586151583395822728341532723496261736012780489260180007,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,13,16,0,0
6640216043238620479447846333709764722046161438884706633623956294931546027676,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,10,16,0,0
6970402852246313674434802327789130222374004397516729751901710255680609865559,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,33,16,0,0
7094722471372947657495125585544229983297274354702611922094461982404539471408,93541373975201890938187850683779644081366556136554089446356210062480894951600,0,33,16,0,0
7499502891275746171325449406746152995909705964955759178861889315809927464829,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,32,16,0,0
7569419173434507873659768459421722917783883936922882403167510282695498987711,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,29,16,0,0
7572732215357012187264808194705527073801674781837583391228359080765300291039,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,3,16,0,0
7714238936366418712392307146417295392384350731247162076749843809744112989258,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,29,16,0,0
7775331261182650506591896617724779196858915731574352084487108846209683147422,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,0,16,0,0
7784536818972575867356504288297703480020005948328455368168734084854388071413,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,20,16,0,0
7887081454390969265423271167909473251073973208555826478728683148406614834829,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,8,16,0,0
7896416660544837286034199157076979853517596050035293217129697401861842096588,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,33,16,0,0
8086149262454596152449849464334634712667598882277954412842989337159326295493,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,33,16,0,0
8223902465515615797486263321162322899728585959418883310183414485850201493879,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,28,16,0,0
8282924099209876250997246087088302641962582373093868525515032699761284536960,73701641029887600249961343338973597360127254455583723069938763114031389713034,0,31,16,0,0
8341196915249079243480620541174707865363088147648438246073559255033717035794,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,14,16,0,0
8443676222587283609253920263706220995997570544657577290925759933408903446787,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,7,16,0,0
8634015610159760096972229724561428063153344704567107730782204621199210140791,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,0,16,0,0
8799814200173101957707272338109608268984774857418537748625794411061079591373,110399480403589887934886466424777087867383869506846657143181403468195004393527,0,33,16,0,0
8988764688451684192785222679608040520496917785043694882061920327834990943879,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,33,16,0,0
9229584188005204911734750262869611965276990103958779407638580007236064741848,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,33,16,0,0
9472213772132440937844135324036827610193953304484540759892360933911352772047,93541373975201890938187850683779644081366556136554089446356210062480894951600,0,26,16,0,0
9505291896420368427245382507599279231402607468612227324463807189726008087698,93541373975201890938187850683779644081366556136554089446356210062480894951600,0,20,16,0,0
9622662877970010476743120171548131412639201670093575901293857878528850455232,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,17,16,0,0
9877729207401767711087310092907682566095289831076290256940071922806274669911,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,3,16,0,0
10026890841373239903227121966222384235392857827398797741597021109268806448838,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,9,16,0,0
10073507090228776501931038197709027717505979365114442335378043653366665824222,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,1,16,0,0
10600894041879048193501591223284316653786073536752748947813406606389583373787,93541373975201890938187850683779644081366556136554089446356210062480894951600,0,18,16,0,0
10793458855907825689719381358204170482416860896377821586215323623948329892542,null,0,0,0,0,0
10902000626438892467650695129102406328754844874762739558753240847595264239338,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,25,16,0,0
11090037166215636098369763467107071759384633360856058148542927256454464557019,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,7,16,0,0
11425513987565116950144336948041173799072873207970526762439624660674882498487,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,16,16,0,0
11455165442892295559271455099040766600856209397649913766896507128986099825817,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,33,16,0,0
12124483491534684035870632527191013081030182795614334004109147311210503444497,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,9,16,0,0
12170014231503787545128949410896242112630540919180751543607414535837824208820,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,26,16,0,0
12302869099969289016796105855630783090837674165474453934370863918627954306487,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,10,16,0,0
12421206415670906693688259945890314635128420357061635523334283271045616101113,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,17,16,0,0
12431048475231915014375606141997687604905849766706508022852096027012122348100,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,6,16,0,0
12459689639679342456920214413512126507410155021580106165271616047873885187830,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,21,16,0,0
12703116955347579483191360047994689437032357094366640459241286701478606360531,44572760592519791049693493502789098925949292785665845984629667213135946243074,0,17,16,0,0
13005999660077759138442782120546255820438663268471032144488311381714073283391,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,9,16,0,0
13171711037866639651053412401727993976492257256892543787241743201636487830043,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,16,16,0,0
13421157599858303277176439975697536864804292797779788219035431300664505960354,110399480403589887934886466424777087867383869506846657143181403468195004393527,0,28,16,0,0
13493120652329159319661096554084005473661790824759996601846905644288231181241,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,33,16,0,0
13582863553595176498664364409008573750623397492883201211457767372888233766999,93541373975201890938187850683779644081366556136554089446356210062480894951600,0,19,16,0,0
13594356776660496542360740675284842029945621591423677586908010516150998123974,93541373975201890938187850683779644081366556136554089446356210062480894951600,0,30,16,0,0
13860688922488616559048547196824803581331872773353139542975775938022974967008,88774264621058882344861714599027560679277716842487508070808197630764836933934,0,31,16,0,0
14431017364011656145481246190171161914793115680542838540410915234419493129105,93541373975201890938187850683779644081366556136554089446356210062480894951600,0,27,16,0,0
14691811942315438863728556600013792654275482970996556434816153658191339990690,93541373975201890938187850683779644081366556136554089446356210062480894951600,0,32,16,0,0
15058296514925571509036957590477731660818782817529447144717267894566402197874,73701641029887600249961343338973597360127254455583723069938763114031389713034,0,31,16,0,0
