time,MSG_EMPTY,MSG_STORE,MSG_INIT_FIND,MSG_FIND,MSG_RESPONSE,MSG_REGISTER,MSG_INIT_REGISTER,MSG_TICKET_REQUEST,MSG_TICKET_RESPONSE,MSG_TOPIC_QUERY,MSG_REGISTER_RESPONSE,MSG_TOPIC_QUERY_REPLY,regToGoodNodes,regToEvilNodes
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,NaN
100000,0,0,0,48316,48316,40215,0,47624,47593,1007757,40204,1007757,176.738430583501,NaN
200000,0,0,0,49175,49175,9436,0,23178,23172,467,9447,467,65.228,NaN
300000,0,0,0,48857,48857,491,0,11565,11599,105,491,105,24.160320641282564,NaN
400000,0,0,0,48169,48169,2006177,0,39063,39060,5014,2004674,5007,4106.907630522089,NaN
500000,0,0,0,47633,47633,117028,0,10451,10452,3991,117961,3994,257.53333333333336,NaN
600000,0,0,0,47283,47283,2718,0,646,646,3573,2713,3577,6.809716599190283,NaN
700000,0,0,0,46508,46508,1975344,0,35440,35440,38,1973447,38,4112.032719836401,NaN
800000,0,0,0,45561,45561,116210,0,10732,10732,120,117084,120,260.12704918032784,NaN
900000,0,0,0,45860,45860,4105,0,760,760,115,4101,115,9.948875255623722,NaN
1000000,0,0,0,45459,45459,1917204,0,33899,33898,156,1915618,156,3998.1618852459014,NaN
1100000,0,0,0,44916,44916,116970,0,10581,10580,167,117835,167,261.911704312115,NaN
1200000,0,0,0,45484,45484,4525,0,989,989,198,4524,198,11.253061224489796,NaN
1300000,0,0,0,44717,44717,1905972,0,32953,32953,134,1904566,134,3948.9307535641547,NaN
1400000,0,0,0,45225,45225,119464,0,11110,11110,230,120392,230,263.2540322580645,NaN
1500000,0,0,0,45550,45550,5445,0,884,884,61,5437,61,12.837728194726166,NaN
1600000,0,0,0,44577,44577,1878700,0,32399,32399,173,1877449,166,3868.6214574898786,NaN
1700000,0,0,0,44789,44789,122650,0,11173,11170,229,123362,236,269.261569416499,NaN
1800000,0,0,0,44776,44776,5638,0,1119,1122,142,5627,142,13.678137651821862,NaN
1900000,0,0,0,43744,43744,1815489,0,31472,31472,81,1813911,81,3738.7874493927125,NaN
2000000,0,0,0,43487,43487,119757,0,11211,11211,33,120587,33,267.8282208588957,NaN
2100000,0,0,0,43160,43160,6519,0,1596,1596,208,6511,208,16.49390243902439,NaN
2200000,0,0,0,43276,43276,1780061,0,30457,30456,274,1778759,274,3642.8933601609656,NaN
2300000,0,0,0,43657,43657,125028,0,11501,11501,229,125703,229,273.058,NaN
2400000,0,0,0,43879,43876,8026,0,1514,1514,118,8014,118,19.118236472945892,NaN
2500000,0,0,0,43509,43509,1785992,0,29812,29812,168,1784558,168,3631.608,NaN
2600000,0,0,0,43232,43232,134559,0,11042,11041,29,135405,29,294.14343434343436,NaN
2700000,0,0,0,42951,42951,8677,0,1551,1551,185,8650,185,20.620967741935484,NaN
2800000,0,0,0,42903,42903,1744335,0,28423,28423,186,1742817,186,3552.62124248497,NaN
2900000,0,0,0,43193,43193,128053,0,11524,11524,123,128930,123,280.27510040160644,NaN
3000000,0,0,0,42812,42812,8090,0,2237,2237,348,8085,348,20.530815109343937,NaN
3100000,0,0,0,42384,42384,1726908,0,27632,27631,46,1725517,46,3523.1726907630523,NaN
3200000,0,0,0,41997,41996,126510,0,11590,11590,76,127368,76,278.989898989899,NaN
3300000,0,0,0,41651,41651,8979,0,2145,2145,155,8958,155,22.518218623481783,NaN
3400000,0,0,0,41359,41359,1618659,0,26759,26759,149,1617606,149,3337.561866125761,NaN
3500000,0,0,0,41142,41141,115919,0,11694,11687,137,116288,135,258.32591093117406,NaN
