time,t1,t2,t3,t4,t5,overallUtil,overallEvilUtil
100000,0.6813921021140573,0.5645073793378547,0.39397287594734787,0.37934184284004463,0.294838452333466,0.7693119266055046,0
200000,0.8722938710321323,0.7886045118786171,0.6663685366340607,0.6443601517268892,0.5796446396486258,0.9273627470553004,0
300000,0.9191748056607507,0.8586167032090881,0.7776121187960953,0.7571337452660908,0.7097667929041198,0.9500597966912497,0
400000,0.8944134078212309,0.8415802075019941,0.7821947326416636,0.7737988826815624,0.7445810055865878,0.937976855546688,0
500000,0.8672998805256882,0.7762485065710872,0.7194623655914006,0.7109438470728766,0.6766467542811583,0.9111429709279172,0
600000,0.8501332272817655,0.7472062040167042,0.6933028435076583,0.6845774507854423,0.6483316762775859,0.8925074567508451,0
700000,0.8137064329814732,0.7088508265285796,0.6544074885480999,0.6435690101573368,0.6038080063732304,0.8718004381597292,0
800000,0.7985037803422155,0.6955192996418619,0.6435575009948293,0.6319419021090299,0.5919259848786294,0.8611858336649423,0
900000,0.7923037066560334,0.6904424073335985,0.6395775209246731,0.6277361498604989,0.5877361498605006,0.855526106018334,0
1000000,0.7594565434565372,0.6590249750249744,0.6016943056943074,0.5897862137862098,0.543692307692307,0.8374665334665334,0
1100000,0.7558473221422803,0.657897681854515,0.600031974420465,0.5858393285371657,0.5428177458033563,0.8335071942446043,0
1200000,0.7519439999999947,0.6542679999999986,0.5972680000000018,0.5826159999999952,0.5404999999999992,0.829198,0
1300000,0.7239045900982093,0.6246662657847247,0.5644858689116079,0.5504429745439907,0.504618159951895,0.8123812387251954,0
1400000,0.7226481816355181,0.6296001607393983,0.5734378139441451,0.559521800281289,0.5158971267832033,0.8103777375929274,0
1500000,0.7226113116726778,0.6304612916165236,0.575439229843564,0.5621580425190486,0.5193301243481748,0.8073465703971119,0
1600000,0.6974529435322305,0.6035002002402855,0.54183420104125,0.5294673608329951,0.48354024829795866,0.7914337204645575,0
1700000,0.6981742076938342,0.6075303966513825,0.5491648395455451,0.5361052421765944,0.4924935220251158,0.7878572852302173,0
1800000,0.6978938938938867,0.6056176176176143,0.5465465465465466,0.5335535535535485,0.49031831831831957,0.785913913913914,0
1900000,0.6716126450580173,0.5745378151260476,0.5134093637454996,0.500116046418562,0.45197679071628644,0.7708923569427771,0
2000000,0.6749929901862545,0.5792309232926056,0.5186220708992603,0.5082835970358448,0.46115762066893584,0.7694011616262768,0
2100000,0.6755080854461906,0.581006188860049,0.5216370533040536,0.5118826112996552,0.46574565781593114,0.7660910361349571,0
2200000,0.6516793282686858,0.5550099960015953,0.49366653338664573,0.4809356257496963,0.4315473810475802,0.7510415833666534,0
2300000,0.6521008403361269,0.5587474989995954,0.5023969587835135,0.4879111644657815,0.4420568227290913,0.7483773509403762,0
2400000,0.6503816183816115,0.5585414585414537,0.5030609390609394,0.4893346653346604,0.4428091908091903,0.7454405594405594,0
2500000,0.6334893021395647,0.5373005398920173,0.4798000399920012,0.4668106378724215,0.41610077984402966,0.7343571285742851,0
2600000,0.6363913392141068,0.5425982357658333,0.4861668003207693,0.4735244587008774,0.42422213311948576,0.7332357658380112,0
2700000,0.634570281124491,0.5448875502007983,0.4893614457831322,0.4769357429718825,0.4289759036144566,0.7307389558232932,0
2800000,0.6124393666065264,0.5211385047103578,0.4619963920625364,0.44958107837241706,0.39778713168971597,0.7184646221687713,0
2900000,0.6157710843373426,0.5338393574297127,0.4741164658634535,0.4624257028112416,0.41267469879517915,0.7201967871485944,0
3000000,0.6175432247687911,0.5362203457981443,0.4780257338158419,0.46638922396461246,0.4178086047446711,0.719091274628066,0
3100000,0.5952630526105149,0.5135947189437834,0.4525505101020185,0.4375195039007782,0.3874174834966974,0.7055751150230046,0
3200000,0.6041535078952562,0.5200559664201417,0.4633100139916039,0.4482150709574232,0.4008754747151691,0.704713172096742,0
3300000,0.6063945578231222,0.521672669067621,0.466106442577029,0.45117246898759195,0.4050580232092818,0.7032933173269308,0
3400000,0.5889467360832935,0.5027032438926656,0.44376451742090234,0.42994393271926046,0.3785863035642747,0.6928974769723668,0
3500000,0.5915404595404532,0.5059940059940009,0.4487032967032943,0.4370189810189786,0.3873366633366613,0.6895924075924076,0
