time,MSG_EMPTY,MSG_STORE,MSG_INIT_FIND,MSG_FIND,MSG_RESPONSE,MSG_REGISTER,MSG_INIT_REGISTER,MSG_TICKET_REQUEST,MSG_TICKET_RESPONSE,MSG_TOPIC_QUERY,MSG_REGISTER_RESPONSE,MSG_TOPIC_QUERY_REPLY,regToGoodNodes,regToEvilNodes
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,NaN
100000,0,0,0,758430,758418,390215,0,527764,527566,2806,390157,2806,183.08316713203033,NaN
200000,0,0,0,756067,756067,83239,0,253468,253524,1394,83278,1386,67.2204032741066,NaN
300000,0,0,0,736366,736355,15202,0,178173,178178,1909,15214,1909,38.54395056806857,NaN
400000,0,0,0,724879,724862,23785600,0,365665,365796,35129,23778456,35091,4818.688148443735,NaN
500000,0,0,0,716542,716530,960911,0,87633,87591,32806,961875,32809,208.79012345679013,NaN
600000,0,0,0,713494,713494,49225,0,13908,13946,33657,49247,33663,12.55378802942931,NaN
700000,0,0,0,710370,710369,23957567,0,352370,352370,1528,23947451,1549,4841.652459669389,NaN
800000,0,0,0,704145,704122,1145514,0,84578,84575,1677,1146192,1685,244.7457222443295,NaN
900000,0,0,0,699370,699370,134438,0,13772,13772,1291,134368,1291,29.535671582303706,NaN
1000000,0,0,0,690544,690530,23263797,0,334421,334414,1095,23253136,1095,4714.928671328671,NaN
1100000,0,0,0,686570,686570,1047365,0,83861,83859,1247,1047887,1247,226.06434852118306,NaN
1200000,0,0,0,680766,680737,174561,0,15804,15804,1526,174447,1526,38.073,NaN
1300000,0,0,0,674840,674822,22720651,0,322520,322517,1069,22710218,1063,4618.795550210463,NaN
1400000,0,0,0,668925,668925,943926,0,82712,82710,1378,944433,1382,206.27647177014265,NaN
1500000,0,0,0,664297,664280,243214,0,16277,16277,1663,243051,1665,52.0439229843562,NaN
1600000,0,0,0,663915,663914,22358844,0,309327,309297,1718,22349325,1713,4539.08109731678,NaN
1700000,0,0,0,662684,662684,912169,0,85446,85473,1908,912831,1913,198.84692047040065,NaN
1800000,0,0,0,660526,660525,283225,0,15857,15855,856,283023,856,59.87627627627628,NaN
1900000,0,0,0,655058,655033,22101147,0,298391,298369,1530,22091858,1530,4481.700280112045,NaN
2000000,0,0,0,651581,651574,878056,0,86500,86501,1192,878454,1192,193.18165431604245,NaN
2100000,0,0,0,647514,647508,306964,0,19940,19940,1743,306702,1743,65.26332601317628,NaN
2200000,0,0,0,643327,643318,21761833,0,287117,287116,1308,21752268,1302,4408.026789284287,NaN
2300000,0,0,0,639343,639334,872881,0,85412,85330,1465,873232,1467,191.73529411764707,NaN
2400000,0,0,0,636236,636216,342971,0,20744,20813,1542,342746,1546,72.67032967032966,NaN
2500000,0,0,0,630979,630979,21500588,0,274223,274194,1381,21491550,1374,4354.091381723655,NaN
2600000,0,0,0,625814,625803,872110,0,84823,84853,1324,872344,1330,191.84703287890937,NaN
2700000,0,0,0,619992,619992,316654,0,21510,21513,1282,316355,1283,67.90441767068273,NaN
2800000,0,0,0,614592,614589,21136726,0,264808,264803,1551,21126635,1551,4289.744237322108,NaN
2900000,0,0,0,612151,612143,843690,0,87771,87771,1429,844085,1429,187.04036144578313,NaN
3000000,0,0,0,606639,606627,322609,0,23446,23446,1471,322339,1471,69.57277844792924,NaN
3100000,0,0,0,603410,603402,20962746,0,256221,256218,1875,20954098,1875,4244.642328465693,NaN
3200000,0,0,0,601830,601828,871776,0,87913,87913,1589,872204,1589,191.8227063761743,NaN
3300000,0,0,0,600931,600913,338325,0,24837,24837,1358,338010,1358,72.66146458583434,NaN
3400000,0,0,0,596231,596231,20836760,0,247566,247563,1292,20828002,1292,4221.931517821386,NaN
3500000,0,0,0,594741,594724,880121,0,89466,89461,1962,880509,1956,193.72367632367633,NaN
