time,t1_wait,t2_wait,t3_wait,t4_wait,t5_wait,t1_cumWait,t2_cumWait,t3_cumWait,t4_cumWait,t5_cumWait,t1_reject,t2_reject,t3_reject,t4_reject,t5_reject
100000,1989.9766289071047,2247.2981349944926,2396.825954994175,2034.1227669498905,1828.564471669219,201.0,201.0,201.0,201.0,201.0,0,0,0,0,0
200000,3053.881924343747,2479.986731967943,2462.7341495698215,3193.6244459115346,3041.483675618747,201.0,201.0,201.0,201.0,201.0,0,0,0,0,0
300000,148.0606531881804,405.93363736436544,522.9319727891157,201.78622668579627,440.8529741863075,201.0,201.0,201.0,201.0,201.0,0,0,0,0,0
400000,4655.313442731385,4387.246576702494,4408.312462264653,3471.2533798335494,3494.284305504137,104275.03700262257,105934.29460892716,77590.8975100265,68673.8307501976,50789.960829432144,0,0,0,0,0
500000,20412.666953597538,17903.956956320482,13371.369795468427,21024.517796045322,13107.187730743944,45860.55244935702,27478.91072425519,19286.73653729795,17807.308350951374,14758.43737618314,0,0,0,0,0
600000,21863.83210633133,14675.56555716353,12334.733644859813,11609.737937342785,13014.109072375128,46775.96618625277,45245.156137184116,35164.83400809717,34819.863277826465,25671.246376811596,0,0,0,0,0
700000,4146.5475473496645,4420.342224043703,4424.750630730563,3631.5731716308724,3474.2289865598163,158248.94767594046,169835.65542792817,119911.09582564248,103653.64866871752,78184.503512635,0,0,0,0,0
800000,18388.897596439132,19191.761210533477,14174.095183740224,21275.23250877035,12998.015929610674,70856.85483799673,29044.29808516719,15628.004142651296,14584.485638579756,11883.226586102719,0,0,0,0,0
900000,21446.43770549325,15223.65099028262,8629.569803569137,12751.348575712143,14273.447690857682,53750.52150797487,36496.78182725911,43507.01669195751,25058.41015625,25432.4453125,0,0,0,0,0
1000000,4236.790206929691,4512.481250225832,4430.595718841169,3704.3675910222864,3520.6104356627384,191176.84391775448,210338.40409238703,146016.9970187582,123654.82581571247,92931.3654525077,0,0,0,0,0
1100000,20167.495337570803,18678.17603350705,14027.140575491858,22559.40446936421,10966.394547214455,76890.3656597068,28377.025508725143,14717.74995496307,13939.627843394575,10216.189615303763,0,0,0,0,0
1200000,22155.832956019636,15586.04994425864,8214.032299054757,13877.86064627813,17731.524590163935,51582.44223898373,30554.728985507245,61844.04115226337,19939.989593188267,21097.312280701753,0,0,0,0,0
1300000,4268.2738692767525,4587.27585618967,4533.828225850847,3731.8021019582825,3551.4473290523088,212689.4877587872,238320.35493227938,160357.27258114374,133263.28428023437,99153.16014796123,0,0,0,0,0
1400000,22844.81804348178,19337.678480566618,14366.409154033097,21432.212183341548,9988.951595931252,84016.15506056344,26870.928689883913,13069.468895661528,13563.357722708823,10415.425940752602,0,0,0,0,0
1500000,25794.729367798194,15782.548969300185,7808.779150377583,15337.886997635935,25027.99742268041,41468.43943075321,23594.915652173913,97315.8905950096,21513.1173553719,18985.87328767123,0,0,0,0,0
1600000,4427.012243176149,4578.3616988719605,4645.385365615325,3773.0325436772614,3539.2573177447557,233515.3969791932,263652.2235500713,176042.37932086867,138602.40923607437,103349.09051120449,0,0,0,0,0
1700000,23023.075242079663,20970.579255295364,14191.40611691023,21719.052016036894,9101.48616049976,87188.77898420674,24349.847361586588,10989.523455277438,11184.906610703043,11569.983101991551,0,0,0,0,0
1800000,23381.31111227757,16045.04462180301,7744.707818017704,14550.452145972,27521.691008671838,40732.78643755753,19848.656147540984,132508.33333333334,22288.51091045899,19633.563106796115,0,0,0,0,0
