time,t1_wait,t2_wait,t3_wait,t4_wait,t5_wait,t1_cumWait,t2_cumWait,t3_cumWait,t4_cumWait,t5_cumWait,t1_reject,t2_reject,t3_reject,t4_reject,t5_reject
100000,684.2611010208556,518.0999631359057,279.9498489037485,346.21575214632327,300.78438315318675,201.0,201.0,201.0,201.0,201.0,0,0,0,0,0
200000,103.10352983988355,59.467122267490254,53.731938680443804,62.065520271118366,88.75087310826542,201.0,201.0,201.0,201.0,201.0,0,0,0,0,0
300000,21.47878224014059,35.57376061353054,65.77565906012296,18.780512971698112,0.0,201.0,201.0,201.0,201.0,201.0,0,0,0,0,0
400000,8608.978237364805,4800.355637748443,2173.1764987665215,6326.435322324145,5216.20874508323,74934.7840222651,75324.69436866719,73538.25846340969,61762.41846182918,58881.418470149256,0,0,0,0,0
500000,9577.082785159848,12062.554557586422,12758.638160662269,11200.012265634965,7948.19588062211,22235.436557354366,25836.593554766507,27623.110818405337,18132.63625746172,16505.20647969052,0,0,0,0,0
600000,4137.950641870156,11866.561586314152,6366.015853976532,3310.2446223594097,4909.60543699187,4317.27476825805,4783.940330018334,4952.87378428587,3653.0589321434068,4809.6886435331235,0,0,0,0,0
700000,8614.34701064575,4087.507523661199,1428.9821397700107,6308.477288347204,4474.681619293581,152141.12843249427,150424.8316658833,138148.07888965044,124392.03069078314,103003.61422328168,0,0,0,0,0
800000,9442.449170271217,8171.785035297256,13090.831479821685,10826.237964427426,7668.740256257449,30426.03529851793,43056.47229770184,44528.2264133627,23867.19561438695,26443.161176766407,0,0,0,0,0
900000,4034.633212440222,10451.191484539957,5240.858858123009,2729.759626085021,4973.82945932289,4378.027960526316,7529.592292655683,3348.31406529517,2625.2259764414134,5860.231823979592,0,0,0,0,0
1000000,8703.319404557285,3578.9497492843607,1234.6908863477377,6292.557050211986,3941.7690050104843,199004.16050860618,205161.81351379276,178040.0769495729,160319.8093497499,138424.27895791584,0,0,0,0,0
1100000,9656.484578288679,8752.538064631159,12484.636101727023,11125.894746233653,8674.810166837908,27925.08036520995,52383.21379569589,55564.85186567164,21919.55864537445,26227.09294626942,0,0,0,0,0
1200000,4083.935164563227,10796.65585251376,11241.628208492992,2712.1816211530127,5796.329180444024,4737.416504042375,13033.586745840568,3947.6147587298,2490.6250970647616,6316.0651207115625,0,0,0,0,0
1300000,8176.406150688014,3442.6904031569097,1221.426631371149,6298.478388239019,4131.516169512671,236697.0518822949,247546.59968309858,213690.23445801422,189209.7241753901,165808.53154605927,0,0,0,0,0
1400000,9597.838479312586,7797.437887309743,11678.879054350475,11493.660375466827,8801.068964681943,30544.657031174596,63933.095826599485,63893.943722943724,24163.756616720348,32741.397479653453,0,0,0,0,0
1500000,4295.209276342176,10815.617352576868,11696.195377024564,2889.5914088178624,5495.366906074272,5210.3780074551,18328.512108980827,3890.771933962264,2781.801476488525,10038.992454068242,0,0,0,0,0
1600000,8071.634016471321,3321.928744910797,1187.7527472752918,6251.521220428397,4291.617318477811,263675.02882271557,275639.0522133527,245770.6994840329,221786.83368065892,187686.98168645604,0,0,0,0,0
1700000,9349.764747763815,7938.0165714235245,11940.750772773505,11410.883093219309,8000.056883972699,30646.33172413793,71393.28739243934,68664.73998655268,25850.60625,33545.17573333333,0,0,0,0,0
1800000,4669.469403326721,9561.406006402143,6271.17347235976,3208.084474885845,5808.957675992565,6220.839367552704,23696.511753860337,4561.484786530366,2963.3820334036,10549.03209957419,0,0,0,0,0
1900000,8087.562814271995,3380.294848301683,1215.133141908286,6251.661643981407,3924.827602909044,286752.3135612933,300852.7884987353,263962.0046671932,246464.5436718359,208075.52995391705,0,0,0,0,0
2000000,9341.44861454538,7431.914630495261,11818.83152684175,11649.667694842517,8493.980694267777,32866.37647584086,76466.40897632347,73479.4377925117,27444.485135717365,38988.8783155592,0,0,0,0,0
2100000,4772.859613778192,9291.614733299863,6546.412525761392,3608.8862530413626,5762.240197648351,6852.492875496379,27618.650938462433,4534.240515745103,4280.808082487943,12323.909809084924,0,0,0,0,0
2200000,8090.0767020275,3047.0759380973195,1197.3031472968653,6199.080815781288,4137.962497226126,308919.5578908555,326018.50852000766,279825.64511431486,272872.1639926889,231935.50444085588,0,0,0,0,0
2300000,9178.242453553918,7679.953805529382,11909.052556683202,12090.69359010263,8890.193483294037,32836.59717578963,85799.18990889979,74259.18235588973,30989.677941390873,41278.357024336285,0,0,0,0,0
2400000,5077.266840828513,10131.687669100036,6233.913785361473,3969.288965858486,5547.291391304348,7124.810070829118,31230.116045342995,4922.605429527705,4580.9918877809705,14787.76960945192,0,0,0,0,0
2500000,7810.688441659176,2961.962682881465,1179.9296130514279,6146.726415920605,3648.450114068973,330357.70417534397,356738.8997098722,293518.21559666836,298613.3856269113,250434.42620967742,0,0,0,0,0
2600000,8945.175294929719,7479.156818422878,11809.299200964873,12376.829321928508,10608.975551987154,35873.165517935304,87750.13123118527,79422.50172869636,35269.027498121715,45056.872406057206,0,0,0,0,0
2700000,5442.342893659425,8848.536311520938,6914.805302359498,3996.1776506984156,5892.304329299472,8344.85420673077,37121.652897474,5662.053228065707,5682.29922077922,15807.113091158328,0,0,0,0,0
2800000,7798.706395037103,2949.194633053039,1156.9925175773426,6133.245417142634,3296.000202293806,358079.61190907826,374364.83249039046,304602.79714879714,323094.69514114805,265118.9975384615,0,0,0,0,0
2900000,9070.82002326272,7135.640911778153,12551.778703874432,12432.89855988244,11467.598887311067,37159.542009549936,99079.5758200949,73082.49532127261,36883.83818375743,46002.72572745606,0,0,0,0,0
3000000,5692.562611040277,8718.403450008713,6241.403239834746,4309.549271305858,5683.502504722017,8897.869503807418,40848.87201219512,5706.646629286739,5809.806695464363,17110.186513629844,0,0,0,0,0
3100000,7492.707687211526,2921.163401345209,1138.9247902283703,6075.298670392497,3416.039344122688,378413.94152295793,389585.6256746658,292069.0250154895,353301.19249891915,274829.4293489638,0,0,0,0,0
3200000,9096.185201595037,7022.532987780206,12335.126472769669,12722.70707529108,10899.521448774356,38534.869004641565,100090.2268052057,77092.50674885747,43401.82438566286,38431.77614138439,0,0,0,0,0
3300000,6071.811553210068,8289.601068526852,6725.952701660583,4422.1648735097415,5570.362056248597,9377.380337391089,45504.44848522784,5872.903072662534,5934.112351458409,20583.41565153193,0,0,0,0,0
3400000,7169.697486599071,2827.513463156504,1122.48918056084,6139.736502095987,3248.1258416021565,392836.8807062877,399051.5421589802,308288.02321763604,361423.4820854132,265831.4325481799,0,0,0,0,0
3500000,9201.011275371064,7210.80727498659,12607.369211507581,12694.245682545501,9624.663440966393,39335.311862446106,103220.45150955691,81996.64622329883,46712.03750997606,48290.7578125,0,0,0,0,0
