time,MSG_EMPTY,MSG_STORE,MSG_INIT_FIND,MSG_FIND,MSG_RESPONSE,MSG_REGISTER,MSG_INIT_REGISTER,MSG_TICKET_REQUEST,MSG_TICKET_RESPONSE,MSG_TOPIC_QUERY,MSG_REGISTER_RESPONSE,MSG_TOPIC_QUERY_REPLY,regToGoodNodes,regToEvilNodes
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,NaN
100000,0,0,0,789830,789817,96121,0,157974,157787,0,96010,0,19.201158609668397,NaN
200000,0,0,0,773156,773147,68880,0,156971,157020,0,68923,0,13.784270562337403,NaN
300000,0,0,0,742236,742218,57371,0,158125,158125,0,57399,0,11.50411068778825,NaN
400000,0,0,0,730923,730902,10264181,0,95258,95306,27885,10258632,27854,2058.6002807862014,NaN
500000,0,0,0,722674,722669,985397,0,70516,70562,26800,987406,26805,197.39523237179486,NaN
600000,0,0,0,716440,716436,121505,0,59737,59716,26940,121605,26943,24.344820677218994,NaN
700000,0,0,0,710348,710349,9883479,0,86522,86519,613,9876614,633,1978.6744744744744,NaN
800000,0,0,0,707953,707935,1472630,0,72825,72834,641,1474310,640,294.99799679487177,NaN
900000,0,0,0,703733,703736,253217,0,61780,61773,533,253188,534,50.623150739704116,NaN
1000000,0,0,0,698534,698501,9740371,0,85987,85978,662,9733293,662,1950.8053274584418,NaN
1100000,0,0,0,691291,691291,1618248,0,71364,71383,552,1620485,551,323.3908872901679,NaN
1200000,0,0,0,691527,691525,361108,0,60428,60432,733,361072,734,72.10623003194888,NaN
1300000,0,0,0,684300,684289,9737740,0,83845,83839,589,9730792,589,1944.8252446574795,NaN
1400000,0,0,0,680785,680778,1740722,0,71077,71043,696,1742914,696,347.2415719130261,NaN
1500000,0,0,0,678480,678464,409728,0,59615,59629,724,409708,724,81.61912350597609,NaN
1600000,0,0,0,678126,678129,9802273,0,84586,84586,576,9797145,576,1947.987480127186,NaN
1700000,0,0,0,672319,672296,1762627,0,69351,69354,644,1763223,644,351.3308750249153,NaN
1800000,0,0,0,668569,668569,479345,0,58563,58567,602,479335,602,95.4300218992634,NaN
1900000,0,0,0,667000,666999,9771486,0,82848,82836,741,9765943,741,1945.7359617682198,NaN
2000000,0,0,0,662469,662468,1830417,0,68623,68621,411,1831282,411,363.25004961301846,NaN
2100000,0,0,0,659330,659323,532073,0,57370,57384,734,532047,734,105.80095446410817,NaN
2200000,0,0,0,656500,656489,10030192,0,80535,80532,693,10024884,693,1993.281399046105,NaN
2300000,0,0,0,653714,653699,1876847,0,67769,67718,717,1877664,717,371.94748315497424,NaN
2400000,0,0,0,651945,651938,512547,0,56943,56999,484,512510,484,101.51455733808675,NaN
2500000,0,0,0,646530,646534,9948820,0,78491,78468,589,9943555,589,1975.9324726911618,NaN
2600000,0,0,0,643708,643695,1856484,0,65799,65826,729,1857361,729,367.62059405940596,NaN
2700000,0,0,0,640117,640117,587400,0,55810,55810,654,587255,653,116.40903686087991,NaN
2800000,0,0,0,635551,635539,9807320,0,76897,76857,463,9801776,464,1950.153111950686,NaN
2900000,0,0,0,629710,629702,1822379,0,65789,65800,695,1823137,695,362.4461018297534,NaN
3000000,0,0,0,622680,622668,594460,0,54709,54735,603,594334,603,118.4655241131925,NaN
3100000,0,0,0,618929,618916,9542515,0,75743,75728,480,9536799,480,1899.764085208043,NaN
3200000,0,0,0,614993,614992,1887269,0,64684,64704,535,1888445,535,375.2771922847485,NaN
3300000,0,0,0,614789,614774,632287,0,54539,54524,452,632164,452,125.80322323915638,NaN
3400000,0,0,0,609577,609577,9579981,0,77115,77124,719,9574962,719,1906.843351910828,NaN
3500000,0,0,0,603476,603458,1928382,0,63985,63971,584,1929375,584,384.98342982631266,NaN
