time,t1_wait,t2_wait,t3_wait,t4_wait,t5_wait,t1_cumWait,t2_cumWait,t3_cumWait,t4_cumWait,t5_cumWait,t1_reject,t2_reject,t3_reject,t4_reject,t5_reject
100000,312.37943180948,502.32670171948274,169.71335232032166,460.9800170068027,0.0,201.0,201.0,201.0,201.0,201.0,0,0,0,0,0
200000,30.104394491697043,43.52791441219872,49.98588393457316,146.46520935960592,0.0,201.0,201.0,201.0,201.0,201.0,0,0,0,0,0
300000,12.559092094964779,20.33084641111397,26.75876440303996,0.0,0.0,201.0,201.0,201.0,201.0,201.0,0,0,0,0,0
400000,6141.330668070948,4781.114852362757,2954.2967843541896,5695.433076853633,4426.822170153612,82421.84641264376,87638.14701192194,68876.49659863945,69688.89575705363,68472.84429065743,0,0,0,0,0
500000,9459.613277162465,14562.266661778724,12609.976603366833,8982.572437382765,8688.544319975941,23810.669802445907,14422.127527805864,10499.54124189064,17589.526449160596,14649.721749006247,0,0,0,0,0
600000,2896.2155939298796,4005.438080202084,2539.4032391340274,2563.536456365697,5839.664592760181,3462.155435516543,3810.7841568829826,2789.21957277695,1551.0724572457245,4989.074784910656,0,0,0,0,0
700000,6043.701897928586,3976.5998138824657,2393.8651265583535,5506.4054682806955,3923.24165468927,158233.86095960793,178042.20933302274,132015.72079872768,138401.50802021535,125847.80551905387,0,0,0,0,0
800000,9596.673791836669,8912.216710579356,15201.159244093347,9089.088677751386,6862.206518665158,32281.215883549183,27721.128681177976,18866.815073621165,21082.26727808713,23452.15337423313,0,0,0,0,0
900000,2407.2724609375,11292.072125844774,2324.7300387239534,663.7761842677097,5271.773708153505,2862.629940779507,6384.147047113471,1911.7378740970073,703.0705451213926,7181.875510204081,0,0,0,0,0
1000000,6137.760954802446,4174.3036017197155,2129.127166334627,5512.100771742927,3955.1691494163924,210984.04545454544,247554.836110004,181318.09478337754,176680.2497220369,162262.2237544484,0,0,0,0,0
1100000,9915.639073451195,8971.135675516118,13979.378837766802,9652.605120416576,6299.39891422367,28551.408322353975,32685.933496900827,26290.46996996997,19328.34106962664,20966.126751592357,0,0,0,0,0
1200000,2488.8322113935496,11868.789705080633,1725.0724130837277,1158.9360033030553,6023.753532880828,2556.7737480820197,9469.74816593304,1450.007427055703,875.0608930987821,11598.267556179775,0,0,0,0,0
1300000,6131.324040013932,4203.537640900112,2200.10477065083,5485.478576244299,4012.9983887699473,248922.02276553106,293964.5275616083,217716.70143693453,214124.62623478062,211887.86174684728,0,0,0,0,0
1400000,9818.681221001221,8830.467770146324,14008.035783892232,9668.737202960654,5953.583196772974,30132.910056497174,34930.0840976618,28036.877551020407,19460.246575342466,25427.798532354904,0,0,0,0,0
1500000,2616.439209568383,9226.76631786772,1451.761314186249,1555.571032845271,5755.6107529118135,2569.223964956903,12287.835865035622,1630.1539292465568,1400.2162528216704,16175.764586160109,0,0,0,0,0
1600000,6148.41039690743,4222.9517335864775,2209.2714573116045,5502.148083890994,3908.4328166144387,275048.0761996624,326105.14467735303,239704.96175663313,244092.52059838895,218408.63063909774,0,0,0,0,0
1700000,9760.361425865887,9919.386403117192,14266.77695541736,9802.00833759965,6932.591058052434,31050.438363861107,34116.127748146224,32991.68622636877,20020.235622168002,32928.57312806158,0,0,0,0,0
1800000,3065.354367423065,10007.79282768753,1450.3582574772431,2659.920276665453,7697.947498966515,2497.1243010752687,11064.660271344388,1969.9537444933922,1843.0409356725147,17881.940928270044,0,0,0,0,0
1900000,6138.36615094585,4098.538290929657,2098.1451089914135,5463.483174682536,3961.3840935012404,298887.49118730973,352496.4009954376,269545.88841361355,269173.31674418604,210665.10732617826,0,0,0,0,0
2000000,9747.904638160486,9269.08493439619,13878.199887053508,10143.74797731569,5336.453971694505,33829.58565691337,35939.82782242129,35978.603259547555,20114.361709643235,34695.15566037736,0,0,0,0,0
2100000,3088.1895701198027,7735.266158194968,2098.203133957577,3169.854888507719,8619.759783783784,3001.0362867968524,15414.567716970701,2247.3062740781506,2381.368,19567.638342696628,0,0,0,0,0
2200000,6140.377010397544,3779.231337423041,2156.9658518728897,5519.6319819581595,3749.6315813760325,317141.43936,372145.19412902684,284806.1363383417,300032.5605454973,206470.89523360075,0,0,0,0,0
2300000,9893.904356715948,11311.851632685997,13369.203369097071,10221.66397950727,5283.991694064717,34249.43025700934,42926.733368602036,41730.88725849841,19156.771557719054,31476.7191460974,0,0,0,0,0
2400000,2915.6233590331317,7828.228826442474,2271.978332721263,2636.76642612989,6077.379275418777,2858.4851949574904,17028.29515050167,3290.461948890761,1759.2967032967033,21279.503193754437,0,0,0,0,0
2500000,6134.378809915422,3700.4960782302232,2192.1983136310587,5522.484822239032,3272.0293092593424,332817.9395753054,393837.50448756304,317020.5509454746,330778.7385527877,204569.895111533,0,0,0,0,0
2600000,9976.448651339328,11693.098882205539,13788.263076654966,10037.575415632287,8219.780252899169,34685.9495429182,49499.59250302298,53759.049559748426,19710.548117154813,35918.49411764706,0,0,0,0,0
2700000,3091.9118951612904,8896.695134986036,2158.6561443066516,2717.894660894661,6646.26090045289,3044.5494604316546,23816.20443002257,2820.8912369681602,1885.4318381706244,23005.876963350784,0,0,0,0,0
2800000,6145.907473592722,3693.805882037849,2176.392661855597,5543.228050166732,3347.4633938051056,351539.8329333885,412949.5133086399,339837.15379022,355975.7108810785,204269.67769784172,0,0,0,0,0
2900000,9836.799334945586,11085.41708869356,13125.36464056907,10463.574153516163,7758.154635928446,36157.85897897898,49183.633444816056,61720.7697137117,19857.892153350054,36202.01320361362,0,0,0,0,0
3000000,3546.05234082397,7794.274590237997,2687.901212553495,3184.2399299474605,6213.546503112413,4126.94398782344,25153.61051578797,2787.047632711621,2039.3626966292136,20899.733832539143,0,0,0,0,0
3100000,6097.43266310169,3319.719576905014,2149.048740240869,5513.314795760102,3241.2889604317506,358779.7660389935,424329.4458228507,350137.75777901994,380622.91836228286,178279.42118473895,0,0,0,0,0
3200000,9896.498120958538,9731.651855857126,12929.40884905578,10363.369379181579,7919.34476431509,37526.20843881857,58544.25732330019,70924.51276760382,20563.240377632534,36592.21610169492,0,0,0,0,0
3300000,3263.1256150215886,9302.944257967518,2661.605244122966,3338.866758715913,5993.876493704387,3481.8070956842266,31670.282704626334,2857.6085714285714,2153.9350822587817,22228.13328868051,0,0,0,0,0
3400000,5986.377260489332,3590.928986323571,2125.887006137206,5566.652217560008,2633.0477684574503,351002.9688008914,435437.9338422392,384892.6108848575,385380.5556109726,181166.05995828987,0,0,0,0,0
3500000,9770.023613147605,12317.006861279964,12547.474867740955,10547.85840909091,8397.728524754964,37159.79489060017,61753.95240677966,72542.44883116883,20723.88942130483,42835.28846153846,0,0,0,0,0
