topic,registrant,times_registered,min_registration_time,average_registration_time,min_discovery_time,average_discovery_time
t4,71008359917126773806512821582458603934225862614213985261115403029053774427697,134,201,193665,6199,169036
t4,40520303475165103748824088668894815009721687393182537160490538153710605920554,84,201,269017,48239,205456
t4,93482891699904772532254508113915133990436316461305952616354218347109307425747,123,201,208209,6914,191585
t4,7626224622344956372937781754866855184748346221056247157475304811590306442366,37,201,53920,1199,158392
t4,110724014985378717744006928996258739046363169438270137049849658311589885061906,113,201,242829,8109,195560
t4,102025420214472798571387019589716721747282771834690375210723427167783876753277,98,201,227778,6303,174592
t4,47977666199764913029462658119791515056942241179613196223422626285579753553347,96,201,231234,12472,167555
t4,62745912138733584281927534999324809137075586042399714787818204944479951067998,71,201,114864,799,151315
t4,11953012991072681505586278595394335125298069451185970190514898485322387250678,81,201,221251,11341,169894
t4,81551201159205181985392453579858138425569014804510151934363412844337268286163,88,201,82920,799,131657
t4,4561552658703293739502326315069980984171034991033956785352064514845977332700,87,201,200643,8799,159567
t4,27964527015238780823937479840986415584964628325240983794999326764271695484386,84,201,147767,3322,182302
t4,76362967692978718662292282525155662083695250468040653628023711610317859600397,146,201,180757,3219,178718
t4,75767293866615867295920580560899402620327098550710414073834652035808979930445,126,201,208071,4616,180627
t4,93943900401588529487456444159141571933940814094147198950827094156925735377441,52,201,130740,199,138202
t4,56840753983456004219797220684709391765530493101171128827520218331224951140373,34,201,56438,1199,108808
t4,11663586640355433536165579746064775224004983381492502560025207415423955674076,96,201,201903,27228,190518
t4,12519119834325288505050136485143769438007375677315334135907775378412091671888,85,201,268506,5548,167319
t4,79412481636072815423099270167459122307094587069363814101327312746835549646118,104,201,68334,12999,125065
t4,99796030101222105018453034020618540130669797073080922772348983926956971260532,30,201,30727,799,57988
t4,57673885564127348563999458442401544567910304257481807714376090349013635353629,65,201,186567,33754,192848
t4,111929722474562822676132043797550694204409312545952770094367473094512064363045,102,201,234213,3458,154966
t4,8138390442822969125726469980396091713770732568610242527042449348893657504490,89,201,260595,23143,169064
t4,94380043809074453749711180729270857161842036411237021063164050189363707475916,45,201,64893,31116,195893
t4,48301363560833362068480512464594010724078642891538719567379525755289613388405,90,201,256273,16800,184907
t4,79564821631780295161983364403177398203416453414518962858575323045376903723282,83,201,82830,4599,190171
t4,61747348890431778375902606893924418181284499563912431979638216672945322537283,107,201,253771,9199,182915
t4,22010014616101189752518360739230110072239285355728495645198973724885425948335,97,201,247376,8214,158975
t4,43678560436185375467286301002155995246061253364975557842170336960148866157733,73,201,260962,22456,172079
t4,94397762165641432882788817176344382127437095052088882467441537492209578136963,101,201,197794,36179,198440
t4,102009915307345203971234531851529480740935141912250344221125572876072196771474,85,201,293368,50799,201726
t4,95297023925959754595444178614027186460661576181052372019617725279996015807658,109,201,262811,9199,191110
t4,4277217258747567074978375461034668585048640345218924949119067269524148425159,14,201,201,58231,211031
t4,108164714959926595817897314352525385712666033512489159649143380164205441648402,119,201,217162,8190,169155
t4,22514591897439866822145391359708312182298711161946616691396835985341807156081,76,201,245776,14054,181400
t4,11836066747372082771956226134603578428135223887744830714088341573861011439694,31,201,71543,1399,28347
t4,21420197577908093489861653888492574166594896462199750113988591470060701205705,80,201,245283,13599,178654
t4,51575921273797628179330720602972438728536170575762140793238206756724443607328,71,201,328440,24288,162707
t4,68115705385050971163753342551797632809432067530025959231879839048418674494159,36,201,22634,8133,114814
t4,47133293908270916369164501118980385486083055006600849224721592596464140538490,89,201,198533,30397,156161
t4,48817745834663352853113035793835244613605249652493921591086182513174343213187,89,201,262748,17107,175535
t4,67929948948991593297950376534165873172950870030703184734255620256946018289061,100,201,184462,41525,199067
t4,106894490399714119523401852582676231066695728350947536446286459250478992756323,99,201,276737,11062,150331
t4,11102791643168726386128995694287706136334433914442173751431706701342512002845,37,201,34054,31859,195123
t4,81769481031878358474899012311656936389941484228216804225882531834983161760489,130,201,148345,9744,155177
t4,23366188763869858285240814019024695724149573840502728165534530879934584175040,68,201,133278,1507,153471
t4,42871713777445591560508268751900478000728303297923397189711768979652593844876,35,201,97161,799,26332
t4,44511461809890007382430420847400270905608990001053124793185234685712103891107,92,201,195451,14850,155485
t4,62369188229873759526039350088383092664519470702566357588111863249917214198040,98,201,259923,8517,158077
t4,88879305155723262954187227446436047531819524639565170948691726192688217097424,68,201,35948,30974,183381
t4,113580155552731307747045994580581159248191180612249561871149704288034499247979,15,201,201,799,932
t4,84289508172603297146724169583735831579071803382913624138097833979230680883,101,201,252686,48015,197362
t4,2339190927922359197714553334323236820202989525507069594062873802595132283338,85,201,230818,8566,184893
t4,55636089963884728898863109838180510385452165783475302993063608157116708170765,85,201,310738,10207,151290
t4,28448921550320349988355320759982577741268601243601145635080914626632344448908,90,201,240817,16190,175261
t4,27230342636741468239713996802888436465937784893002526139514843528945836095680,91,201,246697,1567,178591
t4,29278865637841419081728345626047181694244535406227826505752966329844116489359,94,201,248642,1490,133509
t4,71058885935190604674075895428002236651897234583707875127562354136054566572653,119,201,230496,6418,179981
t4,80194229638967603629312697658034620067356078231097808057349510088293590658755,118,201,172642,9999,143159
t4,97886190130745822932897770271264300831249975464961483910840337008489610074900,15,201,15659,1199,1199
t4,79230729859549403433569138423536817010634937175901361549003335018205494538919,118,201,165170,10740,199954
t4,64978449850185643072898557664876482545759339042539571704894349926776393750279,98,201,247186,7319,148044
t4,72236278408056182049266764243025085002448967886903849638666982350004689742128,84,201,101199,9599,207133
t4,49959315148464333301503212559242308467726049172040530619337182998090981426515,91,201,259332,18246,161677
t4,80451014393400178227694083835637930608086188518246161451391147001531408015147,51,201,25331,599,80810
t4,73334079302375474547578308447158593357764169590468626296493145650663260694533,123,201,164084,46799,190019
t4,78728317757947996806693252194787946746750951010360170676940021641963467398360,134,201,96744,5992,169973
t4,95229060988619918609656873501517274981614226504067264216422808851978300670436,102,201,260085,1599,140970
t4,83260124415121885439338664553176395237362852076141604773491831395579491446843,32,201,201,100141,269135
t4,16725732883515520854951789660096332184563142587367878204467737953122319930025,93,201,276515,5306,177486
t4,72994765557199520569662644605426316006352359628553145929232910648814752084889,140,201,176665,25023,185709
t4,11743714139402816877382871174643299163197848162283142569276102449514256778650,73,201,311216,15395,126092
t4,94726478427586090638680582245896478535525486608960521333094898756596959510492,105,201,262969,5176,174730
t4,20253426021102119909764245989123102021668754296409792635522193520586019623934,100,201,268570,40599,192276
t4,102347024283373227677643639650885306185479490506532842042461286467600532001221,104,201,265698,10720,184331
t4,34832583904542026083214622568356322626613761174692854839494807164195981977871,75,201,269449,24381,177806
t4,45833839660393410301524302654667147902729682112232590105267913522242169154832,87,201,299239,6599,141514
t4,92280039611621362616991770312712411152934188185826271887869345979613593236459,63,201,98584,799,138962
t4,40411671588224633222536547660524958817074428683092734070993489433542588821771,14,201,6451,0,0
t4,67047527554636954110038004854329196291761685296857024976026563798679677831503,94,201,236514,3599,186279
t4,18717196201007941477522115374741156429963275166329629115181685001156626489497,104,201,149177,14170,183766
t4,21185017377812155033993837680394787445055624887863945733131209785194994107696,88,201,198412,21243,177193
t4,65420604447044863187743309462304250293398399578513354874427857789314719219100,103,201,242138,9596,176810
t4,47575562786669388794791561195021910470199528229492168583805187194752516514641,86,201,287166,23333,158373
t4,87853251433850966922106062407155833669601262013394778946619432584748869586978,101,201,171587,25235,172788
t4,87332414277263807861186743915459573222392313808063585078195187096596495515512,107,201,173923,18999,173043
t4,39503335632610973985881014292485515542690205742397680586180375149762086078825,84,201,245338,1557,180353
t4,49870572969376715360090404257229073619585481350006093701706315302241703892701,87,201,222725,14523,178605
t4,80504755634362874663344804553484070355060340009088445963876253605506418452533,104,201,190427,16618,182499
t4,96027265333499783551043014034445885939006675340464378133713156771653975862713,97,201,245592,32595,177692
t4,96765971350784051211583894002703701655837657249376471948522667248517857122340,105,201,191053,5452,168591
t4,11027689232351283359817060970628679128385443339695550603043995934963145159254,56,201,180815,799,87664
t4,61729699081539349393826459665630288228594048230143933034283363712277541088860,120,201,229832,15599,193222
t4,56543330312350830630610564895556215482536445444189165774325595685994754283560,89,201,198067,7193,185275
t4,83994511935688523993850078645399989368079881062897228173763415491319904994157,61,201,41646,22523,197417
t4,6456736991495833410800756223832192219454717553176934428673928278717226199026,58,201,186791,799,81130
t4,80791011246022184469522025606661310685332431242386924987340964862784241221511,114,201,210183,1313,172172
t4,109192398722144035829707506084211034531099881529745291105475757204477985784644,100,201,290997,5399,163034
t4,72630322972076960724088109854178405512639411547871585974638394147474402157665,118,201,156084,1289,178251
t4,17258928177086670896184838064529835225364902870382469550942105847644793692100,79,201,300071,15098,166513
t4,22408302911855524401525764520095667899054758747083496961391300129691733745802,67,201,317487,260,162678
t4,115486617870634674899262057669929324552356679242672106209742529540585583209056,104,201,188730,14824,159711
t4,43664505183499625154994222559717639847504509976880357453911168464812588140980,87,201,226176,423,185257
t4,37314178762239658987690525578219733690390310427085361614474149416487572131343,90,201,240418,4129,167943
t4,93947035524930655551951235220594970657219693185313962591212624919556958720312,79,201,127234,48399,175491
t4,115677264606360182228895502744001072406566481311551941007507815347794312280198,119,201,144967,1195,182249
t4,23750543772202330767709215846116063843923691985103818000858853845063284138306,64,201,111715,799,169573
t4,68969998079964824480089220255091410188166722258236036528460041303610319178875,119,201,187981,11478,163907
t4,66229621419069195761638945481742993423269042753448298962230865411564321458984,106,201,169632,23999,191294
t4,64053724342336117316788505700499620446209881063233019812358535739400148460710,125,201,222311,6035,185461
t4,89185826513717370360222140515531828410188267026437159983148170087632286162454,102,201,198907,9620,164982
t4,103057349142381302348374947618991391396866968488930079003872211146078688712733,86,201,267015,1393,158533
t4,110342605764430324409763103821140228179966594643210477285928514541666308840695,32,201,27607,799,71278
t4,80454553165171676515930643341691711934741301144928167009134237361918151322802,123,201,159127,28850,177691
t4,43411282369872863901268452301169257668776778184929690987416272085174317470418,92,201,255906,8126,158992
