time,MSG_EMPTY,MSG_STORE,MSG_INIT_FIND,MSG_FIND,MSG_RESPONSE,MSG_REGISTER,MSG_INIT_REGISTER,MSG_TICKET_REQUEST,MSG_TICKET_RESPONSE,MSG_TOPIC_QUERY,MSG_REGISTER_RESPONSE,MSG_TOPIC_QUERY_REPLY,regToGoodNodes,regToEvilNodes
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,NaN
100000,0,0,0,259804,259799,40023,0,55638,55550,666,39980,666,47.87837837837838,NaN
200000,0,0,0,259440,259440,27568,0,55621,55652,731,27573,731,41.63613613613614,NaN
300000,0,0,0,250512,250510,23475,0,54089,54112,706,23513,706,38.89869608826479,NaN
400000,0,0,0,245536,245536,3679325,0,39604,39579,15943,3675940,15915,1866.9322289156626,NaN
500000,0,0,0,241932,241927,218389,0,27862,27918,15660,220644,15677,124.30641090358405,NaN
600000,0,0,0,239419,239419,39535,0,24778,24763,15053,39580,15054,32.36688475088072,NaN
700000,0,0,0,238725,238720,3699968,0,35896,35913,623,3695870,628,1880.152994464016,NaN
800000,0,0,0,235798,235795,315921,0,28744,28744,452,318260,457,173.98536092882384,NaN
900000,0,0,0,233562,233562,78474,0,24346,24346,583,78481,583,51.90307925290257,NaN
1000000,0,0,0,233300,233300,3528774,0,35018,35018,609,3524777,609,1803.5384615384614,NaN
1100000,0,0,0,230702,230702,323240,0,28703,28703,597,325595,597,178.28926038500506,NaN
1200000,0,0,0,230548,230545,83086,0,24029,24029,645,83078,633,54.09848484848485,NaN
1300000,0,0,0,229996,229996,3529825,0,34540,34513,687,3526031,699,1796.554939516129,NaN
1400000,0,0,0,231316,231316,323723,0,27666,27693,572,326010,572,177.02216624685138,NaN
1500000,0,0,0,228654,228650,102329,0,24038,24034,752,102327,752,63.53293112116641,NaN
1600000,0,0,0,228420,228420,3530625,0,34819,34818,741,3528257,731,1792.5811965811965,NaN
1700000,0,0,0,227178,227178,301778,0,27798,27798,745,302772,744,165.53289804118535,NaN
1800000,0,0,0,226110,226107,84166,0,23330,23330,660,84166,671,53.93677872553939,NaN
1900000,0,0,0,224693,224688,3638948,0,34300,34300,678,3636800,678,1840.3046092184368,NaN
2000000,0,0,0,223473,223470,332967,0,27585,27585,530,333848,530,181.0,NaN
2100000,0,0,0,222687,222687,105867,0,23529,23529,913,105856,900,64.698,NaN
2200000,0,0,0,221611,221611,3698866,0,34438,34438,660,3695902,673,1866.652,NaN
2300000,0,0,0,220539,220536,358558,0,27290,27289,650,360271,650,193.4075187969925,NaN
2400000,0,0,0,219167,219166,117342,0,22925,22925,456,117311,456,70.45052737317931,NaN
2500000,0,0,0,217728,217728,3659466,0,33626,33625,609,3655638,609,1858.6270759939607,NaN
2600000,0,0,0,216143,216143,371513,0,26659,26659,531,373588,531,200.5904282115869,NaN
2700000,0,0,0,215030,215030,116284,0,23035,23034,935,116255,935,70.04474610356964,NaN
2800000,0,0,0,214244,214243,3660714,0,33687,33687,787,3656792,787,1854.6189759036145,NaN
2900000,0,0,0,212919,212919,388960,0,26909,26909,709,391327,707,208.76957831325302,NaN
3000000,0,0,0,212139,212135,140741,0,22635,22634,592,140714,589,81.93380140421264,NaN
3100000,0,0,0,210795,210792,3721405,0,32740,32701,472,3717312,476,1884.6109437751004,NaN
3200000,0,0,0,211446,211445,441319,0,26524,26563,696,443918,697,234.27290936404606,NaN
3300000,0,0,0,209936,209936,145257,0,22417,22417,559,145231,559,84.13146011038636,NaN
3400000,0,0,0,208799,208796,3519817,0,32943,32941,625,3515894,625,1779.048572859289,NaN
3500000,0,0,0,208334,208334,378860,0,26130,26130,691,381453,691,202.7991987981973,NaN
