time,t1-normal,t1-evil,t2-normal,t2-evil,t3-normal,t3-evil,t4-normal,t4-evil,t5-normal,t5-evil
100000,12178,0,14250,0,6488,0,4714,0,1966,0
200000,14593,0,18197,0,7885,0,5651,0,2464,0
300000,14710,0,18379,0,7987,0,5728,0,2498,0
400000,13976,0,13866,0,9277,0,6978,0,5009,0
500000,14655,0,12450,0,9244,0,7063,0,5124,0
600000,14630,0,12346,0,9170,0,7012,0,5110,0
700000,13802,0,13054,0,9051,0,7074,0,5306,0
800000,13765,0,12863,0,9208,0,7168,0,5351,0
900000,13821,0,12877,0,9216,0,7175,0,5355,0
1000000,13715,0,12351,0,9390,0,7206,0,5429,0
1100000,13900,0,12277,0,9308,0,7195,0,5411,0
1200000,13913,0,12290,0,9334,0,7209,0,5414,0
1300000,13873,0,12228,0,9058,0,7078,0,5448,0
1400000,13736,0,12126,0,9170,0,7146,0,5568,0
1500000,13809,0,12141,0,9205,0,7155,0,5592,0
1600000,13822,0,11671,0,9356,0,7281,0,5389,0
1700000,13706,0,11890,0,9358,0,7299,0,5369,0
1800000,13720,0,11949,0,9365,0,7342,0,5386,0
1900000,13644,0,12239,0,9209,0,7117,0,5250,0
2000000,13746,0,12356,0,9338,0,7127,0,5161,0
2100000,13869,0,12410,0,9367,0,7111,0,5151,0
2200000,13530,0,12540,0,9482,0,7193,0,5094,0
2300000,13646,0,12821,0,9387,0,7080,0,5124,0
2400000,13723,0,12875,0,9373,0,7115,0,5146,0
2500000,13483,0,12614,0,9367,0,7255,0,5322,0
2600000,13467,0,12369,0,9337,0,7408,0,5351,0
2700000,13532,0,12345,0,9412,0,7439,0,5358,0
2800000,13338,0,12582,0,9486,0,7514,0,5286,0
2900000,13546,0,12508,0,9556,0,7684,0,5332,0
3000000,13610,0,12626,0,9597,0,7726,0,5332,0
3100000,13452,0,12590,0,9560,0,7697,0,5286,0
3200000,13339,0,12951,0,9727,0,7615,0,5228,0
3300000,13318,0,13018,0,9776,0,7701,0,5274,0
3400000,13501,0,13068,0,9464,0,7782,0,5213,0
3500000,13695,0,13105,0,9511,0,7787,0,5314,0
