time,MSG_EMPTY,MSG_STORE,MSG_INIT_FIND,MSG_FIND,MSG_RESPONSE,MSG_REGISTER,MSG_INIT_REGISTER,MSG_TICKET_REQUEST,MSG_TICKET_RESPONSE,MSG_TOPIC_QUERY,MSG_REGISTER_RESPONSE,MSG_TOPIC_QUERY_REPLY,regToGoodNodes,regToEvilNodes
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,NaN
100000,0,0,0,48537,48537,40031,0,47493,47464,224,40020,224,176.1046277665996,NaN
200000,0,0,0,49157,49157,9488,0,22971,22969,178,9499,178,65.44153225806451,NaN
300000,0,0,0,48925,48925,514,0,11488,11518,716,514,716,24.246464646464645,NaN
400000,0,0,0,47825,47825,1963563,0,38345,38345,7051,1961744,7041,4052.4453441295545,NaN
500000,0,0,0,48115,48115,128713,0,10413,10413,5261,129707,5258,281.0626262626263,NaN
600000,0,0,0,48003,48002,3329,0,755,755,4702,3328,4715,8.233870967741936,NaN
700000,0,0,0,48384,48384,1973179,0,36144,36144,361,1971517,361,4026.699398797595,NaN
800000,0,0,0,48420,48420,130058,0,10261,10261,208,131152,208,281.76506024096386,NaN
900000,0,0,0,48057,48057,3985,0,804,804,203,3982,203,9.597194388777556,NaN
1000000,0,0,0,47676,47676,1972890,0,34645,34643,132,1971114,132,4031.1947791164657,NaN
1100000,0,0,0,47619,47619,124479,0,10287,10287,318,125618,318,267.9244532803181,NaN
1200000,0,0,0,47550,47550,4254,0,889,889,93,4250,93,10.32730923694779,NaN
1300000,0,0,0,46906,46906,1960384,0,33359,33359,59,1958531,59,4027.7636363636366,NaN
1400000,0,0,0,46376,46376,117872,0,10296,10296,226,119061,226,257.36546184738955,NaN
1500000,0,0,0,46416,46416,5058,0,1100,1100,70,5054,70,12.44040404040404,NaN
1600000,0,0,0,45805,45804,1889119,0,32576,32576,150,1887298,150,3874.3850806451615,NaN
1700000,0,0,0,45490,45490,118279,0,10390,10387,91,119499,88,258.8913480885312,NaN
1800000,0,0,0,45274,45274,5670,0,1204,1207,35,5665,38,13.971544715447154,NaN
1900000,0,0,0,44447,44447,1832942,0,30977,30976,97,1830930,97,3803.9163265306124,NaN
2000000,0,0,0,44479,44479,120496,0,10391,10390,242,121760,242,264.41818181818184,NaN
2100000,0,0,0,44766,44765,5672,0,1660,1660,126,5666,126,14.78225806451613,NaN
2200000,0,0,0,44468,44468,1842151,0,30490,30488,129,1840395,129,3783.1131313131314,NaN
2300000,0,0,0,44232,44232,123593,0,10622,10622,124,124887,124,270.59475806451616,NaN
2400000,0,0,0,44440,44439,8479,0,1806,1806,133,8478,133,20.77777777777778,NaN
2500000,0,0,0,43471,43471,1782854,0,29450,29450,154,1780912,154,3668.6315789473683,NaN
2600000,0,0,0,43039,43039,124138,0,9989,9989,122,125402,122,273.17107942973524,NaN
2700000,0,0,0,42934,42934,8007,0,1918,1918,106,7995,106,20.255102040816325,NaN
2800000,0,0,0,43042,43042,1751125,0,28978,28978,271,1749304,271,3581.6961770623743,NaN
2900000,0,0,0,43657,43657,118726,0,10479,10479,237,120019,237,259.4477911646586,NaN
3000000,0,0,0,43657,43657,10501,0,2172,2172,88,10484,88,25.498993963782695,NaN
3100000,0,0,0,43744,43744,1772722,0,27905,27904,147,1770868,147,3601.254,NaN
3200000,0,0,0,43894,43894,123768,0,10497,10497,184,125090,184,267.9940119760479,NaN
3300000,0,0,0,43879,43879,12714,0,2715,2715,235,12704,235,30.735059760956176,NaN
3400000,0,0,0,43935,43935,1748881,0,27550,27550,193,1747207,184,3503.8086785009864,NaN
3500000,0,0,0,43978,43976,123845,0,10921,10913,261,125176,264,264.2470588235294,NaN
